ID	ZT00	ZT02	ZT04	ZT06	ZT08	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22
ENSPANG00000000040	6.46878702649614	7.62161108235197	8.01679579381095	9.82037896699402	9.63804033954589	10.1203353800251	14.355231488792	8.64527159854711	10.0823302971712	9.03690744518078	8.95437195761911	9.68572571364325
ENSPANG00000000041	43.3374729295744	32.1292618771981	32.6690064371078	37.1439413669073	35.036942975759	31.2011740789875	40.359548161788	40.6990251313093	33.3877832259666	54.8428156581873	32.2670935442249	34.2552537145454
ENSPANG00000000052	0	0	0	0	0	0	0	0	0	0	0	0
ENSPANG00000000053	0.314518106519552	0.11932738264879	0.561572800033644	0.133760853082305	0.416477125089058	0.306084314679722	0.176917068605681	0.702791854751576	0.785001254681531	0.177702428825804	0.711603825112196	0.329233192686251
ENSPANG00000000059	2.01932644185801	3.94008376847979	4.76442655824723	4.23263642110122	5.60254578463751	4.00054148868019	2.79912100902236	6.92943816022573	4.95000791168609	2.77079965455776	6.20047154620053	4.15211287591578
ENSPANG00000000060	2.52952860137001	2.58530572498655	4.10170042091443	3.1614723208754	2.59760200815424	2.86360948505831	3.07803434862893	2.82612043719251	2.31921343328404	2.10002140812987	3.01339346245079	3.51248786118158
ENSPANG00000000062	17.6556604880128	26.7940536496809	20.5592753910622	19.5880300106969	22.3627039369853	20.1704375504197	34.1120097026818	20.583463135775	20.1173202894657	21.6857201278947	22.5783450950853	24.910118172058
ENSPANG00000000063	0.34639087830834	0.394259497547054	0.077310213388953	0.368289920532542	0.382235219967013	0.589929233646577	0.2922683504308	0.241878649818898	0.216138012761263	0.489276285868371	0.313486656416539	0.634545044412507
ENSPANG00000000071	6.26740934602541	10.221160509213	18.2053975958583	7.7576690283328	11.8913179564154	8.55729559415777	8.28739232215526	14.3180836941884	8.81363198715759	7.7163838835808	12.7409664147317	11.260795189434
ENSPANG00000000072	2.60242600093286	3.8220151476758	1.61133400269153	6.56928185962698	3.63134086453925	1.83820793246024	3.99022593288957	2.03998525401477	0.628583025064729	1.0909183397054	1.67144461016158	3.55901386421912
ENSPANG00000000084	0	0	0	0	0	0	0	0	0	0	0	0
ENSPANG00000000085	111.860611141582	100.044077612746	113.469795481084	91.8440234649702	107.887407642118	106.342436185869	84.1114291885294	116.864245561548	114.83446925627	110.480138607128	109.887895827611	114.385017801852
ENSPANG00000000090	2.43296650993637	5.53836843764963	6.01486238713722	5.88989938200432	6.60856264604124	6.3746485371314	5.26364832215249	4.91373478611432	4.67108184603886	4.44109210553084	7.53711952284124	9.59946036195945
ENSPANG00000000093	0	0.0252260481058367	0.0296794041613083	0	0	0.0323534191195596	0.0561009348942898	0	0	0.0375666499891105	0.0300868952726664	0.03480027874736
ENSPANG00000000094	0	0	0.0427714121323227	0.040750838174581	0.169175475353524	0.139874919543343	0.0538985709715473	0.16058149572603	0.119577059951488	0	0.0433586533777812	0
ENSPANG00000000098	0	0	0	0	0	0	0	0	0	0	0	0
ENSPANG00000000102	15.4188130087209	23.0853499093032	22.0796909588247	23.2371024711816	23.2948058389493	21.0477841613121	14.319368404313	26.1290839158819	22.0828685018408	17.8909668479365	31.6075667026224	24.5894316889448
ENSPANG00000000103	24.5828697587688	35.0554496962242	31.5681993259555	28.0683201868966	40.9973845916544	33.5874338889193	19.0729845085055	36.4286708454921	25.6909501532137	21.6891991204286	39.9746302782812	39.1699469031215
ENSPANG00000000107	0	0.227591299356633	0.267769811936572	0.255120037666913	0	0	0.168715615094159	0.167553024973886	0	0	0.135723113663783	0.313970726800133
ENSPANG00000000112	18.3175345236987	26.8820727631194	24.2599449614534	16.4365336267537	12.0833896559172	24.8785330971678	13.4740039450086	8.32105556025866	18.3376293093606	8.18852792029305	9.38178483027919	9.48191594936403
