ID	pvalue	algorithm
ENSMUSG00000000001	0.852408953109724	ARS
ENSMUSG00000001175	0.465379642039762	ARS
ENSMUSG00000001986	0.645486054021622	ARS
ENSMUSG00000002771	0.0269105932905738	ARS
ENSMUSG00000005034	3.45940541607304e-05	ARS
ENSMUSG00000005469	0.429261210919457	ARS
ENSMUSG00000005580	0.9434048881929	ARS
ENSMUSG00000015968	0.0111612253891269	ARS
ENSMUSG00000019370	0.0583244270299075	ARS
ENSMUSG00000020431	0.690292290732515	ARS
ENSMUSG00000020524	0.816516122409974	ARS
ENSMUSG00000020654	0.626528063856913	ARS
ENSMUSG00000020734	0.0056420901985359	ARS
ENSMUSG00000020866	0.00221601075184508	ARS
ENSMUSG00000020893	0.00475469594730771	ARS
ENSMUSG00000021180	0.196294575304811	ARS
ENSMUSG00000021250	0.0808978512650167	ARS
ENSMUSG00000021313	0.0187746115348407	ARS
ENSMUSG00000021536	0.000761615418772621	ARS
ENSMUSG00000021820	0.000553560300782019	ARS
ENSMUSG00000021933	0.311719765204891	ARS
ENSMUSG00000022220	0.891918618526382	ARS
ENSMUSG00000022376	0.0163637109020756	ARS
ENSMUSG00000022416	0.777476120340475	ARS
ENSMUSG00000022840	2.76453128811305e-05	ARS
ENSMUSG00000022994	0.0196247778483718	ARS
ENSMUSG00000023439	0.592571999497575	ARS
ENSMUSG00000024112	0.079482721376142	ARS
ENSMUSG00000024256	0.267458323307545	ARS
ENSMUSG00000024617	0.155526608510365	ARS
ENSMUSG00000024639	0.489836511755016	ARS
ENSMUSG00000024960	0.000504224208551451	ARS
ENSMUSG00000025739	0.943248752177055	ARS
ENSMUSG00000025892	0.00190996280760614	ARS
ENSMUSG00000025958	0.538581955524802	ARS
ENSMUSG00000026567	0.0156053541187806	ARS
ENSMUSG00000026824	0.166580456115173	ARS
ENSMUSG00000026959	0.000949100843849027	ARS
ENSMUSG00000027523	0.289207421074504	ARS
ENSMUSG00000027669	0.0349950450947933	ARS
ENSMUSG00000028957	0.0188477517903937	ARS
ENSMUSG00000029064	0.773168002337364	ARS
ENSMUSG00000029334	0.639050862553241	ARS
ENSMUSG00000029361	0.160924070272386	ARS
ENSMUSG00000029713	0.358949754036266	ARS
ENSMUSG00000029778	0.539697674043444	ARS
ENSMUSG00000030102	0.000770179364014689	ARS
ENSMUSG00000030209	0.973918889339109	ARS
ENSMUSG00000030592	0.573441895726832	ARS
ENSMUSG00000031659	0.056180815726646	ARS
ENSMUSG00000031748	0.337191639014187	ARS
ENSMUSG00000032034	0.833193556743973	ARS
ENSMUSG00000032192	0.0803186148826553	ARS
ENSMUSG00000032246	0.276907952342687	ARS
ENSMUSG00000032562	0.00498585165847376	ARS
ENSMUSG00000032766	0.0362936582174413	ARS
ENSMUSG00000033765	0.439638785179286	ARS
ENSMUSG00000033981	0.00359419660835658	ARS
ENSMUSG00000036402	0.0536722013331242	ARS
ENSMUSG00000036438	0.527346120804386	ARS
ENSMUSG00000038026	0.387932884229014	ARS
ENSMUSG00000038473	0.214002891652188	ARS
ENSMUSG00000038607	0.904056984004916	ARS
ENSMUSG00000038811	0.312753658688469	ARS
ENSMUSG00000039943	0.523454315495416	ARS
ENSMUSG00000040061	0.00769181221108517	ARS
ENSMUSG00000041624	0.105974310982292	ARS
ENSMUSG00000042644	0.118080962391052	ARS
ENSMUSG00000043301	0.430121525195061	ARS
ENSMUSG00000048240	0.026270263078693	ARS
ENSMUSG00000049892	0.421190743153125	ARS
ENSMUSG00000050965	0.689016126367485	ARS
ENSMUSG00000051177	0.0073481339008864	ARS
ENSMUSG00000051331	0.908917311847375	ARS
ENSMUSG00000052889	0.00816264753071283	ARS
ENSMUSG00000052920	0.359513487469801	ARS
ENSMUSG00000053819	0.202738362040733	ARS
ENSMUSG00000054764	0.73062883999022	ARS
ENSMUSG00000055866	0.0360176983189153	ARS
ENSMUSG00000057378	0.136512561830013	ARS
ENSMUSG00000057614	0.434554280182934	ARS
ENSMUSG00000057897	0.000525768346652633	ARS
ENSMUSG00000059003	0.122741512495494	ARS
ENSMUSG00000063065	0.00608433576138168	ARS
ENSMUSG00000063130	0.439638785179286	ARS
ENSMUSG00000063358	2.71058506084998e-07	ARS
ENSMUSG00000063594	0.0106407127494705	ARS
ENSMUSG00000068523	0.742528767933962	ARS
ENSMUSG00000078816	0.00543552242273937	ARS
ENSMUSG00000000001	0.240547052822157	GeneCycle
ENSMUSG00000001175	0.285917569360788	GeneCycle
ENSMUSG00000001986	0.570626663534402	GeneCycle
ENSMUSG00000002771	0.194365622720746	GeneCycle
ENSMUSG00000005034	0.128824711641893	GeneCycle
ENSMUSG00000005469	0.223407500742668	GeneCycle
ENSMUSG00000005580	0.899894308000753	GeneCycle
ENSMUSG00000015968	0.0681577807075968	GeneCycle
ENSMUSG00000019370	0.138135248820604	GeneCycle
ENSMUSG00000020431	0.519930402542331	GeneCycle
ENSMUSG00000020524	0.823929410698448	GeneCycle
ENSMUSG00000020654	0.621671984331964	GeneCycle
ENSMUSG00000020734	0.140824366551145	GeneCycle
ENSMUSG00000020866	0.3466368592248	GeneCycle
ENSMUSG00000020893	0.193902949763614	GeneCycle
ENSMUSG00000021180	0.184884307113138	GeneCycle
ENSMUSG00000021250	0.415945937195696	GeneCycle
ENSMUSG00000021313	0.281018833012837	GeneCycle
ENSMUSG00000021536	0.127106336210502	GeneCycle
ENSMUSG00000021820	0.0992403919179344	GeneCycle
ENSMUSG00000021933	0.924960719299034	GeneCycle
ENSMUSG00000022220	0.72127076987789	GeneCycle
ENSMUSG00000022376	0.237628004372188	GeneCycle
ENSMUSG00000022416	0.471578127174967	GeneCycle
ENSMUSG00000022840	0.0707608152852582	GeneCycle
ENSMUSG00000022994	0.388503428562781	GeneCycle
ENSMUSG00000023439	0.591081169389469	GeneCycle
ENSMUSG00000024112	0.160749759551191	GeneCycle
ENSMUSG00000024256	0.542411186506221	GeneCycle
ENSMUSG00000024617	0.497384556288976	GeneCycle
ENSMUSG00000024639	0.324491056595596	GeneCycle
ENSMUSG00000024960	0.206782473046454	GeneCycle
ENSMUSG00000025739	0.864887733024633	GeneCycle
ENSMUSG00000025892	0.0905634290958488	GeneCycle
ENSMUSG00000025958	0.648279017988607	GeneCycle
ENSMUSG00000026567	0.0463204029629727	GeneCycle
ENSMUSG00000026824	0.363794695687236	GeneCycle
ENSMUSG00000026959	0.310021432306463	GeneCycle
ENSMUSG00000027523	0.696094298872368	GeneCycle
ENSMUSG00000027669	0.106356969528196	GeneCycle
ENSMUSG00000028957	0.0944698015376839	GeneCycle
ENSMUSG00000029064	0.640591350228462	GeneCycle
ENSMUSG00000029334	0.655952774097054	GeneCycle
ENSMUSG00000029361	0.144256208661339	GeneCycle
ENSMUSG00000029713	0.11178818835192	GeneCycle
ENSMUSG00000029778	0.39032633869496	GeneCycle
