aedes_ID	anopheles_ID	orthotype	OMAgroup
AAEL006811	AAV28177.1	n:1	
AAEL006814	AAV28177.1	n:1	
AAEL006806	AGAP003283	1:1	554345
AAEL006783	AGAP003282	1:1	266080
AAEL006803	AGAP003280	1:1	338204
AAEL006787	AGAP003278	1:1	806049
AAEL006809	AGAP003921	1:1	788271
AAEL006782	AGAP003923	1:1	749104
AAEL006791	AGAP003924	1:1	854254
AAEL006786	AGAP003092	1:1	522147
AAEL006788	AGAP003093	1:1	547179
AAEL006789	AGAP003094	1:1	835344
AAEL006819	AGAP002177	1:1	847595
AAEL006832	AGAP000168	1:1	641168
AAEL006820	AGAP000167	n:1	261255
AAEL006829	AAP37005.1	n:m	
AAEL006829	AAP37004.1	n:m	805678
AAEL006829	AAP37003.1	n:m	
AAEL006828	AGAP000702	1:1	793013
AAEL006822	AGAP000703	1:1	793017
AAEL006827	AAO19579.1	1:1	
AAEL006830	AGAP000879	n:1	752645
AAEL006817	AGAP000878	1:1	338077
AAEL006824	AAL58561.1	n:1	819486
AAEL006845	AGAP002512	1:1	843460
AAEL006847	AGAP002513	1:1	840562
AAEL006838	AGAP002514	1:1	339351
AAEL006841	AGAP002515	1:1	
AAEL006843	AGAP002516	1:1	743506
AAEL006848	AGAP002517	1:1	
AAEL006834	AGAP002518	1:1	861280
AAEL006844	AGAP002519	1:1	657394
AAEL006836	AGAP002534	1:1	508589
AAEL006833	AGAP001312	1:1	735405
AAEL006839	AGAP002533	1:1	756360
AAEL006840	AGAP007670	n:1	
AAEL006872	AGAP012304	1:1	542530
AAEL006866	AGAP012305	1:1	552896
AAEL006870	AGAP011491	1:1	823759
AAEL006862	AGAP011492	1:1	551496
AAEL006855	AGAP011493	1:1	665210
AAEL006876	AGAP012103	1:1	
AAEL006856	AGAP012105	1:1	515975
AAEL006867	AGAP012050	1:1	813469
AAEL006868	AGAP012026	1:1	548711
AAEL006878	AGAP012025	1:1	339560
AAEL006860	AGAP003412	1:1	860621
AAEL006859	AGAP003410	1:1	
AAEL006877	AGAP004981	n:m	
AAEL006877	AGAP012616	n:m	
AAEL006892	AGAP007641	1:1	339121
AAEL006895	AGAP007642	1:1	825099
AAEL006885	AGAP007643	1:1	499498
AAEL006887	AGAP007644	1:1	803147
AAEL006890	AGAP007647	1:1	666299
AAEL006891	AGAP007648	1:1	269461
AAEL006883	AGAP007651	1:1	809525
AAEL006882	AGAP007652	1:1	729775
AAEL006879	AGAP007653	n:1	
AAEL006879	AGAP007653	n:1	497994
AAEL006880	AGAP007654	1:1	
AAEL006884	AGAP007656	1:1	714659
AAEL006897	AGAP000222	1:1	696908
AAEL006905	AGAP010238	n:1	
AAEL006899	AGAP010239	1:1	549981
AAEL006902	AGAP010240	1:1	
AAEL006907	AGAP002326	n:1	617140
AAEL006901	AGAP010242	1:1	
AAEL006903	AGAP010243	1:1	614254
AAEL006900	AGAP010244	1:1	752291
AAEL006917	AGAP001320	1:1	797455
AAEL006912	AGAP001318	1:1	855567
AAEL006911	AGAP001315	1:1	
AAEL006922	AGAP001313	1:1	542526
AAEL006910	AGAP007870	1:1	530856
AAEL006915	AGAP002535	1:1	
AAEL006921	AGAP002536	1:1	611999
AAEL006923	AGAP002538	1:1	834946
AAEL006918	AGAP002541	1:1	530435
AAEL006920	AGAP002542	1:1	338571
AAEL006919	AGAP002543	1:1	556742
AAEL006925	AGAP007984	n:1	
AAEL006929	AGAP003605	1:1	833365
AAEL006926	AGAP003604	1:1	712396
AAEL006932	AGAP011625	1:1	808753
AAEL006928	AGAP011629	1:1	510537
AAEL006934	AGAP011626	1:1	
AAEL006959	AGAP002649	1:1	609931
AAEL006946	AGAP003477	1:1	636216
AAEL006945	AGAP002454	1:1	854296
AAEL006939	AGAP006702	1:1	753191
AAEL006937	AGAP006388	1:1	547003
AAEL006954	AGAP000827	1:1	339678
AAEL006960	AGAP000829	1:1	
AAEL006942	AGAP011393	1:1	805942
AAEL006950	AGAP000826	1:1	650678
AAEL006948	AGAP000009	1:1	789818
AAEL006951	AGAP002141	1:1	515530
AAEL006956	AGAP003619	1:1	865002
AAEL006958	AGAP000007	1:1	548579
AAEL006936	AGAP000880	1:1	804156
AAEL006955	AGAP001591	1:1	550503
AAEL000762	AGAP011117	1:1	276582
AAEL000780	AGAP011116	1:1	547667
AAEL000752	AGAP011115	1:1	835380
AAEL000783	AGAP011114	n:1	
AAEL000771	AGAP005183	1:1	700027
AAEL000774	AGAP012032	1:1	276581
AAEL000786	AGAP010548	1:1	285812
AAEL000792	AGAP012033	1:1	612750
AAEL000759	AGAP012038	1:1	757604
AAEL000763	AGAP011487	1:1	850531
AAEL000767	AGAP011483	1:1	
AAEL000782	AGAP010978	1:1	
AAEL000773	AGAP011874	1:1	553810
AAEL000781	AGAP011871	1:1	302810
AAEL000788	AGAP011870	1:1	829942
AAEL000790	AGAP011867	1:1	744962
AAEL000755	AGAP011858	1:1	842972
AAEL000793	AGAP006417	n:m	
AAEL000793	AGAP006418	n:m	
AAEL000793	AAL68779.1	n:m	
AAEL000793	AGAP006420	n:m	
AAEL000793	AAL68778.1	n:m	
AAEL000793	AGAP006443	n:m	
AAEL000793	AGAP010550	n:m	
AAEL000775	AGAP006722	n:m	
AAEL000775	AAF22649.1	n:m	
AAEL000777	AGAP006722	n:m	
AAEL000777	AAF22649.1	n:m	
AAEL000794	AGAP011851	1:1	815996
AAEL000770	AGAP011849	1:1	547031
AAEL000757	AGAP007793	1:m	
AAEL000757	AGAP007794	1:m	
AAEL006976	AGAP008411	1:1	808708
AAEL006973	AGAP009239	1:1	266610
AAEL006963	AGAP008426	1:1	548232
AAEL006972	AGAP008427	1:1	495873
AAEL006978	AGAP009100	1:1	824225
AAEL006970	AGAP009103	1:1	
AAEL006966	AGAP009104	1:1	270802
AAEL006977	AGAP009105	1:1	515926
AAEL006983	AGAP009108	1:1	338179
AAEL006964	AGAP009106	1:1	338249
AAEL006969	AGAP009107	1:1	338915
AAEL006968	AGAP009110	n:1	
AAEL006971	AGAP009110	n:1	338709
AAEL006975	AGAP007904	1:1	690853
AAEL006998	AGAP008674	1:1	696967
AAEL007017	AGAP008668	1:1	
AAEL007026	AGAP008669	1:1	851802
AAEL007023	AGAP008667	1:1	508557
AAEL006990	AGAP008666	1:1	495359
AAEL006985	AGAP000879	n:1	
AAEL006991	AGAP008665	1:1	772120
AAEL007018	AGAP008664	1:1	547079
AAEL007015	AGAP008662	1:1	712186
AAEL006994	AGAP008661	1:1	559925
AAEL007008	AGAP008660	n:1	
AAEL006996	AGAP008659	n:1	
AAEL007006	AGAP001964	1:1	580601
AAEL006995	AGAP001966	1:1	
AAEL007004	AGAP004272	1:1	334270
AAEL007001	AGAP007871	1:1	814818
AAEL007019	AGAP004251	1:1	746996
AAEL006988	AGAP004254	1:1	709341
AAEL007009	AGAP004255	1:1	
AAEL007011	AGAP004256	1:1	548814
AAEL007002	AGAP004258	1:1	
AAEL006986	AGAP004259	1:1	
AAEL007022	AGAP002958	1:1	
AAEL007007	AGAP004275	1:1	780750
AAEL006993	AGAP004273	n:1	
AAEL006993	AGAP004273	n:1	304005
AAEL007033	AGAP005009	1:1	844487
AAEL007039	AGAP006342	1:m	
AAEL007039	AGAP006343	1:m	702358
AAEL007029	AGAP000969	1:1	854156
AAEL007034	AGAP000970	1:1	681419
AAEL007032	AGAP004611	1:1	540116
AAEL007038	AGAP000971	1:1	540076
AAEL007028	AGAP003730	1:1	834872
AAEL007030	AGAP000973	1:1	834871
AAEL007056	AGAP010559	1:1	542327
AAEL007069	AGAP012013	n:1	731642
AAEL007065	AGAP012014	1:1	775023
AAEL007046	AGAP011676	1:1	
AAEL007058	AGAP011675	1:1	501153
AAEL007067	AGAP011678	1:1	547024
AAEL007050	AGAP011680	1:1	
AAEL007055	AGAP003749	n:1	
AAEL007047	AGAP012371	n:1	
AAEL007041	AGAP012372	1:1	550111
AAEL007066	AGAP012373	1:1	845343
AAEL007054	AGAP012374	1:1	840687
AAEL007045	AGAP012375	n:1	264022
AAEL007061	AGAP012376	1:1	546906
AAEL007062	AGAP012377	1:1	745878
AAEL007042	AGAP011446	1:1	548580
AAEL007059	AGAP011445	1:m	
AAEL007059	AGAP012607	1:m	
AAEL007049	AGAP011444	1:m	
AAEL007049	AGAP012608	1:m	865180
AAEL007043	AGAP011447	1:1	
AAEL007075	AGAP004286	1:1	277453
AAEL007081	AGAP004287	1:1	782159
AAEL007078	AGAP002340	1:1	547062
AAEL007077	AGAP003061	1:m	
AAEL007077	AGAP003064	1:m	767501
AAEL007080	AGAP003687	1:1	860230
AAEL007071	AGAP002951	1:1	793688
AAEL007089	AGAP005955	n:1	
AAEL007088	AGAP005956	n:1	646334
AAEL007096	AGAP005959	n:1	335900
AAEL007083	AGAP005961	n:1	771002
AAEL007087	AGAP005962	1:1	553855
AAEL007082	AGAP005963	1:1	706018
AAEL007091	AGAP005964	1:1	554468
AAEL007085	AGAP005966	n:m	
AAEL007085	AGAP005967	n:m	
AAEL007085	AGAP005968	n:m	
AAEL007085	AGAP005969	n:m	
AAEL007095	AGAP005966	n:m	
AAEL007095	AGAP005967	n:m	281514
AAEL007095	AGAP005968	n:m	
AAEL007095	AGAP005969	n:m	
AAEL007101	AGAP005966	n:m	281605
AAEL007101	AGAP005967	n:m	
AAEL007101	AGAP005968	n:m	
AAEL007101	AGAP005969	n:m	
AAEL007099	AGAP005966	n:m	
AAEL007099	AGAP005967	n:m	
AAEL007099	AGAP005968	n:m	
AAEL007099	AGAP005969	n:m	502819
AAEL007092	AGAP005971	1:1	714283
AAEL007090	AGAP005972	n:1	713124
AAEL007094	AGAP005972	n:1	
AAEL007098	AGAP005972	n:1	
AAEL007097	AGAP005972	n:1	
AAEL007100	AGAP005863	1:1	847215
AAEL007084	AGAP005973	n:1	836846
AAEL007084	AGAP005973	n:1	
AAEL007104	AGAP007046	1:1	
AAEL007103	AGAP007045	1:1	763517
AAEL007105	AGAP007044	1:1	836746
AAEL007107	AGAP007043	n:1	
AAEL007123	AGAP008899	1:1	562186
AAEL007114	AGAP007751	1:1	743616
AAEL007120	AGAP009088	n:1	558507
AAEL007111	AGAP009087	1:1	555000
AAEL007116	AGAP011377	n:1	
AAEL007112	AGAP011377	n:1	285403
AAEL007113	AGAP011375	1:1	829600
AAEL007124	AGAP011374	n:1	
AAEL007129	AGAP007759	1:1	572669
AAEL007131	AGAP007753	1:1	577050
AAEL007128	AGAP007752	1:1	557611
AAEL007135	AGAP001325	1:1	747112
AAEL007137	AGAP001324	1:1	803745
AAEL007141	AGAP001322	1:1	827808
AAEL007132	AGAP002015	1:1	529431
AAEL007127	AGAP002013	1:1	739618
AAEL007134	AGAP002012	1:1	338106
AAEL007144	AGAP003895	1:1	609517
AAEL007147	AGAP008199	n:1	
AAEL007145	AGAP008199	n:1	
AAEL007146	AGAP008200	1:1	710835
AAEL007143	AGAP008201	1:1	710843
AAEL007155	AGAP001314	n:1	495105
AAEL007164	AGAP002691	1:1	507578
AAEL007158	AGAP002684	1:1	641043
AAEL007162	AGAP002685	1:1	864369
AAEL007153	AGAP002686	1:1	547685
AAEL007150	AGAP002687	1:1	846766
AAEL007151	AGAP002688	1:1	851030
AAEL007157	AGAP002682	1:1	802325
AAEL007149	AGAP004293	n:1	
AAEL007149	AGAP004293	n:1	332599
AAEL007160	AGAP004294	1:1	812737
AAEL007169	AGAP003658	1:1	
AAEL007180	AGAP008103	1:1	572757
AAEL007187	AGAP008105	1:1	833363
AAEL007185	AGAP008106	1:1	
AAEL007188	AGAP004621	1:1	
AAEL007179	AGAP004837	1:1	808006
AAEL007177	AGAP004865	1:1	735018
AAEL007181	AGAP004866	1:1	556764
AAEL007176	AGAP006989	1:1	556099
AAEL007184	AGAP004867	n:1	752082
AAEL007173	AGAP004868	1:1	813946
AAEL007174	AAV70248.1	1:1	
AAEL007194	AGAP005998	n:m	682240
AAEL007194	AGAP005999	n:m	
AAEL007194	AGAP006000	n:m	
AAEL007192	AGAP005998	n:m	
AAEL007192	AGAP005999	n:m	
AAEL007192	AGAP006000	n:m	
AAEL007190	AGAP009890	1:1	730596
AAEL007196	AGAP009891	1:1	848241
AAEL007189	AGAP009893	n:1	849466
AAEL007191	AGAP009896	n:1	549056
AAEL007197	AGAP009897	1:1	548274
AAEL000816	ABK59322.1	1:1	834983
AAEL000826	AGAP002993	1:1	557279
AAEL000838	AGAP002757	1:1	336587
AAEL000823	AGAP002754	1:1	
AAEL000807	AGAP002752	1:1	547041
AAEL000809	AGAP002751	1:1	805725
AAEL000810	AGAP002748	1:1	548573
AAEL000825	AGAP002603	1:1	863749
AAEL000853	AGAP002602	1:1	525818
AAEL000849	AGAP002601	1:1	558364
AAEL000804	AGAP002598	1:1	843488
AAEL000795	AAA29362.1	1:m	
AAEL000795	AGAP002599	1:m	754154
AAEL000815	AGAP002597	1:1	812576
AAEL000830	AGAP007880	1:1	
AAEL000801	AGAP002596	1:1	281506
AAEL000805	AGAP010402	1:1	548003
AAEL000829	AGAP010401	1:1	
AAEL000797	AGAP010399	1:1	
AAEL000834	AGAP010398	1:1	
AAEL000822	AGAP010396	1:1	550164
AAEL000844	AGAP010397	1:1	833571
AAEL000802	AGAP011337	1:1	548549
AAEL000798	AGAP011336	1:1	833863
AAEL000847	AGAP003919	1:1	849983
AAEL000839	ABA29466.1	1:1	831921
AAEL000832	AGAP011340	1:1	685698
AAEL000800	AGAP011654	1:1	733611
AAEL000842	AGAP011653	1:1	733616
AAEL000836	AGAP011652	1:1	848864
AAEL000845	AGAP011650	1:1	759507
AAEL000850	AGAP011648	1:1	558650
AAEL000821	AAO12062.1	n:1	
AAEL000840	AGAP011644	1:1	840910
AAEL000811	AGAP011643	1:1	728898
AAEL000851	AGAP011641	1:1	337796
AAEL000835	AAO12063.1	n:m	
AAEL000835	AAL60410.1	n:m	
AAEL000835	AAO12070.1	n:m	339721
AAEL000835	AAO12069.1	n:m	
AAEL000796	AAO12063.1	n:m	
AAEL000796	AAL60410.1	n:m	
AAEL000796	AAO12070.1	n:m	
AAEL000796	AAO12069.1	n:m	339703
AAEL000833	AAO12063.1	n:m	
AAEL000833	AAL60410.1	n:m	
AAEL000833	AAO12070.1	n:m	
AAEL000833	AAO12069.1	n:m	
AAEL000837	AAO12063.1	n:m	
AAEL000837	AAL60410.1	n:m	
AAEL000837	AAO12070.1	n:m	
AAEL000837	AAO12069.1	n:m	
AAEL000824	AGAP011638	1:1	593269
AAEL000854	AGAP011634	1:1	833606
AAEL007220	AGAP005985	1:m	572434
AAEL007220	AGAP005986	1:m	
AAEL007208	AGAP005987	1:1	336112
AAEL007218	AGAP005984	1:1	561737
AAEL007200	AGAP005983	1:1	547219
AAEL007211	AGAP003417	1:1	735063
AAEL007213	AGAP003418	1:1	
AAEL007217	AGAP003419	1:1	753982
AAEL007201	AGAP003077	1:1	
AAEL007215	AGAP003159	1:1	843024
AAEL007216	AGAP003600	1:1	
AAEL007202	AGAP004224	1:1	
AAEL007203	AGAP004225	1:1	
AAEL007219	AGAP004226	1:1	709678
AAEL007209	AGAP004227	1:1	775026
AAEL007205	AGAP004228	1:1	693573
AAEL007240	AGAP009303	1:1	266064
AAEL007227	AGAP009295	1:1	807886
AAEL007239	AGAP009296	1:1	808951
AAEL007242	AGAP009290	1:1	496680
AAEL007243	AGAP009289	1:1	547094
AAEL007225	AGAP007675	1:1	529442
AAEL007229	AGAP009288	1:1	689448
AAEL007233	AGAP009286	1:1	610842
AAEL007245	AGAP009285	1:1	757717
AAEL007224	AGAP007462	1:1	
AAEL007230	AGAP008496	1:1	793695
AAEL007237	AGAP009607	1:1	498456
AAEL007228	AGAP008497	1:1	833911
AAEL007246	AGAP009606	1:1	338453
AAEL007238	AGAP009605	1:1	652316
AAEL007236	AGAP009604	1:1	773030
AAEL007235	AGAP009603	1:1	498008
AAEL007226	AGAP008193	1:1	814003
AAEL007241	AGAP008196	1:1	828172
AAEL007261	AGAP012272	1:1	797383
AAEL007259	AGAP012271	1:1	834628
AAEL007252	AGAP012273	1:1	557156
AAEL007253	AGAP012275	1:1	757798
AAEL007266	AGAP012280	1:1	712435
AAEL007247	AGAP011549	1:1	750862
AAEL007260	AGAP011548	1:1	766778
AAEL007270	AGAP011547	1:1	543628
AAEL007251	AGAP011674	n:1	
AAEL007267	AGAP011670	1:1	803508
AAEL007257	AGAP011674	n:1	
AAEL007264	AGAP006214	1:1	
AAEL007248	AGAP000186	1:1	338325
AAEL007254	AGAP006616	n:1	
AAEL007278	AGAP009183	1:1	611756
AAEL007275	AGAP009187	1:1	
AAEL007273	AGAP009810	n:1	
AAEL007274	AGAP009808	n:1	
AAEL007279	AGAP009807	1:1	
AAEL007271	AGAP009806	1:1	610184
AAEL007302	AGAP001485	1:1	553072
AAEL007309	AGAP001492	1:1	832833
AAEL007285	AGAP001495	1:1	
AAEL007306	AGAP001497	1:1	547419
AAEL007289	AGAP003006	1:m	552519
AAEL007289	AGAP003007	1:m	
AAEL007280	AGAP001500	1:1	709576
AAEL007297	AGAP003008	1:1	848759
AAEL007310	AGAP001475	1:1	823448
AAEL007294	AGAP001474	1:1	334306
AAEL007283	AGAP001473	1:1	546879
AAEL007284	AGAP001471	1:1	547687
AAEL007281	AGAP003610	1:1	
AAEL007301	AGAP003602	1:1	731551
AAEL007282	AGAP003023	1:1	738124
AAEL007296	AGAP003606	1:1	549471
AAEL007299	AGAP003607	1:1	557146
AAEL007308	AGAP003601	1:1	855360
AAEL007307	AGAP004439	1:1	749792
AAEL007291	AGAP010177	1:1	805343
AAEL007288	AGAP003018	1:1	811182
AAEL007293	AGAP001384	1:1	
AAEL007286	AGAP003016	1:1	860683
AAEL007311	AGAP004872	n:1	712555
AAEL007323	AGAP010159	n:1	
AAEL007313	AGAP012444	1:1	809567
AAEL007322	AGAP012445	1:1	
AAEL007316	AGAP005020	1:1	798129
AAEL007321	AGAP005018	1:1	826329
AAEL007347	AGAP011325	n:1	
AAEL007328	AGAP008576	1:1	
AAEL007325	AGAP007872	1:1	755365
AAEL007340	AGAP011270	1:1	
AAEL007348	AGAP008973	1:1	771982
AAEL007332	AGAP008974	1:1	860022
AAEL007330	AGAP009058	n:1	
AAEL007326	AGAP009057	n:1	
AAEL007342	AGAP009051	1:1	559912
AAEL007349	AGAP009052	1:m	
AAEL007349	AGAP009053	1:m	558067
AAEL007349	AGAP009054	1:m	
AAEL007345	AGAP009050	1:1	
AAEL007335	AGAP004574	n:1	
AAEL007331	AGAP003506	n:1	830205
AAEL007360	AGAP003268	1:1	746000
AAEL007363	AGAP003267	1:1	549579
AAEL007364	AGAP002403	1:1	853446
AAEL007351	AGAP002405	1:1	836643
AAEL007357	AGAP002406	1:1	689177
AAEL007355	AGAP002407	1:1	836402
AAEL007356	AGAP002408	1:1	796864
AAEL007354	AGAP002409	1:1	858201
AAEL007362	AGAP002411	1:1	700016
AAEL007350	AGAP010438	1:1	
AAEL007359	AGAP002233	n:1	554433
AAEL007372	AGAP010281	1:1	641440
AAEL007374	AGAP010280	1:1	752644
AAEL007369	AAT92557.1	1:1	779586
AAEL007377	AAP47148.1	1:1	
AAEL007367	AGAP010277	1:1	749783
AAEL007370	AGAP010278	1:1	838476
AAEL007382	AGAP005029	1:1	547123
AAEL007366	AGAP004929	1:1	
AAEL007389	AGAP002462	1:1	658112
AAEL007387	AGAP002463	1:1	850797
AAEL007383	AGAP002464	n:1	
AAA99996.1	AGAP002465	1:1	
AAEL007386	AGAP002466	1:1	749659
AAEL007384	AAT07312.1	n:1	
AAEL007399	AGAP012337	1:1	337848
AAEL007395	AGAP012336	1:1	304795
AAEL007400	AGAP004610	1:1	
AAEL007402	AGAP012219	1:1	548216
AAEL007397	AGAP012223	1:1	813925
AAEL007401	AGAP012226	1:1	571314
AAEL007392	AGAP012339	1:1	
AAEL007403	AGAP010641	1:1	279412
AAEL007390	AGAP012261	1:1	546839
AAEL007409	AGAP005811	1:1	841919
AAEL007406	AGAP005812	1:1	753970
AAEL007408	AGAP005807	1:1	559000
AAEL007412	AGAP005806	1:1	
AAEL007411	AGAP005805	1:1	805727
AAEL007415	AAX49502.1	1:1	654177
AAEL007421	AGAP009551	n:m	
AAEL007421	AGAP009552	n:m	
AAEL007421	AGAP009553	n:m	
AAEL007421	AGAP012672	n:m	
AAEL007413	AGAP009551	n:m	
AAEL007413	AGAP009552	n:m	
AAEL007413	AGAP009553	n:m	
AAEL007413	AGAP012672	n:m	
AAEL007429	AGAP005976	1:1	
AAEL007426	AGAP005977	n:1	
AAEL007427	AGAP005978	1:1	610417
AAEL007414	AGAP005979	n:1	759418
AAEL007416	AGAP005153	1:1	492010
AAEL007422	AGAP005152	1:1	
AAEL007431	AGAP005149	1:1	864200
AAEL007423	AGAP005148	1:1	749744
AAEL007432	AGAP007165	1:1	278990
AAEL007430	AGAP007164	1:1	269367
AAEL007434	AGAP008765	1:1	
AAEL007452	AGAP008763	1:1	
AAEL007444	AGAP008762	1:1	774921
AAEL007441	AGAP008761	1:1	845926
AAEL007443	AGAP007805	1:1	549299
AAEL007439	AGAP007806	1:1	547262
AAEL007442	AGAP007807	1:1	547915
AAEL007447	AGAP007808	1:1	
AAEL007449	AGAP007803	1:1	
AAEL007436	AGAP007802	1:1	555232
AAEL007445	AGAP007804	1:m	280187
AAEL007445	AGAP009120	1:m	
AAEL007458	AGAP000473	1:1	548258
AAEL007457	AGAP000474	1:1	650657
AAEL007476	AGAP000355	1:1	
AAEL007469	AGAP010544	1:1	845344
AAEL007461	AGAP000286	n:1	
AAEL007474	AGAP000496	n:1	306806
AAEL007477	AGAP011076	n:1	
AAEL007472	AGAP006050	n:1	777444
AAEL007463	AGAP007479	1:1	704878
AAEL007473	AAU93492.1	1:1	
AAEL007462	AGAP007482	1:1	854511
AAEL007466	AGAP007481	1:1	
AAEL007454	AGAP007310	1:1	
AAEL007475	AGAP007311	1:1	497917
AAEL007483	AGAP002052	1:1	559345
AAEL007493	AGAP002053	1:1	339210
AAEL007498	AGAP002933	n:1	839156
AAEL007494	AGAP001760	1:1	547461
AAEL007484	AGAP001759	1:1	825792
AAEL007482	AGAP002664	1:1	259248
AAEL007500	AGAP004339	1:1	272585
AAEL007486	AGAP002391	1:1	780887
AAEL007480	AGAP004409	1:1	849409
AAEL007481	AGAP002393	1:1	778636
AAEL007492	AGAP002392	1:1	833504
AAEL007496	AGAP002394	1:1	854143
AAEL007485	AGAP004402	1:1	557685
AAEL007487	AGAP004401	1:1	854563
AAEL007490	AGAP004400	1:1	339374
AAEL007495	AGAP004399	1:1	691235
AAEL007502	AGAP005011	1:1	782648
AAEL007503	AGAP000033	1:1	831302
AAEL007517	AGAP004567	1:1	613244
AAEL007519	AGAP004568	1:1	559937
AAEL007514	AGAP004570	1:1	555883
AAEL007511	AGAP004571	1:1	557580
AAEL007509	AGAP003507	1:1	775715
AAEL007512	AGAP003508	1:1	738032
AAEL007510	AGAP003510	1:1	580783
AAEL000856	AGAP011686	1:1	831247
AAEL000860	AGAP011685	1:1	785963
AAEL000867	AGAP012367	1:1	824684
AAEL000924	AGAP012368	1:1	865203
AAEL000922	AGAP010791	1:1	866516
AAEL000885	AGAP010790	1:1	529436
AAEL000923	AGAP010789	1:1	610431
AAEL000910	AGAP010788	1:1	584053
AAEL000871	AGAP010785	1:1	576662
AAEL000855	AGAP010784	1:1	547103
AAEL000901	AGAP010783	1:1	287303
AAEL000858	AGAP010782	1:1	731502
AAEL000915	AGAP010781	1:1	560907
AAEL000891	AGAP010779	1:1	333410
AAEL000908	AGAP010778	1:1	652091
AAEL000894	AGAP010777	1:1	
AAEL000868	AGAP010776	1:1	792279
AAEL000889	AGAP010911	n:1	
AAEL000862	AGAP010911	n:1	
AAEL000902	AGAP010509	1:1	551263
AAEL000897	AGAP010928	1:1	709392
AAEL000869	AGAP010926	1:1	
AAEL000884	AGAP010925	1:1	
AAEL000925	AGAP004292	1:1	549498
AAEL000895	AGAP010924	1:1	
AAEL000893	AGAP010919	1:1	558503
AAEL000918	AGAP010917	1:1	781186
AAEL000905	AGAP010911	n:1	781047
AAEL000898	AGAP010911	n:1	
AAEL000899	AGAP010910	1:1	852051
AAEL000888	AGAP010909	1:1	547865
AAEL000909	AGAP010902	n:1	
AAEL000879	AGAP010902	n:1	
AAEL000878	AGAP010902	n:1	283388
AAEL000896	AGAP010900	n:m	580374
AAEL000896	AGAP010901	n:m	
AAEL000890	AGAP010900	n:m	
AAEL000890	AGAP010901	n:m	585008
AAEL000874	AGAP010737	1:1	337714
AAEL000900	AGAP010736	1:1	
AAEL000875	AGAP011757	1:1	518822
AAEL000857	AGAP011758	1:1	502173
AAEL000883	AGAP011762	1:1	612250
AAEL000880	AGAP011763	1:1	338532
AAEL000906	AGAP011421	1:1	778503
AAEL007527	AGAP007095	1:1	
AAEL007525	AGAP007096	1:1	522163
AAEL007521	AGAP005892	1:1	495033
AAEL007532	AGAP005893	1:1	727262
AAEL007526	AGAP005894	1:1	646734
AAEL007523	AGAP002616	1:1	538652
AAEL007533	AGAP002772	1:1	339464
AAEL007547	AGAP007499	1:1	836439
AAEL007538	AGAP001328	1:1	796951
AAEL007534	AGAP003834	1:1	741349
AAB95197.1	AGAP003833	n:1	
AAEL007556	AGAP009785	1:1	773343
AAEL007544	AGAP009784	1:1	
AAEL007555	AGAP009783	1:1	832460
AAEL007554	AGAP009782	1:1	
AAEL007551	AGAP009780	1:1	529992
AAEL007537	AGAP008905	n:1	532884
AAEL007542	AGAP008904	1:1	824807
AAEL007536	AGAP008907	1:1	775313
AAEL007546	AGAP008908	1:1	546979
AAEL007541	AGAP008910	n:1	
AAEL007549	AGAP008909	n:1	
AAEL007559	AGAP008775	1:1	731528
AAEL007565	AGAP008770	1:1	549446
AAEL007568	AGAP008771	1:m	858072
AAEL007568	AGAP012796	1:m	
AAEL007563	AAV30068.1	1:1	548147
AAEL007560	AGAP009979	1:1	
AAEL007558	AGAP009980	1:1	
AAEL007570	AGAP002319	1:1	557789
AAEL007579	AGAP002316	1:1	
AAEL007574	AGAP002315	1:1	849450
AAEL007578	AGAP009048	1:1	850473
AAEL007576	AGAP009045	1:1	852121
AAEL007572	AGAP009044	1:1	714248
AAEL007581	AGAP009047	1:1	546965
AAEL007573	AGAP009046	1:1	498612
AAEL007569	AGAP009043	1:1	824209
AAEL007575	AGAP009042	1:1	787737
AAEL007592	AGAP001956	n:1	305039
AAEL007598	AGAP002845	1:1	276313
AAEL007584	AGAP002846	1:1	682440
AAEL007597	AAD38336.1	1:1	555393
AAEL007595	AGAP004319	1:1	309934
AAEL007589	AGAP004320	1:1	
AAEL007586	AGAP002351	n:1	547427
AAEL007594	AGAP002352	1:1	309936
AAEL007585	AGAP004531	n:1	
AAA79004.1	AGAP004531	n:1	
AAEL007590	AGAP004531	n:1	
AAEL007601	AGAP008292	n:m	613467
AAEL007601	AGAP008293	n:m	
AAEL007601	AGAP008294	n:m	
AAEL007601	AGAP008295	n:m	
AAEL007601	AGAP008296	n:m	
AAEL007602	AAC02700.1	n:1	
AAEL007620	AGAP001009	n:1	
AAEL007608	AGAP001008	n:1	
AAEL007621	AGAP001007	n:1	762838
AAEL007615	AGAP001005	n:1	339042
AAEL007613	AAF15576.1	n:1	
AAEL007610	AGAP000998	n:1	
AAEL007609	AGAP000306	1:1	862324
AAEL007626	AAR13747.1	1:1	
AAEL007632	AGAP006746	n:1	549688
AAEL007624	AAQ57599.1	1:1	848205
AAEL007634	AGAP003126	1:m	542403
AAEL007634	AGAP012812	1:m	
AAEL007636	AGAP003125	1:1	802306
AAEL007633	AGAP003124	1:1	817086
AAEL007635	AGAP011456	n:1	
AAEL007637	AGAP001783	1:1	848873
AAEL007647	AGAP003063	1:1	805520
AAEL007638	AGAP004288	1:1	494618
