ID	raw.pvalue	default.pvalue	BH.Q	period	phase	amplitude
AAEL000001	0.0293839622408361	0.0293839622408361	0.503170097725147	20.3673469387755	3.10808095201787	106.279105257239
AAEL000004	0.556376776723397	0.556376776723397	0.835264762620417	24	20.767270412728	227.067677055051
AAEL000005	0.236531970057347	0.236531970057347	0.710198096780493	27.156462585034	20.3143868721799	86.0734254086612
AAEL000005	0.823744794457393	0.823744794457393	0.925613404086068	24	8.57794367359457	19.3430982660131
AAEL000006	0.255680543915559	0.255680543915559	0.716793886358414	27.9160839160839	25.4185542913963	165.610355881918
AAEL000008	0.073164437154369	0.073164437154369	0.595555390851533	22.5536723163842	7.43862685834959	219.728368324487
AAEL000010	0.691210458750171	0.691210458750171	0.881881558607725	24	22.6482847281927	271.367452801312
AAEL000011	0.0595041386120332	0.0595041386120332	0.570165933214383	24.3414634146341	11.7939602856371	5.12741177071808
AAEL000012	0.00272831666557583	0.00272831666557583	0.391482071871066	20.3673469387755	14.0567642813256	17.5132546122101
AAEL000013	0.175601709092128	0.175601709092128	0.678491465435165	22.3016759776536	15.9392468620741	381.475104327803
AAEL000016	0.309473641409866	0.309473641409866	0.741790403911291	22.0552486187845	12.5691873984212	446.182096420964
AAEL000017	0.336790892064494	0.336790892064494	0.748541837001517	24	12.6086433269986	26.3793864716598
AAEL000018	0.313715090625735	0.313715090625735	0.741790403911291	21.5783783783784	16.5671311810666	10.6152244614764
AAEL000020	0.445056271880239	0.445056271880239	0.790397001098692	20.6839378238342	13.9234743794339	116.250318387668
AAEL000021	0.437041085618491	0.437041085618491	0.787080090124686	20.7916666666667	8.06078995495314	28.8292667308431
AAEL000021	0.753213342889523	0.753213342889523	0.902065261983548	24	15.6572629583082	10.5665754652823
AAEL000022	0.0645231881509643	0.0645231881509643	0.580533199646573	24	20.0771314802251	292.919450016312
AAEL000024	0.0184642250572848	0.0184642250572848	0.481895896434329	20.3673469387755	14.5566099454996	279.98525578941
AAEL000025	0.182118278804494	0.182118278804494	0.680744754004443	21.4623655913979	3.18899339033286	2.14266012211784
AAEL000026	0.0475341825516088	0.0475341825516088	0.548424891486413	21.4623655913979	19.5809088943702	97.6345874868776
AAEL000027	0.779503253146538	0.779503253146538	0.910656880760532	24	13.233154480158	2.85713498553132
AAEL000028	0.944132157260472	0.944132157260472	0.974837858116858	24	5.24461237174381	151.855361964385
AAEL000028	0.979876435560467	0.979876435560467	0.990758405145397	24	18.5459412361697	134.222470858594
AAEL000029	0.685066118594234	0.685066118594234	0.880761259350846	24	18.9451770165396	2.0819300607151
AAEL000032	0.110972602501136	0.110972602501136	0.617977935130294	20.5773195876289	14.0487370174599	452.490297189457
AAEL000033	0.763627023230417	0.763627023230417	0.903676911344939	24	11.7523441041089	11.9014430461253
AAEL000035	0.107222876415447	0.107222876415447	0.617977935130294	26.7919463087248	22.2818769516128	253.120853506138
AAEL000036	0.358010996553515	0.358010996553515	0.754549053363465	23.0751445086705	0.910468581899939	16.072215822967
AAEL000037	0.224644765364373	0.224644765364373	0.70150894717108	21.0105263157895	0.290316114453582	496.475910034782
AAEL000038	0.357724563968096	0.357724563968096	0.754442196594471	24.3414634146341	22.1609513074771	337.983585312835
AAEL000039	0.446300083792406	0.446300083792406	0.791897377356667	24	10.7883685936864	9.71271839299913
AAEL000041	0.635040122664438	0.635040122664438	0.86083023867257	24	17.1459241448018	31.5133543822424
AAEL000042	0.862517067312089	0.862517067312089	0.94097782853947	24	10.4742625583701	33.0773341852978
AAEL000043	0.112273304418169	0.112273304418169	0.618798668165716	22.3016759776536	5.37986161827958	11.3770060827278
AAEL000044	0.155315104133252	0.155315104133252	0.654781033203208	21.2340425531915	8.09054330146579	195.655029800903
AAEL000044	0.0996497851448467	0.0996497851448467	0.613951087945682	25.9220779220779	7.9353599956393	196.653082941506
AAEL000046	0.525173604374196	0.525173604374196	0.825105410380187	24	3.35970348446838	75.59952514307
AAEL000047	0.522038300208986	0.522038300208986	0.824690877311999	22.0552486187845	5.98871018660295	17.2618483348745
AAEL000048	0.778363364980287	0.778363364980287	0.910475958753462	24	19.9402011056856	3.80194542514971
AAEL000049	0.441317030052373	0.441317030052373	0.788696237392355	24.95	0.470120937435652	66.6897610260097
AAEL000050	0.0574212846442679	0.0574212846442679	0.563698187129697	22.5536723163842	21.6147188682011	156.464883995885
AAEL000051	0.735236660466382	0.735236660466382	0.897142980370564	24	0.206859299933733	489.414504341796
AAEL000053	0.744432647506361	0.744432647506361	0.899350130241991	25.7548387096774	14.6938611618815	42.2733654950519
AAEL000055	0.0665919142382697	0.0665919142382697	0.583805348825748	27.7222222222222	21.5842502124061	856.875495573842
AAEL000057	0.678380628913143	0.678380628913143	0.878081304465114	24	22.0559876957529	11.1636459863401
AAEL000058	0.833596840581374	0.833596840581374	0.929348276570938	24	8.79296111484352	0.312500804225752
AAEL000063	0.400940202037811	0.400940202037811	0.772908035163799	25.9220779220779	8.06090262217478	4.89590998187918
AAEL000064	0.346698126814577	0.346698126814577	0.750473374421819	24	7.8806903484717	119.705566853985
AAEL000065	0.0330782356991456	0.0330782356991456	0.516531624253621	21.3475935828877	17.2290599013159	69.6822054369049
AAEL000066	0.481577037914819	0.481577037914819	0.809014987935181	27.7222222222222	11.1011976683889	27.0748919029497
AAEL000069	0.0946523992108177	0.0946523992108177	0.610351143449093	22.5536723163842	7.80163820636626	22.8817394039133
AAEL000071	0.738019211006231	0.738019211006231	0.898332227404126	24	6.21250803499006	80.8530718094806
AAEL000073	0.690314528494494	0.690314528494494	0.881723647306622	24	13.4772695050104	1097.40244993105
AAEL000074	0.226456163403655	0.226456163403655	0.702652289767778	25.4267515923567	10.346340936169	304.528311545999
AAEL000075	0.757884937751382	0.757884937751382	0.902754580791282	24	5.85340362622082	10.3500178392937
AAEL000076	0.855212613016072	0.855212613016072	0.938115394226981	24	22.816438152989	65.0513541392251
AAEL000077	0.237877089932207	0.237877089932207	0.710198096780493	24	0.0267269742420369	385.500740513074
AAEL000079	0.796408548787581	0.796408548787581	0.917023405031494	24	4.19867152614814	52.6996363545525
AAEL000080	0.427123865584081	0.427123865584081	0.78494756464496	20.9005235602094	4.89544723693685	200.988104910001
AAEL000081	0.340156270788671	0.340156270788671	0.748978550336125	24	18.5808857055536	95.6035360752001
AAEL000084	0.0303083770942962	0.0303083770942962	0.504693269986282	24	12.9736953513078	178.12863791786
AAEL000085	0.549022250647586	0.549022250647586	0.832443422553167	24	13.1679079280217	22.504002867619
AAEL000087	0.954095928982758	0.954095928982758	0.979562176621652	24	12.9824380602457	61.8344314422208
AAEL000088	0.281420787730401	0.281420787730401	0.730385774492255	27.9160839160839	21.3078538934119	77.0587195456767
AAEL000089	0.0887914005029281	0.0887914005029281	0.605113927210891	20.4717948717949	1.00750407875792	66.278736797786
AAEL000090	0.00143067691688192	0.00143067691688192	0.391482071871066	22.1777777777778	4.62732151825077	567.344000929124
AAEL000091	0.0981734932662566	0.0981734932662566	0.613951087945682	24	2.31363749999909	725.512042470063
AAEL000092	0.703364439448947	0.703364439448947	0.887513148831489	23.2093023255814	10.9947162630888	1.18076187344988
AAEL000094	0.933849444836792	0.933849444836792	0.971251069670131	26.6133333333333	23.9408258422114	7.2635367274142
AAEL000095	0.505292857961611	0.505292857961611	0.818698175087515	24	11.6958780526817	19.0875392096538
AAEL000097	0.415136078946175	0.415136078946175	0.779379407757995	25.2658227848101	18.5009689537947	56.3685098555626
AAEL000098	0.598139306467718	0.598139306467718	0.850937346083264	24	14.2681914480977	1.62780514497517
AAEL000099	0.258346919028503	0.258346919028503	0.71846612986626	27.3424657534247	9.68420683595437	47.294724832209
AAEL000101	0.69390740040792	0.69390740040792	0.882411204721707	24	0.818043970798412	3.52410471548193
AAEL000102	0.380737442170378	0.380737442170378	0.763475121458644	27.9160839160839	19.4825148671216	343.836827851002
AAEL000106	0.172427132656397	0.172427132656397	0.675270604694301	27.5310344827586	11.0572131547409	101.283275612291
AAEL000107	0.916995797679847	0.916995797679847	0.964669180384843	24	13.6405324424679	10.0878141306082
AAEL000108	0.485972304272145	0.485972304272145	0.81055374122993	21.3475935828877	16.115760530706	4.18376963663259
AAEL000109	0.0610902011191858	0.0610902011191858	0.57235742670512	20.0603015075377	12.3051926071614	840.600900382271
AAEL000111	0.521891269373416	0.521891269373416	0.824589867419484	22.1777777777778	18.8703170096702	217.668866310457
AAEL000113	0.0150442271705488	0.0150442271705488	0.459051733272523	26.7919463087248	5.37228689891308	21.0096833431462
AAEL000115	0.436355551982708	0.436355551982708	0.787008115629668	21.3475935828877	6.81742967725916	22.5604392434412
AAEL000115	0.571911699996542	0.571911699996542	0.839698268191106	24	20.7323355578587	9.38471877619964
AAEL000116	0.196042212494204	0.196042212494204	0.68649361919283	20.3673469387755	16.9564947757241	36.9248853610596
AAEL000117	0.191978712296018	0.191978712296019	0.684830199701963	23.0751445086705	4.80665888377248	25.6048691813253
AAEL000118	0.867827772159632	0.867827772159632	0.942539748416844	24.0481927710843	4.23526672984337	23.1999463597471
AAEL000119	0.59810919000679	0.59810919000679	0.850937346083264	21.2340425531915	10.0056763466595	12.526269432524
AAEL000122	0.493567196249729	0.493567196249729	0.81381558975851	24	5.27248904252046	27.4839393254832
