ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000019868	0.037302414642	0.658341658342	24	18	19.5
ENSMUSG00000078923	0.0310454279838	0.558441558442	24	22	25.7
ENSMUSG00000032112	0.00304494423385	0.113886113886	24	0	15.5
ENSMUSG00000014355	0.0499085355115	0.757242757243	24	10	76
ENSMUSG00000025224	0.000498304577025	0.017982017982	24	0	451.6
ENSMUSG00000025224	0.0733818139207	0.857142857143	24	22	60.6
ENSMUSG00000026553	0.00986438530634	0.278721278721	24	16	1024.5
ENSMUSG00000025224	0.0851172157144	0.919080919081	24	18	32.5
ENSMUSG00000014355	0.000498304577025	0.017982017982	24	20	185.9
ENSMUSG00000003346	0.108544481499	0.959040959041	24	16	8.2
ENSMUSG00000067851	0.037302414642	0.658341658342	24	12	496.2
ENSMUSG00000026965	0.0035213062994	0.113886113886	24	18	8.8
ENSMUSG00000024740	0.00198807980606	0.0759240759241	24	16	800.7
ENSMUSG00000026553	0.00986438530634	0.278721278721	24	0	93.7
ENSMUSG00000071659	0.00986438530634	0.278721278721	24	14	514.4
ENSMUSG00000020368	0.0851172157144	0.919080919081	24	16	1727.6
ENSMUSG00000004207	0.000804315697334	0.031968031968	24	16	785.7
ENSMUSG00000030751	0.0499085355115	0.757242757243	24	10	20.4
ENSMUSG00000025261	0.168523669688	0.999000999001	24	2	574.2
ENSMUSG00000028759	0.0499085355115	0.757242757243	24	18	167.7
ENSMUSG00000032803	0.0198346309137	0.461538461538	24	20	95.4
ENSMUSG00000020708	0.00458357683864	0.165834165834	24	2	131.2
ENSMUSG00000022770	0.0274269731762	0.558441558442	24	12	151.7
ENSMUSG00000022365	0.00198807980606	0.0759240759241	24	16	890
ENSMUSG00000026878	0.000804315697334	0.031968031968	24	2	901.7
ENSMUSG00000004207	0.037302414642	0.658341658342	24	6	652.6
ENSMUSG00000029405	0.037302414642	0.658341658342	24	16	117.4
ENSMUSG00000014355	0.0141061530844	0.355644355644	24	16	18.5
ENSMUSG00000020794	0.108544481499	0.959040959041	24	8	554.7
ENSMUSG00000024740	0.000804315697334	0.031968031968	24	10	429.6
ENSMUSG00000040688	0.00127564064606	0.0519480519481	24	16	220.6
ENSMUSG00000027828	0.00304494423385	0.113886113886	24	14	1133.4
ENSMUSG00000013160	0.0198346309137	0.461538461538	24	16	432.1
ENSMUSG00000029405	0.0310454279838	0.558441558442	24	14	2.9
ENSMUSG00000026965	0.108544481499	0.959040959041	24	4	135.8
ENSMUSG00000021282	0.00986438530634	0.278721278721	24	8	2252.9
ENSMUSG00000020794	0.0499085355115	0.757242757243	24	8	657.1
ENSMUSG00000012819	0.0141061530844	0.355644355644	24	16	87
ENSMUSG00000071415	0.00678191623973	0.216783216783	24	8	225.3
ENSMUSG00000022770	0.00198807980606	0.0759240759241	24	8	271.2
ENSMUSG00000029405	0.000498304577025	0.017982017982	24	18	1078.6
ENSMUSG00000020459	0.136285565796	0.989010989011	24	12	12.2
ENSMUSG00000038160	0.00458357683864	0.165834165834	24	10	489.8
ENSMUSG00000030058	0.00458357683864	0.165834165834	24	8	463.7
ENSMUSG00000028759	0.0141061530844	0.355644355644	24	22	32.1
ENSMUSG00000030058	6.15014725505e-05	0.000999000999001	24	14	1007.4
ENSMUSG00000004207	0.0274269731762	0.558441558442	24	22	592.2
ENSMUSG00000020368	0.108544481499	0.959040959041	24	16	94.1
ENSMUSG00000070733	0.037302414642	0.658341658342	24	8	252.9
ENSMUSG00000005442	0.0198346309137	0.461538461538	24	4	23.6
ENSMUSG00000005442	0.00198807980606	0.0759240759241	24	22	133.8
ENSMUSG00000021282	0.00458357683864	0.165834165834	24	0	936.6
ENSMUSG00000008855	0.0274269731762	0.558441558442	24	14	219.4
ENSMUSG00000019868	0.00986438530634	0.278721278721	24	4	48.2
ENSMUSG00000026878	0.00678191623973	0.216783216783	24	16	15.9
ENSMUSG00000029405	0.00678191623973	0.216783216783	24	10	124.8
ENSMUSG00000040688	0.205290804188	1	24	22	218
ENSMUSG00000036733	0.0198346309137	0.461538461538	24	22	68.1
ENSMUSG00000005442	0.00458357683864	0.165834165834	24	18	309.3
ENSMUSG00000067851	0.0274269731762	0.558441558442	24	16	11.1
ENSMUSG00000036733	0.00986438530634	0.278721278721	24	22	23.3
ENSMUSG00000029405	0.0141061530844	0.355644355644	24	22	709.5
ENSMUSG00000005442	0.0183505987491	0.355644355644	24	4	12.2
ENSMUSG00000030751	0.037302414642	0.658341658342	24	22	8.8
ENSMUSG00000015341	0.00230553529584	0.0759240759241	24	0	96.1
ENSMUSG00000040688	0.0499085355115	0.757242757243	24	22	163
ENSMUSG00000022100	0.00458357683864	0.165834165834	24	18	348
ENSMUSG00000026553	0.0657010261041	0.857142857143	24	20	7.1
ENSMUSG00000028677	0.0851172157144	0.919080919081	24	20	77.8
ENSMUSG00000055204	0.00304494423385	0.113886113886	24	8	283.3
ENSMUSG00000020459	0.0274269731762	0.558441558442	24	8	257.7
ENSMUSG00000037373	0.136285565796	0.989010989011	24	14	105.1
ENSMUSG00000004207	0.0274269731762	0.558441558442	24	18	1442
ENSMUSG00000022100	0.000498304577025	0.017982017982	24	0	897.7
ENSMUSG00000022770	0.00304494423385	0.113886113886	24	20	9.3
ENSMUSG00000025261	0.00678191623973	0.216783216783	24	20	43.7
ENSMUSG00000030058	0.0198346309137	0.461538461538	24	14	521.7
ENSMUSG00000029405	0.00304494423385	0.113886113886	24	22	27.1
ENSMUSG00000067851	0.168523669688	0.999000999001	24	16	473
ENSMUSG00000019295	0.037302414642	0.658341658342	24	16	163
ENSMUSG00000005442	0.00458357683864	0.165834165834	24	4	90.8
ENSMUSG00000027598	0.00986438530634	0.278721278721	24	16	51.7
ENSMUSG00000032112	0.0310454279838	0.558441558442	24	8	11.6
ENSMUSG00000027598	0.0274269731762	0.558441558442	24	12	116.2
ENSMUSG00000029234	0.0274269731762	0.558441558442	24	4	459.5
ENSMUSG00000027598	0.000181393054767	0.003996003996	24	12	845.5
ENSMUSG00000020794	0.037302414642	0.658341658342	24	4	640.4
ENSMUSG00000014355	0.0310454279838	0.558441558442	24	22	110.6
ENSMUSG00000020936	0.0657010261041	0.857142857143	24	10	56
ENSMUSG00000028797	0.0499085355115	0.757242757243	24	20	32.7
ENSMUSG00000026553	0.0198346309137	0.461538461538	24	0	88.4
ENSMUSG00000008855	0.0035213062994	0.113886113886	24	14	17.4
ENSMUSG00000055204	0.00304494423385	0.113886113886	24	12	562.3
ENSMUSG00000071659	0.136285565796	0.989010989011	24	16	377.6
ENSMUSG00000037373	0.000303320964553	0.00799200799201	24	16	297
ENSMUSG00000022898	0.0198346309137	0.461538461538	24	6	38.5
ENSMUSG00000008855	0.136285565796	0.989010989011	24	6	117
ENSMUSG00000028797	0.037302414642	0.658341658342	24	6	250.1
ENSMUSG00000028797	0.000498304577025	0.017982017982	24	4	25.3
ENSMUSG00000026878	0.00986438530634	0.278721278721	24	20	53
ENSMUSG00000008855	0.0274269731762	0.558441558442	24	6	150.5
ENSMUSG00000026553	0.0499085355115	0.757242757243	24	0	124.1
ENSMUSG00000022100	0.00986438530634	0.278721278721	24	12	457.1
ENSMUSG00000040688	0.00678191623973	0.216783216783	24	18	374
ENSMUSG00000020519	0.0851172157144	0.919080919081	24	8	257.5
ENSMUSG00000020936	0.037302414642	0.658341658342	24	16	35.8
ENSMUSG00000022770	0.0499085355115	0.757242757243	24	2	5.7
ENSMUSG00000022100	0.00986438530634	0.278721278721	24	16	226.6
ENSMUSG00000055204	0.00304494423385	0.113886113886	24	4	624
ENSMUSG00000055204	0.108544481499	0.959040959041	24	12	325.8
ENSMUSG00000087260	0.00528463134986	0.165834165834	24	12	29.9
ENSMUSG00000021327	0.0657010261041	0.857142857143	24	8	100
ENSMUSG00000034820	0.00986438530634	0.278721278721	24	22	101.8
ENSMUSG00000034820	0.000354851958077	0.00799200799201	24	8	199.3
ENSMUSG00000028759	0.205290804188	1	24	18	74.5
ENSMUSG00000022193	0.0198346309137	0.461538461538	24	22	1163.5
ENSMUSG00000027598	0.0141061530844	0.355644355644	24	20	317.8
ENSMUSG00000030058	0.0141061530844	0.355644355644	24	10	732.8
ENSMUSG00000020088	0.037302414642	0.658341658342	24	14	586.3
ENSMUSG00000037373	0.0657010261041	0.857142857143	24	12	162.9
ENSMUSG00000007036	0.0141061530844	0.355644355644	24	8	172.2
ENSMUSG00000022898	0.0160951945452	0.355644355644	24	16	75.8
ENSMUSG00000014355	0.037302414642	0.658341658342	24	8	84.9
ENSMUSG00000014355	0.037302414642	0.658341658342	24	2	435
ENSMUSG00000037373	0.0499085355115	0.757242757243	24	14	185.2
ENSMUSG00000001018	0.108544481499	0.959040959041	24	12	127.6
ENSMUSG00000032803	0.108544481499	0.959040959041	24	10	260.3
ENSMUSG00000078713	0.0946146815865	0.919080919081	24	16	4
ENSMUSG00000028677	0.0274269731762	0.558441558442	24	22	93
ENSMUSG00000028797	0.00986438530634	0.278721278721	24	8	156
ENSMUSG00000020936	0.00304494423385	0.113886113886	24	22	467.2
ENSMUSG00000037373	0.0499085355115	0.757242757243	24	18	42.4
ENSMUSG00000026878	0.00986438530634	0.278721278721	24	12	63.6
ENSMUSG00000020936	0.0851172157144	0.919080919081	24	8	388.5
ENSMUSG00000021556	0.00678191623973	0.216783216783	24	10	75.9
ENSMUSG00000024309	0.00198807980606	0.0759240759241	24	4	51.2
ENSMUSG00000079477	0.0499085355115	0.757242757243	24	12	101.5
ENSMUSG00000028677	0.00148312211238	0.0519480519481	24	4	363.7
ENSMUSG00000014355	0.0141061530844	0.355644355644	24	18	332.8
ENSMUSG00000020088	0.00986438530634	0.278721278721	24	10	131.5
ENSMUSG00000068328	0.000498304577025	0.017982017982	24	20	141.1
ENSMUSG00000002332	0.00304494423385	0.113886113886	24	18	1191.6
ENSMUSG00000067851	0.0274269731762	0.558441558442	24	14	541.7
ENSMUSG00000021556	0.037302414642	0.658341658342	24	14	10.1
ENSMUSG00000036733	0.0499085355115	0.757242757243	24	2	253.3
ENSMUSG00000029446	0.0141061530844	0.355644355644	24	18	129.5
ENSMUSG00000067851	0.00198807980606	0.0759240759241	24	14	297.8
ENSMUSG00000022770	0.00304494423385	0.113886113886	24	14	426.4
ENSMUSG00000026553	0.0198346309137	0.461538461538	24	8	262.9
ENSMUSG00000022770	0.00986438530634	0.278721278721	24	0	475.7
ENSMUSG00000026553	0.00986438530634	0.278721278721	24	22	159.5
ENSMUSG00000022770	0.00458357683864	0.165834165834	24	4	204.1
ENSMUSG00000020368	0.00986438530634	0.278721278721	24	2	2427.2
ENSMUSG00000079477	0.108544481499	0.959040959041	24	20	42.8
ENSMUSG00000027598	0.0499085355115	0.757242757243	24	20	267.2
ENSMUSG00000020459	0.00198807980606	0.0759240759241	24	18	122.1
ENSMUSG00000024309	0.00198807980606	0.0759240759241	24	4	131.2
ENSMUSG00000027598	0.0141061530844	0.355644355644	24	6	84
ENSMUSG00000025261	0.00986438530634	0.278721278721	24	6	617.4
ENSMUSG00000022898	0.0420434070937	0.658341658342	24	18	4.2
ENSMUSG00000030751	0.0657010261041	0.857142857143	24	0	99.9
ENSMUSG00000030751	0.0141061530844	0.355644355644	24	0	17.9
ENSMUSG00000034820	0.0141061530844	0.355644355644	24	0	265.9
ENSMUSG00000014355	0.022543472149	0.461538461538	24	22	42.5
ENSMUSG00000026965	0.0141061530844	0.355644355644	24	4	135.8
ENSMUSG00000027598	0.000498304577025	0.017982017982	24	8	190.2
ENSMUSG00000026878	0.00458357683864	0.165834165834	24	16	128.4
ENSMUSG00000025224	0.0851172157144	0.919080919081	24	20	65.5
ENSMUSG00000038160	0.0274269731762	0.558441558442	24	20	470.7
ENSMUSG00000055204	0.0499085355115	0.757242757243	24	12	555.7
ENSMUSG00000025156	0.037302414642	0.658341658342	24	16	398.1
ENSMUSG00000020459	0.00127564064606	0.0519480519481	24	0	38.6
ENSMUSG00000026553	0.00528463134986	0.165834165834	24	14	43.3
ENSMUSG00000008855	0.0198346309137	0.461538461538	24	0	520
ENSMUSG00000027598	0.0499085355115	0.757242757243	24	20	274
ENSMUSG00000020088	0.037302414642	0.658341658342	24	6	19.6
ENSMUSG00000028646	0.00458357683864	0.165834165834	24	20	69.2
ENSMUSG00000024712	0.000804315697334	0.031968031968	24	18	22
ENSMUSG00000029446	0.00678191623973	0.216783216783	24	14	19.6
ENSMUSG00000020459	0.0702527759224	0.857142857143	24	14	3.9
ENSMUSG00000014355	0.0274269731762	0.558441558442	24	20	631.9
ENSMUSG00000020088	0.00986438530634	0.278721278721	24	20	22.9
ENSMUSG00000021096	0.00127564064606	0.0519480519481	24	12	576.3
ENSMUSG00000025224	0.00678191623973	0.216783216783	24	20	11.5
ENSMUSG00000008855	0.00127564064606	0.0519480519481	24	16	56.9
ENSMUSG00000026553	0.0851172157144	0.919080919081	24	0	900.3
ENSMUSG00000005442	0.0851172157144	0.919080919081	24	0	41.8
ENSMUSG00000037373	0.0198346309137	0.461538461538	24	2	43.6
ENSMUSG00000034820	0.00678191623973	0.216783216783	24	8	124.7
ENSMUSG00000026553	0.0198346309137	0.461538461538	24	8	34.9
ENSMUSG00000030058	0.000498304577025	0.017982017982	24	12	783.9
ENSMUSG00000027598	0.022543472149	0.461538461538	24	16	19.3
ENSMUSG00000024740	0.00304494423385	0.113886113886	24	16	553.7
ENSMUSG00000020368	0.0657010261041	0.857142857143	24	14	1695.8
ENSMUSG00000021096	0.00127564064606	0.0519480519481	24	4	33
ENSMUSG00000001018	0.136285565796	0.989010989011	24	12	166.3
ENSMUSG00000035505	0.000303320964553	0.00799200799201	24	18	538.7
ENSMUSG00000029446	0.108544481499	0.959040959041	24	12	34.7
ENSMUSG00000030058	0.0274269731762	0.558441558442	24	6	24
ENSMUSG00000025224	0.00986438530634	0.278721278721	24	4	53.5
ENSMUSG00000014355	0.0112968931087	0.278721278721	24	16	12.7
ENSMUSG00000025261	0.00304494423385	0.113886113886	24	14	401.7
ENSMUSG00000036733	0.037302414642	0.658341658342	24	20	6.7
ENSMUSG00000022365	0.0274269731762	0.558441558442	24	22	1302
ENSMUSG00000020459	0.000804315697334	0.031968031968	24	18	619.7
ENSMUSG00000036241	0.0499085355115	0.757242757243	24	22	532.3
ENSMUSG00000020708	0.0141061530844	0.355644355644	24	20	185.6
ENSMUSG00000032112	0.0141061530844	0.355644355644	24	0	123.5
ENSMUSG00000026553	0.108544481499	0.959040959041	24	6	9.2
ENSMUSG00000022770	0.00198807980606	0.0759240759241	24	0	91.2
ENSMUSG00000025224	0.0198346309137	0.461538461538	24	20	7.3
ENSMUSG00000029446	0.0274269731762	0.558441558442	24	6	78.1
ENSMUSG00000038160	0.0499085355115	0.757242757243	24	16	267.5
ENSMUSG00000005442	0.00678191623973	0.216783216783	24	2	23.9
ENSMUSG00000037373	0.0274269731762	0.558441558442	24	2	46.3
ENSMUSG00000027598	0.00458357683864	0.165834165834	24	6	489.8
ENSMUSG00000021556	0.0499085355115	0.757242757243	24	20	58.3
ENSMUSG00000026553	0.0198346309137	0.461538461538	24	16	571.3
ENSMUSG00000044600	0.0274269731762	0.558441558442	24	18	497
ENSMUSG00000025224	0.0141061530844	0.355644355644	24	0	31
ENSMUSG00000067851	0.0141061530844	0.355644355644	24	10	27
ENSMUSG00000012819	0.0160951945452	0.355644355644	24	8	4.5
ENSMUSG00000007036	0.136285565796	0.989010989011	24	22	179.5
ENSMUSG00000030058	0.00304494423385	0.113886113886	24	14	971.8
ENSMUSG00000014355	0.037302414642	0.658341658342	24	10	460.3
ENSMUSG00000028759	0.0274269731762	0.558441558442	24	20	96.6
ENSMUSG00000030868	0.00986438530634	0.278721278721	24	0	530.7
ENSMUSG00000014355	0.0851172157144	0.919080919081	24	14	240.7
ENSMUSG00000036835	0.0141061530844	0.355644355644	24	4	1041.1
ENSMUSG00000022100	0.00678191623973	0.216783216783	24	20	166.9
ENSMUSG00000005982	0.00304494423385	0.113886113886	24	4	447
ENSMUSG00000028759	0.000303320964553	0.00799200799201	24	0	632.4
ENSMUSG00000070733	0.037302414642	0.658341658342	24	18	75.7
ENSMUSG00000033020	0.00304494423385	0.113886113886	24	0	326.9
ENSMUSG00000021096	0.0198346309137	0.461538461538	24	14	106.5
ENSMUSG00000037373	0.108544481499	0.959040959041	24	10	7.2
ENSMUSG00000020368	0.0198346309137	0.461538461538	24	22	67.3
ENSMUSG00000022770	0.00198807980606	0.0759240759241	24	12	301
ENSMUSG00000008855	0.000106567103462	0.000999000999001	24	18	519.3
ENSMUSG00000026878	0.00678191623973	0.216783216783	24	6	1128.5
ENSMUSG00000005442	0.120064135468	0.959040959041	24	20	59
ENSMUSG00000020088	0.00678191623973	0.216783216783	24	22	58.8
ENSMUSG00000028677	0.00986438530634	0.278721278721	24	2	75.7
ENSMUSG00000005442	0.00127564064606	0.0519480519481	24	2	32.3
ENSMUSG00000026965	0.0657010261041	0.857142857143	24	12	326.8
ENSMUSG00000026553	0.00678191623973	0.216783216783	24	12	1284.2
ENSMUSG00000022100	0.00458357683864	0.165834165834	24	12	296.7
ENSMUSG00000014355	0.0499085355115	0.757242757243	24	6	403
ENSMUSG00000022770	0.00304494423385	0.113886113886	24	2	9.2
ENSMUSG00000026553	0.037302414642	0.658341658342	24	8	196.2
ENSMUSG00000025261	0.00458357683864	0.165834165834	24	16	248.3
ENSMUSG00000029446	0.0141061530844	0.355644355644	24	14	23.9
ENSMUSG00000040688	0.0499085355115	0.757242757243	24	12	242.3
ENSMUSG00000014355	0.0141061530844	0.355644355644	24	12	9.4
ENSMUSG00000008855	0.0851172157144	0.919080919081	24	2	443.5
ENSMUSG00000008855	0.000303320964553	0.00799200799201	24	22	385
ENSMUSG00000021096	0.00678191623973	0.216783216783	24	20	71.5
ENSMUSG00000036733	0.0851172157144	0.919080919081	24	14	518.7
ENSMUSG00000038160	0.00304494423385	0.113886113886	24	4	1499.3
ENSMUSG00000022100	0.0851172157144	0.919080919081	24	12	456.3
ENSMUSG00000028677	0.0657010261041	0.857142857143	24	4	12.4
ENSMUSG00000033020	0.108544481499	0.959040959041	24	12	397.9
ENSMUSG00000026553	0.037302414642	0.658341658342	24	12	8.6
ENSMUSG00000020459	0.00458357683864	0.165834165834	24	10	32.6
ENSMUSG00000029405	0.0255999212301	0.461538461538	24	16	3.1
ENSMUSG00000014355	0.0274269731762	0.558441558442	24	6	46.4
ENSMUSG00000013160	0.00986438530634	0.278721278721	24	20	277.2
ENSMUSG00000029405	0.000181393054767	0.003996003996	24	16	27.5
ENSMUSG00000028567	0.00678191623973	0.216783216783	24	20	443.9
ENSMUSG00000008855	0.0310454279838	0.558441558442	24	14	18
ENSMUSG00000022100	0.0198346309137	0.461538461538	24	16	501.1
ENSMUSG00000068328	0.0851172157144	0.919080919081	24	18	190
ENSMUSG00000008855	0.00678191623973	0.216783216783	24	14	160.2
ENSMUSG00000025224	0.00458357683864	0.165834165834	24	18	39.9
ENSMUSG00000028759	0.037302414642	0.658341658342	24	22	98.9
ENSMUSG00000007036	0.0657010261041	0.857142857143	24	2	46.1
ENSMUSG00000035505	0.00304494423385	0.113886113886	24	20	127.8
ENSMUSG00000024414	0.0329208528731	0.558441558442	24	8	4.8
ENSMUSG00000022770	0.0851172157144	0.919080919081	24	18	648.4
ENSMUSG00000008855	0.0198346309137	0.461538461538	24	12	35
ENSMUSG00000036241	0.00678191623973	0.216783216783	24	8	481.6
ENSMUSG00000008855	0.00458357683864	0.165834165834	24	22	106
ENSMUSG00000005982	0.0274269731762	0.558441558442	24	18	219.7
ENSMUSG00000030751	0.000354851958077	0.00799200799201	24	4	34
ENSMUSG00000021266	0.037302414642	0.658341658342	24	22	22.5
ENSMUSG00000020088	0.108544481499	0.959040959041	24	14	19.4
