ID	pvalue	algorithm
ENSMUSG00000000001	0.914028877430909	ARS
ENSMUSG00000001175	0.647168564711544	ARS
ENSMUSG00000001986	0.776327821728707	ARS
ENSMUSG00000002771	0.0825876828572782	ARS
ENSMUSG00000005034	0.001026290273435	ARS
ENSMUSG00000005469	0.621077013983436	ARS
ENSMUSG00000005580	0.954125398286001	ARS
ENSMUSG00000015968	0.0451522299832861	ARS
ENSMUSG00000019370	0.14831068587605	ARS
ENSMUSG00000020431	0.808368603620971	ARS
ENSMUSG00000020524	0.897159690055404	ARS
ENSMUSG00000020654	0.774458301156462	ARS
ENSMUSG00000020734	0.0313841267293559	ARS
ENSMUSG00000020866	0.0179295415376556	ARS
ENSMUSG00000020893	0.0313841267293559	ARS
ENSMUSG00000021180	0.379787330481047	ARS
ENSMUSG00000021250	0.18947128322596	ARS
ENSMUSG00000021313	0.0645173042055784	ARS
ENSMUSG00000021536	0.00856824542466342	ARS
ENSMUSG00000021820	0.00821114446159995	ARS
ENSMUSG00000021933	0.525190106099505	ARS
ENSMUSG00000022220	0.940623729702516	ARS
ENSMUSG00000022376	0.060682094595197	ARS
ENSMUSG00000022416	0.864942183878778	ARS
ENSMUSG00000022840	0.001026290273435	ARS
ENSMUSG00000022994	0.0646890825372256	ARS
ENSMUSG00000023439	0.74280152049696	ARS
ENSMUSG00000024112	0.18947128322596	ARS
ENSMUSG00000024256	0.485791648456561	ARS
ENSMUSG00000024617	0.321903910637732	ARS
ENSMUSG00000024639	0.670699223787637	ARS
ENSMUSG00000024960	0.00821114446159995	ARS
ENSMUSG00000025739	0.954125398286001	ARS
ENSMUSG00000025892	0.0169986689876946	ARS
ENSMUSG00000025958	0.696131782461834	ARS
ENSMUSG00000026567	0.0603859355031075	ARS
ENSMUSG00000026824	0.329459124316676	ARS
ENSMUSG00000026959	0.00938555278917371	ARS
ENSMUSG00000027523	0.504695303443742	ARS
ENSMUSG00000027669	0.100941736917259	ARS
ENSMUSG00000028957	0.0645173042055784	ARS
ENSMUSG00000029064	0.864942183878778	ARS
ENSMUSG00000029334	0.776327821728707	ARS
ENSMUSG00000029361	0.325505505778235	ARS
ENSMUSG00000029713	0.571369649728791	ARS
ENSMUSG00000029778	0.696131782461834	ARS
ENSMUSG00000030102	0.00856824542466342	ARS
ENSMUSG00000030209	0.973918889339109	ARS
ENSMUSG00000030592	0.729090410281258	ARS
ENSMUSG00000031659	0.147061547049162	ARS
ENSMUSG00000031748	0.555741775412271	ARS
ENSMUSG00000032034	0.904319835978215	ARS
ENSMUSG00000032192	0.18947128322596	ARS
ENSMUSG00000032246	0.492896155169983	ARS
ENSMUSG00000032562	0.0313841267293559	ARS
ENSMUSG00000032766	0.100941736917259	ARS
ENSMUSG00000033765	0.621077013983436	ARS
ENSMUSG00000033981	0.0266569581786446	ARS
ENSMUSG00000036402	0.144752300565093	ARS
ENSMUSG00000036438	0.696131782461834	ARS
ENSMUSG00000038026	0.605719766603197	ARS
ENSMUSG00000038473	0.396797028271765	ARS
ENSMUSG00000038607	0.940623729702516	ARS
ENSMUSG00000038811	0.525190106099505	ARS
ENSMUSG00000039943	0.696131782461834	ARS
ENSMUSG00000040061	0.0360300677256095	ARS
ENSMUSG00000041624	0.241838812241641	ARS
ENSMUSG00000042644	0.262730141320091	ARS
ENSMUSG00000043301	0.621077013983436	ARS
ENSMUSG00000048240	0.0825876828572782	ARS
ENSMUSG00000049892	0.621077013983436	ARS
ENSMUSG00000050965	0.808368603620971	ARS
ENSMUSG00000051177	0.0360300677256095	ARS
ENSMUSG00000051331	0.940623729702516	ARS
ENSMUSG00000052889	0.0363237815116721	ARS
ENSMUSG00000052920	0.571369649728791	ARS
ENSMUSG00000053819	0.383908813226069	ARS
ENSMUSG00000054764	0.844493074793891	ARS
ENSMUSG00000055866	0.100941736917259	ARS
ENSMUSG00000057378	0.28927661911598	ARS
ENSMUSG00000057614	0.621077013983436	ARS
ENSMUSG00000057897	0.00821114446159995	ARS
ENSMUSG00000059003	0.266438892978024	ARS
