Affy.ID	Gene.ID	Gene.Type
10342157	ENSMUSG00000014355	protein_coding
10342158	ENSMUSG00000055204	protein_coding
10342162	ENSMUSG00000026553	protein_coding
10342164	ENSMUSG00000030058	protein_coding
10342166	ENSMUSG00000038848	protein_coding
10342167	ENSMUSG00000055204	protein_coding
10342170	ENSMUSG00000004207	protein_coding
10342171	ENSMUSG00000028759	protein_coding
10342180	ENSMUSG00000024740	protein_coding
10342184	ENSMUSG00000038160	protein_coding
10342185	ENSMUSG00000019295	protein_coding
10342186	ENSMUSG00000028797	protein_coding
10342193	ENSMUSG00000029405	protein_coding
10342196	ENSMUSG00000029234	protein_coding
10342198	ENSMUSG00000034509	protein_coding
10342201	ENSMUSG00000028677	protein_coding
10342209	ENSMUSG00000001018	protein_coding
10342210	ENSMUSG00000020368	protein_coding
10342214	ENSMUSG00000024122	protein_coding
10342215	ENSMUSG00000022100	protein_coding
10342221	ENSMUSG00000015341	protein_coding
10342222	ENSMUSG00000027598	protein_coding
10342223	ENSMUSG00000026553	protein_coding
10342227	ENSMUSG00000041645	protein_coding
10342229	ENSMUSG00000070733	protein_coding
10342235	ENSMUSG00000008855	protein_coding
10342246	ENSMUSG00000029405	protein_coding
10342251	ENSMUSG00000022100	protein_coding
10342255	ENSMUSG00000022770	protein_coding
10342257	ENSMUSG00000038160	protein_coding
10342261	ENSMUSG00000004207	protein_coding
10342262	ENSMUSG00000012819	protein_coding
10342263	ENSMUSG00000028646	protein_coding
10342266	ENSMUSG00000027598	protein_coding
10342271	ENSMUSG00000020459	protein_coding
10342273	ENSMUSG00000007036	protein_coding
10342276	ENSMUSG00000025208	protein_coding
10342282	ENSMUSG00000068328	protein_coding
10342288	ENSMUSG00000038160	protein_coding
10342290	ENSMUSG00000007036	protein_coding
10342291	ENSMUSG00000001158	protein_coding
10342293	ENSMUSG00000070733	protein_coding
10342294	ENSMUSG00000024712	protein_coding
10342295	ENSMUSG00000026810	protein_coding
10342298	ENSMUSG00000007036	protein_coding
10342305	ENSMUSG00000002332	protein_coding
10342307	ENSMUSG00000026553	protein_coding
10342308	ENSMUSG00000026553	protein_coding
10342310	ENSMUSG00000029405	protein_coding
10342311	ENSMUSG00000027598	protein_coding
10342314	ENSMUSG00000014355	protein_coding
10342320	ENSMUSG00000093575	protein_coding
10342321	ENSMUSG00000055204	protein_coding
10342324	ENSMUSG00000021096	protein_coding
10342328	ENSMUSG00000028759	protein_coding
10342330	ENSMUSG00000020936	protein_coding
10342332	ENSMUSG00000010406	protein_coding
10342334	ENSMUSG00000028646	protein_coding
10342335	ENSMUSG00000021096	protein_coding
10342340	ENSMUSG00000071415	protein_coding
10342343	ENSMUSG00000001158	protein_coding
10342346	ENSMUSG00000026553	protein_coding
10342349	ENSMUSG00000024712	protein_coding
10342351	ENSMUSG00000035505	protein_coding
10342352	ENSMUSG00000022770	protein_coding
10342358	ENSMUSG00000087260	protein_coding
10342359	ENSMUSG00000029405	protein_coding
10342360	ENSMUSG00000025224	protein_coding
10342363	ENSMUSG00000067851	protein_coding
10342366	ENSMUSG00000014355	protein_coding
10342368	ENSMUSG00000014355	protein_coding
10342369	ENSMUSG00000026553	protein_coding
10342372	ENSMUSG00000022770	protein_coding
10342375	ENSMUSG00000019868	protein_coding
10342378	ENSMUSG00000026553	protein_coding
10342380	ENSMUSG00000022100	protein_coding
10342382	ENSMUSG00000008855	protein_coding
10342383	ENSMUSG00000026878	protein_coding
10342393	ENSMUSG00000020459	protein_coding
10342397	ENSMUSG00000022100	protein_coding
10342405	ENSMUSG00000070733	protein_coding
10342406	ENSMUSG00000007036	protein_coding
10342415	ENSMUSG00000003346	protein_coding
10342416	ENSMUSG00000014355	protein_coding
10342417	ENSMUSG00000078552	protein_coding
10342423	ENSMUSG00000014355	protein_coding
10342429	ENSMUSG00000029405	protein_coding
10342430	ENSMUSG00000067851	protein_coding
10342432	ENSMUSG00000005442	protein_coding
10342435	ENSMUSG00000028677	protein_coding
10342436	ENSMUSG00000030058	protein_coding
10342437	ENSMUSG00000007036	protein_coding
10342440	ENSMUSG00000027598	protein_coding
10342442	ENSMUSG00000024712	protein_coding
10342445	ENSMUSG00000013160	protein_coding
10342447	ENSMUSG00000005442	protein_coding
10342450	ENSMUSG00000068328	protein_coding
10342459	ENSMUSG00000026553	protein_coding
10342460	ENSMUSG00000014355	protein_coding
10342461	ENSMUSG00000027828	protein_coding
10342466	ENSMUSG00000036733	protein_coding
10342473	ENSMUSG00000020088	protein_coding
10342475	ENSMUSG00000022100	protein_coding
10342484	ENSMUSG00000019868	protein_coding
10342486	ENSMUSG00000033020	protein_coding
10342488	ENSMUSG00000028797	protein_coding
10342490	ENSMUSG00000020368	protein_coding
10342499	ENSMUSG00000027828	protein_coding
10342501	ENSMUSG00000020088	protein_coding
10342502	ENSMUSG00000028759	protein_coding
10342504	ENSMUSG00000025156	protein_coding
10342505	ENSMUSG00000003458	protein_coding
10342518	ENSMUSG00000008855	protein_coding
10342521	ENSMUSG00000028759	protein_coding
10342522	ENSMUSG00000025156	protein_coding
10342525	ENSMUSG00000001018	protein_coding
10342528	ENSMUSG00000027828	protein_coding
10342530	ENSMUSG00000024414	protein_coding
10342532	ENSMUSG00000021096	protein_coding
10342537	ENSMUSG00000025224	protein_coding
10342540	ENSMUSG00000014355	protein_coding
10342542	ENSMUSG00000026878	protein_coding
10342545	ENSMUSG00000027828	protein_coding
10342547	ENSMUSG00000021096	protein_coding
10342550	ENSMUSG00000022898	protein_coding
10342553	ENSMUSG00000021266	protein_coding
10342556	ENSMUSG00000022100	protein_coding
10342558	ENSMUSG00000067851	protein_coding
10342561	ENSMUSG00000029446	protein_coding
10342562	ENSMUSG00000007036	protein_coding
10342563	ENSMUSG00000020088	protein_coding
10342565	ENSMUSG00000021266	protein_coding
10342566	ENSMUSG00000014355	protein_coding
10342567	ENSMUSG00000038160	protein_coding
10342568	ENSMUSG00000026553	protein_coding
10342570	ENSMUSG00000025224	protein_coding
10342572	ENSMUSG00000068328	protein_coding
10342576	ENSMUSG00000001289	protein_coding
10342577	ENSMUSG00000020936	protein_coding
10342578	ENSMUSG00000020459	protein_coding
10342583	ENSMUSG00000020368	protein_coding
10342600	ENSMUSG00000067851	protein_coding
10342603	ENSMUSG00000025261	protein_coding
10342611	ENSMUSG00000022898	protein_coding
10342612	ENSMUSG00000040688	protein_coding
10342616	ENSMUSG00000029405	protein_coding
10342618	ENSMUSG00000027598	protein_coding
10342624	ENSMUSG00000014355	protein_coding
10342625	ENSMUSG00000078923	protein_coding
10342627	ENSMUSG00000025224	protein_coding
10342629	ENSMUSG00000040688	protein_coding
10342632	ENSMUSG00000014355	protein_coding
10342633	ENSMUSG00000070733	protein_coding
10342635	ENSMUSG00000002332	protein_coding
10342636	ENSMUSG00000030058	protein_coding
10342638	ENSMUSG00000025224	protein_coding
10342641	ENSMUSG00000026965	protein_coding
10342646	ENSMUSG00000035505	protein_coding
10342651	ENSMUSG00000021096	protein_coding
10342655	ENSMUSG00000040688	protein_coding
10342657	ENSMUSG00000021327	protein_coding
10342658	ENSMUSG00000024309	protein_coding
10342660	ENSMUSG00000028677	protein_coding
10342663	ENSMUSG00000025224	protein_coding
10342673	ENSMUSG00000026553	protein_coding
10342675	ENSMUSG00000028759	protein_coding
10342681	ENSMUSG00000026553	protein_coding
10342684	ENSMUSG00000024740	protein_coding
10342689	ENSMUSG00000067851	protein_coding
10342696	ENSMUSG00000037373	protein_coding
10342697	ENSMUSG00000020936	protein_coding
10342698	ENSMUSG00000025156	protein_coding
10342702	ENSMUSG00000026878	protein_coding
10342704	ENSMUSG00000029405	protein_coding
10342705	ENSMUSG00000028759	protein_coding
10342715	ENSMUSG00000021282	protein_coding
10342717	ENSMUSG00000022193	protein_coding
10342720	ENSMUSG00000025261	protein_coding
10342723	ENSMUSG00000029405	protein_coding
10342726	ENSMUSG00000020088	protein_coding
10342727	ENSMUSG00000030751	protein_coding
10342728	ENSMUSG00000030058	protein_coding
10342730	ENSMUSG00000008855	protein_coding
10342731	ENSMUSG00000025224	protein_coding
10342732	ENSMUSG00000020708	protein_coding
10342735	ENSMUSG00000029446	protein_coding
10342736	ENSMUSG00000033020	protein_coding
10342737	ENSMUSG00000041645	protein_coding
10342738	ENSMUSG00000024712	protein_coding
10342743	ENSMUSG00000025224	protein_coding
10342746	ENSMUSG00000007036	protein_coding
10342747	ENSMUSG00000028759	protein_coding
10342748	ENSMUSG00000029405	protein_coding
10342750	ENSMUSG00000034820	protein_coding
10342754	ENSMUSG00000005442	protein_coding
10342755	ENSMUSG00000005442	protein_coding
10342756	ENSMUSG00000027598	protein_coding
10342759	ENSMUSG00000032803	protein_coding
10342761	ENSMUSG00000021266	protein_coding
10342763	ENSMUSG00000020368	protein_coding
10342764	ENSMUSG00000021556	protein_coding
10342767	ENSMUSG00000029405	protein_coding
10342770	ENSMUSG00000035505	protein_coding
10342779	ENSMUSG00000030751	protein_coding
10342783	ENSMUSG00000007036	protein_coding
10342789	ENSMUSG00000026553	protein_coding
10342797	ENSMUSG00000021282	protein_coding
10342803	ENSMUSG00000005442	protein_coding
10342804	ENSMUSG00000005982	protein_coding
10342808	ENSMUSG00000067851	protein_coding
10342809	ENSMUSG00000028797	protein_coding
10342811	ENSMUSG00000014355	protein_coding
10342813	ENSMUSG00000014355	protein_coding
10342818	ENSMUSG00000030058	protein_coding
10342821	ENSMUSG00000020368	protein_coding
10342826	ENSMUSG00000025224	protein_coding
10342828	ENSMUSG00000020368	protein_coding
10342829	ENSMUSG00000007036	protein_coding
10342830	ENSMUSG00000025224	protein_coding
10342839	ENSMUSG00000021282	protein_coding
10342847	ENSMUSG00000028797	protein_coding
10342850	ENSMUSG00000028759	protein_coding
10342860	ENSMUSG00000079477	protein_coding
10342861	ENSMUSG00000014355	protein_coding
10342865	ENSMUSG00000029446	protein_coding
10342868	ENSMUSG00000029446	protein_coding
10342874	ENSMUSG00000029405	protein_coding
10342875	ENSMUSG00000087260	protein_coding
10342879	ENSMUSG00000025224	protein_coding
10342880	ENSMUSG00000014355	protein_coding
10342883	ENSMUSG00000070733	protein_coding
10342886	ENSMUSG00000036733	protein_coding
10342889	ENSMUSG00000021556	protein_coding
10342891	ENSMUSG00000025224	protein_coding
10342892	ENSMUSG00000044600	protein_coding
10342893	ENSMUSG00000030058	protein_coding
10342896	ENSMUSG00000036835	protein_coding
10342902	ENSMUSG00000020708	protein_coding
10342907	ENSMUSG00000026553	protein_coding
10342911	ENSMUSG00000025261	protein_coding
10342912	ENSMUSG00000020936	protein_coding
10342913	ENSMUSG00000025224	protein_coding
10342915	ENSMUSG00000029446	protein_coding
10342918	ENSMUSG00000032112	protein_coding
10342919	ENSMUSG00000037373	protein_coding
10342920	ENSMUSG00000007036	protein_coding
10342921	ENSMUSG00000026878	protein_coding
10342929	ENSMUSG00000003346	protein_coding
10342932	ENSMUSG00000028759	protein_coding
10342936	ENSMUSG00000014355	protein_coding
10342937	ENSMUSG00000020088	protein_coding
10342938	ENSMUSG00000030058	protein_coding
10342939	ENSMUSG00000025261	protein_coding
10342944	ENSMUSG00000021266	protein_coding
10342945	ENSMUSG00000026553	protein_coding
10342947	ENSMUSG00000028567	protein_coding
10342949	ENSMUSG00000022365	protein_coding
10342952	ENSMUSG00000014355	protein_coding
10342954	ENSMUSG00000025224	protein_coding
10342956	ENSMUSG00000022770	protein_coding
10342964	ENSMUSG00000008855	protein_coding
10342967	ENSMUSG00000019868	protein_coding
10342969	ENSMUSG00000008855	protein_coding
10342971	ENSMUSG00000019295	protein_coding
10342977	ENSMUSG00000067851	protein_coding
10342979	ENSMUSG00000032803	protein_coding
10342980	ENSMUSG00000022194	protein_coding
10342981	ENSMUSG00000022100	protein_coding
10342983	ENSMUSG00000025224	protein_coding
10342986	ENSMUSG00000002332	protein_coding
10342993	ENSMUSG00000015341	protein_coding
10342997	ENSMUSG00000030751	protein_coding
10343005	ENSMUSG00000021096	protein_coding
10343012	ENSMUSG00000020459	protein_coding
10343016	ENSMUSG00000021327	protein_coding
10343018	ENSMUSG00000040688	protein_coding
10343019	ENSMUSG00000026965	protein_coding
10343024	ENSMUSG00000021327	protein_coding
10343025	ENSMUSG00000021282	protein_coding
10343028	ENSMUSG00000029234	protein_coding
10343030	ENSMUSG00000022365	protein_coding
10343031	ENSMUSG00000028677	protein_coding
10343033	ENSMUSG00000030058	protein_coding
10343035	ENSMUSG00000005442	protein_coding
10343039	ENSMUSG00000055204	protein_coding
10343057	ENSMUSG00000078713	protein_coding
10343062	ENSMUSG00000022770	protein_coding
10343063	ENSMUSG00000025224	protein_coding
10343064	ENSMUSG00000030058	protein_coding
10343067	ENSMUSG00000028759	protein_coding
10343068	ENSMUSG00000027598	protein_coding
10343077	ENSMUSG00000019868	protein_coding
10343078	ENSMUSG00000029234	protein_coding
10343081	ENSMUSG00000029234	protein_coding
10343087	ENSMUSG00000002332	protein_coding
10343088	ENSMUSG00000041645	protein_coding
10343089	ENSMUSG00000028567	protein_coding
10343093	ENSMUSG00000025156	protein_coding
10343097	ENSMUSG00000008855	protein_coding
10343099	ENSMUSG00000067851	protein_coding
10343125	ENSMUSG00000032112	protein_coding
10343132	ENSMUSG00000026878	protein_coding
10343138	ENSMUSG00000022194	protein_coding
10343144	ENSMUSG00000026553	protein_coding
10343146	ENSMUSG00000016831	protein_coding
10343148	ENSMUSG00000014355	protein_coding
10343149	ENSMUSG00000036299	protein_coding
10343150	ENSMUSG00000026965	protein_coding
10343152	ENSMUSG00000014355	protein_coding
10343156	ENSMUSG00000038848	protein_coding
10343163	ENSMUSG00000022898	protein_coding
10343169	ENSMUSG00000001018	protein_coding
10343176	ENSMUSG00000079477	protein_coding
10343184	ENSMUSG00000027598	protein_coding
10343189	ENSMUSG00000071415	protein_coding
10343191	ENSMUSG00000030058	protein_coding
10343197	ENSMUSG00000027598	protein_coding
10343198	ENSMUSG00000026553	protein_coding
10343203	ENSMUSG00000030751	protein_coding
10343204	ENSMUSG00000014355	protein_coding
10343205	ENSMUSG00000038160	protein_coding
10343207	ENSMUSG00000033020	protein_coding
10343210	ENSMUSG00000029405	protein_coding
10343212	ENSMUSG00000029405	protein_coding
10343220	ENSMUSG00000025224	protein_coding
10343221	ENSMUSG00000026965	protein_coding
10343222	ENSMUSG00000022770	protein_coding
10343226	ENSMUSG00000028759	protein_coding
10343227	ENSMUSG00000014355	protein_coding
10343231	ENSMUSG00000026965	protein_coding
10343232	ENSMUSG00000029446	protein_coding
10343233	ENSMUSG00000030751	protein_coding
10343243	ENSMUSG00000025224	protein_coding
10343245	ENSMUSG00000019868	protein_coding
10343248	ENSMUSG00000025156	protein_coding
10343251	ENSMUSG00000008855	protein_coding
10343252	ENSMUSG00000021096	protein_coding
10343253	ENSMUSG00000001018	protein_coding
10343255	ENSMUSG00000026553	protein_coding
10343258	ENSMUSG00000068328	protein_coding
10343266	ENSMUSG00000070733	protein_coding
10343270	ENSMUSG00000020936	protein_coding
10343271	ENSMUSG00000036835	protein_coding
10343272	ENSMUSG00000028759	protein_coding
10343273	ENSMUSG00000020088	protein_coding
10343275	ENSMUSG00000020459	protein_coding
10343280	ENSMUSG00000021327	protein_coding
10343282	ENSMUSG00000090733	protein_coding
10343284	ENSMUSG00000034820	protein_coding
10343289	ENSMUSG00000005442	protein_coding
10343293	ENSMUSG00000024740	protein_coding
10343294	ENSMUSG00000014355	protein_coding
10343295	ENSMUSG00000022898	protein_coding
10343296	ENSMUSG00000026878	protein_coding
10343299	ENSMUSG00000026965	protein_coding
10343302	ENSMUSG00000022100	protein_coding
10343307	ENSMUSG00000021282	protein_coding
10343310	ENSMUSG00000029405	protein_coding
10343313	ENSMUSG00000037373	protein_coding
10343319	ENSMUSG00000020368	protein_coding
10343321	ENSMUSG00000007036	protein_coding
10343323	ENSMUSG00000007036	protein_coding
10343337	ENSMUSG00000032112	protein_coding
10343338	ENSMUSG00000028646	protein_coding
10343341	ENSMUSG00000014355	protein_coding
10343343	ENSMUSG00000014355	protein_coding
10343344	ENSMUSG00000078923	protein_coding
10343345	ENSMUSG00000022100	protein_coding
10343350	ENSMUSG00000067851	protein_coding
10343351	ENSMUSG00000014355	protein_coding
10343355	ENSMUSG00000021327	protein_coding
10343364	ENSMUSG00000027598	protein_coding
10343374	ENSMUSG00000020368	protein_coding
10343375	ENSMUSG00000028567	protein_coding
10343377	ENSMUSG00000020368	protein_coding
10343379	ENSMUSG00000028759	protein_coding
10343383	ENSMUSG00000025224	protein_coding
10343387	ENSMUSG00000071415	protein_coding
10343388	ENSMUSG00000021282	protein_coding
10343395	ENSMUSG00000007036	protein_coding
10343399	ENSMUSG00000035505	protein_coding
10343402	ENSMUSG00000022100	protein_coding
10343404	ENSMUSG00000030058	protein_coding
10343405	ENSMUSG00000026810	protein_coding
10343406	ENSMUSG00000027598	protein_coding
10343407	ENSMUSG00000027598	protein_coding
10343411	ENSMUSG00000012819	protein_coding
10343413	ENSMUSG00000087260	protein_coding
10343418	ENSMUSG00000020459	protein_coding
10343423	ENSMUSG00000025261	protein_coding
10343426	ENSMUSG00000032803	protein_coding
10343428	ENSMUSG00000025224	protein_coding
10343432	ENSMUSG00000008855	protein_coding
10343439	ENSMUSG00000018585	protein_coding
10343444	ENSMUSG00000021327	protein_coding
10343447	ENSMUSG00000027598	protein_coding
10343455	ENSMUSG00000032112	protein_coding
10343458	ENSMUSG00000026878	protein_coding
10343467	ENSMUSG00000027598	protein_coding
10343468	ENSMUSG00000021266	protein_coding
10343469	ENSMUSG00000087260	protein_coding
10343471	ENSMUSG00000005442	protein_coding
10343472	ENSMUSG00000022770	protein_coding
10343473	ENSMUSG00000038848	protein_coding
10343496	ENSMUSG00000021556	protein_coding
10343501	ENSMUSG00000021556	protein_coding
10343502	ENSMUSG00000036733	protein_coding
10343504	ENSMUSG00000025261	protein_coding
10343506	ENSMUSG00000026878	protein_coding
10343509	ENSMUSG00000014355	protein_coding
10343512	ENSMUSG00000020368	protein_coding
10343513	ENSMUSG00000026878	protein_coding
10343521	ENSMUSG00000029234	protein_coding
10343524	ENSMUSG00000026878	protein_coding
10343530	ENSMUSG00000007036	protein_coding
10343532	ENSMUSG00000019868	protein_coding
10343535	ENSMUSG00000026878	protein_coding
10343536	ENSMUSG00000034037	protein_coding
10343538	ENSMUSG00000022100	protein_coding
10343544	ENSMUSG00000028677	protein_coding
10343554	ENSMUSG00000067851	protein_coding
10343555	ENSMUSG00000028677	protein_coding
10343559	ENSMUSG00000024309	protein_coding
10343560	ENSMUSG00000027598	protein_coding
10343563	ENSMUSG00000020368	protein_coding
10343565	ENSMUSG00000008855	protein_coding
10343570	ENSMUSG00000034820	protein_coding
10343571	ENSMUSG00000026965	protein_coding
10343572	ENSMUSG00000020368	protein_coding
10343573	ENSMUSG00000037373	protein_coding
10343578	ENSMUSG00000030751	protein_coding
10343581	ENSMUSG00000024740	protein_coding
10343584	ENSMUSG00000028070	protein_coding
10343587	ENSMUSG00000028070	protein_coding
10343594	ENSMUSG00000001158	protein_coding
10343601	ENSMUSG00000026810	protein_coding
10343602	ENSMUSG00000027598	protein_coding
10343605	ENSMUSG00000005442	protein_coding
10343608	ENSMUSG00000026965	protein_coding
10343621	ENSMUSG00000028677	protein_coding
10343623	ENSMUSG00000021266	protein_coding
10343629	ENSMUSG00000021327	protein_coding
10343630	ENSMUSG00000015341	protein_coding
10343633	ENSMUSG00000055204	protein_coding
10343635	ENSMUSG00000020708	protein_coding
10343637	ENSMUSG00000030967	protein_coding
10343640	ENSMUSG00000014355	protein_coding
10343641	ENSMUSG00000025224	protein_coding
10343642	ENSMUSG00000067851	protein_coding
10343648	ENSMUSG00000025224	protein_coding
10343652	ENSMUSG00000029405	protein_coding
10343667	ENSMUSG00000032112	protein_coding
10343670	ENSMUSG00000007036	protein_coding
10343672	ENSMUSG00000022193	protein_coding
10343677	ENSMUSG00000028797	protein_coding
10343686	ENSMUSG00000068328	protein_coding
10343690	ENSMUSG00000021327	protein_coding
10343696	ENSMUSG00000026553	protein_coding
10343697	ENSMUSG00000020459	protein_coding
10343698	ENSMUSG00000038848	protein_coding
10343701	ENSMUSG00000025224	protein_coding
10343702	ENSMUSG00000026553	protein_coding
10343704	ENSMUSG00000005442	protein_coding
10343705	ENSMUSG00000025224	protein_coding
10343709	ENSMUSG00000079477	protein_coding
10343714	ENSMUSG00000005982	protein_coding
10343717	ENSMUSG00000029405	protein_coding
10343719	ENSMUSG00000032112	protein_coding
10343721	ENSMUSG00000014355	protein_coding
10343727	ENSMUSG00000030058	protein_coding
10343728	ENSMUSG00000022898	protein_coding
10343737	ENSMUSG00000021282	protein_coding
10343739	ENSMUSG00000004207	protein_coding
10343741	ENSMUSG00000028567	protein_coding
10343744	ENSMUSG00000036299	protein_coding
10343745	ENSMUSG00000028677	protein_coding
10343746	ENSMUSG00000014355	protein_coding
10343750	ENSMUSG00000070733	protein_coding
10343752	ENSMUSG00000021556	protein_coding
10343753	ENSMUSG00000001289	protein_coding
10343756	ENSMUSG00000067851	protein_coding
10343757	ENSMUSG00000014355	protein_coding
10343760	ENSMUSG00000014355	protein_coding
10343769	ENSMUSG00000020519	protein_coding
10343770	ENSMUSG00000007036	protein_coding
10343773	ENSMUSG00000027598	protein_coding
10343784	ENSMUSG00000026553	protein_coding
10343787	ENSMUSG00000079477	protein_coding
10343788	ENSMUSG00000040688	protein_coding
10343790	ENSMUSG00000021327	protein_coding
10343792	ENSMUSG00000029405	protein_coding
10343801	ENSMUSG00000044600	protein_coding
10343802	ENSMUSG00000024740	protein_coding
10343803	ENSMUSG00000008855	protein_coding
10343808	ENSMUSG00000008855	protein_coding
10343809	ENSMUSG00000008855	protein_coding
10343811	ENSMUSG00000027879	protein_coding
10343812	ENSMUSG00000001018	protein_coding
10343813	ENSMUSG00000008855	protein_coding
10343816	ENSMUSG00000019868	protein_coding
10343818	ENSMUSG00000022100	protein_coding
10343821	ENSMUSG00000025224	protein_coding
10343823	ENSMUSG00000022770	protein_coding
10343828	ENSMUSG00000029446	protein_coding
10343831	ENSMUSG00000028759	protein_coding
10343833	ENSMUSG00000032803	protein_coding
10343838	ENSMUSG00000026965	protein_coding
10343841	ENSMUSG00000040688	protein_coding
10343844	ENSMUSG00000078713	protein_coding
10343856	ENSMUSG00000029405	protein_coding
10343857	ENSMUSG00000044600	protein_coding
10343864	ENSMUSG00000020368	protein_coding
10343867	ENSMUSG00000020088	protein_coding
10343873	ENSMUSG00000028759	protein_coding
10343875	ENSMUSG00000028759	protein_coding
10343876	ENSMUSG00000020519	protein_coding
10343877	ENSMUSG00000027828	protein_coding
10343878	ENSMUSG00000040688	protein_coding
10343883	ENSMUSG00000025208	protein_coding
10343887	ENSMUSG00000028646	protein_coding
10343889	ENSMUSG00000022898	protein_coding
10343895	ENSMUSG00000020459	protein_coding
10343903	ENSMUSG00000027598	protein_coding
10343906	ENSMUSG00000067851	protein_coding
10343907	ENSMUSG00000008855	protein_coding
10343908	ENSMUSG00000038160	protein_coding
10343912	ENSMUSG00000025224	protein_coding
10343916	ENSMUSG00000025261	protein_coding
10343918	ENSMUSG00000026878	protein_coding
10343921	ENSMUSG00000028797	protein_coding
10343923	ENSMUSG00000025261	protein_coding
10343924	ENSMUSG00000024740	protein_coding
10343926	ENSMUSG00000029446	protein_coding
10343927	ENSMUSG00000079477	protein_coding
10343928	ENSMUSG00000022770	protein_coding
10343930	ENSMUSG00000025224	protein_coding
10343931	ENSMUSG00000007036	protein_coding
10343933	ENSMUSG00000014355	protein_coding
10343934	ENSMUSG00000032112	protein_coding
10343940	ENSMUSG00000029405	protein_coding
10343941	ENSMUSG00000008855	protein_coding
10343942	ENSMUSG00000028646	protein_coding
10343948	ENSMUSG00000032803	protein_coding
10343952	ENSMUSG00000014355	protein_coding
10343962	ENSMUSG00000036733	protein_coding
10343968	ENSMUSG00000030751	protein_coding
10343970	ENSMUSG00000038848	protein_coding
10343971	ENSMUSG00000020368	protein_coding
10343972	ENSMUSG00000021096	protein_coding
10343973	ENSMUSG00000026553	protein_coding
10343974	ENSMUSG00000030058	protein_coding
10343982	ENSMUSG00000067851	protein_coding
10343989	ENSMUSG00000030058	protein_coding
10343993	ENSMUSG00000005442	protein_coding
10344003	ENSMUSG00000029446	protein_coding
10344010	ENSMUSG00000020088	protein_coding
10344011	ENSMUSG00000004207	protein_coding
10344012	ENSMUSG00000027598	protein_coding
10344013	ENSMUSG00000029405	protein_coding
10344016	ENSMUSG00000022100	protein_coding
10344017	ENSMUSG00000004207	protein_coding
10344023	ENSMUSG00000021096	protein_coding
10344026	ENSMUSG00000005982	protein_coding
10344027	ENSMUSG00000040688	protein_coding
10344028	ENSMUSG00000028759	protein_coding
10344029	ENSMUSG00000041645	protein_coding
10344042	ENSMUSG00000026810	protein_coding
10344049	ENSMUSG00000005442	protein_coding
10344051	ENSMUSG00000032803	protein_coding
10344053	ENSMUSG00000036733	protein_coding
10344054	ENSMUSG00000021282	protein_coding
10344058	ENSMUSG00000025261	protein_coding
10344062	ENSMUSG00000036299	protein_coding
10344064	ENSMUSG00000022770	protein_coding
10344069	ENSMUSG00000025208	protein_coding
10344071	ENSMUSG00000028677	protein_coding
10344072	ENSMUSG00000067851	protein_coding
10344074	ENSMUSG00000030967	protein_coding
10344076	ENSMUSG00000078923	protein_coding
10344078	ENSMUSG00000027598	protein_coding
10344083	ENSMUSG00000024712	protein_coding
10344084	ENSMUSG00000027598	protein_coding
10344089	ENSMUSG00000020936	protein_coding
10344093	ENSMUSG00000030058	protein_coding
10344097	ENSMUSG00000037373	protein_coding
10344106	ENSMUSG00000020708	protein_coding
10344111	ENSMUSG00000014355	protein_coding
10344125	ENSMUSG00000036733	protein_coding
10344126	ENSMUSG00000014355	protein_coding
10344127	ENSMUSG00000038160	protein_coding
10344128	ENSMUSG00000022898	protein_coding
10344137	ENSMUSG00000024740	protein_coding
10344141	ENSMUSG00000004207	protein_coding
10344160	ENSMUSG00000035505	protein_coding
10344161	ENSMUSG00000025261	protein_coding
10344174	ENSMUSG00000026878	protein_coding
10344180	ENSMUSG00000022100	protein_coding
10344184	ENSMUSG00000025261	protein_coding
10344185	ENSMUSG00000024740	protein_coding
10344194	ENSMUSG00000002332	protein_coding
10344196	ENSMUSG00000036733	protein_coding
10344200	ENSMUSG00000005442	protein_coding
10344205	ENSMUSG00000027598	protein_coding
10344206	ENSMUSG00000040688	protein_coding
10344212	ENSMUSG00000041645	protein_coding
10344216	ENSMUSG00000024712	protein_coding
10344219	ENSMUSG00000008855	protein_coding
10344222	ENSMUSG00000027828	protein_coding
10344226	ENSMUSG00000030058	protein_coding
10344230	ENSMUSG00000044600	protein_coding
10344231	ENSMUSG00000025224	protein_coding
10344232	ENSMUSG00000026553	protein_coding
10344234	ENSMUSG00000005982	protein_coding
10344235	ENSMUSG00000041645	protein_coding
10344240	ENSMUSG00000005982	protein_coding
10344252	ENSMUSG00000014355	protein_coding
10344261	ENSMUSG00000067851	protein_coding
10344270	ENSMUSG00000020459	protein_coding
10344273	ENSMUSG00000028759	protein_coding
10344276	ENSMUSG00000008855	protein_coding
10344277	ENSMUSG00000027598	protein_coding
10344279	ENSMUSG00000026965	protein_coding
10344281	ENSMUSG00000008855	protein_coding
10344289	ENSMUSG00000025261	protein_coding
10344293	ENSMUSG00000029405	protein_coding
10344294	ENSMUSG00000028677	protein_coding
10344304	ENSMUSG00000027598	protein_coding
10344308	ENSMUSG00000003346	protein_coding
10344309	ENSMUSG00000030058	protein_coding
10344310	ENSMUSG00000014355	protein_coding
10344315	ENSMUSG00000027598	protein_coding
10344316	ENSMUSG00000028759	protein_coding
10344317	ENSMUSG00000036733	protein_coding
10344318	ENSMUSG00000022898	protein_coding
10344322	ENSMUSG00000020936	protein_coding
