ID	pvalue	algorithm
ENSMUSG00000000001	0.79695127653599	ARS
ENSMUSG00000001175	0.179354058860482	ARS
ENSMUSG00000001986	0.0274422675545427	ARS
ENSMUSG00000002771	0.666934734264067	ARS
ENSMUSG00000005034	0.461194086969555	ARS
ENSMUSG00000005469	0.0575877973575423	ARS
ENSMUSG00000005580	0.107044879246198	ARS
ENSMUSG00000015968	0.478009593476826	ARS
ENSMUSG00000019370	0.800131059990395	ARS
ENSMUSG00000020431	0.0699089555343279	ARS
ENSMUSG00000020524	0.718533505668462	ARS
ENSMUSG00000020654	0.295437560323194	ARS
ENSMUSG00000020734	0.292617570231474	ARS
ENSMUSG00000020866	0.0519549328025237	ARS
ENSMUSG00000020893	0.0532039564120677	ARS
ENSMUSG00000021180	0.0016815852738441	ARS
ENSMUSG00000021250	0.0601574243411837	ARS
ENSMUSG00000021313	0.583965440994603	ARS
ENSMUSG00000021536	0.641231844388112	ARS
ENSMUSG00000021820	0.532813830619244	ARS
ENSMUSG00000021933	0.230731446595832	ARS
ENSMUSG00000022220	0.0730342691488741	ARS
ENSMUSG00000022376	0.0335266446380671	ARS
ENSMUSG00000022416	0.0919346340257622	ARS
ENSMUSG00000022840	0.260607869246593	ARS
ENSMUSG00000022994	0.0204172991529642	ARS
ENSMUSG00000023439	0.022314943380243	ARS
ENSMUSG00000024112	0.826730808516277	ARS
ENSMUSG00000024256	0.0161541727561738	ARS
ENSMUSG00000024617	0.0525933483574657	ARS
ENSMUSG00000024639	0.0022963231389499	ARS
ENSMUSG00000024960	0.392211529635446	ARS
ENSMUSG00000025739	0.0743356747000385	ARS
ENSMUSG00000025892	0.583571876612323	ARS
ENSMUSG00000025958	0.00154819359663283	ARS
ENSMUSG00000026567	0.175150211017577	ARS
ENSMUSG00000026824	0.00853131791321848	ARS
ENSMUSG00000026959	0.805633691249675	ARS
ENSMUSG00000027523	0.00222380866853433	ARS
ENSMUSG00000027669	0.197706234496361	ARS
ENSMUSG00000028957	0.022829967179619	ARS
ENSMUSG00000029064	0.228136601868381	ARS
ENSMUSG00000029334	0.0428331422090849	ARS
ENSMUSG00000029361	0.831329202186735	ARS
ENSMUSG00000029713	0.024111822572388	ARS
ENSMUSG00000029778	0.612322387920049	ARS
