ID	ZT00	ZT06	ZT12	ZT18
FBgn0037410	0.522	0.091	0.391	0.567
FBgn0037411	0.429	0.123	0.262	0.254
FBgn0037411	0.409	0.113	0.281	0.31
FBgn0037413	0.296	0.047	0.355	0.786
FBgn0037414	0.293	0.047	0.268	0.308
FBgn0037418	0.395	0.109	0.193	0.337
FBgn0037419	0.3	0	0.026	0.199
FBgn0037427	0.324	0.083	0.252	0.301
FBgn0037428	0.104	0.067	0.249	0.241
FBgn0037429	0.297	0	0.245	0.513
FBgn0037432	0.354	1.195	1.337	7.712
FBgn0037433	62.946	34.64	52.085	39.959
FBgn0037435	2.567	2.337	2.465	2.294
FBgn0037436	0.157	0	0.108	0.262
FBgn0037440	15.377	20.448	25.589	23.824
FBgn0037442	48.322	55.74	40.763	47.462
FBgn0037442	47.603	55.541	40.107	47.263
FBgn0037442	46.34	55.504	38.512	48.551
FBgn0037443	34.258	37.782	41.44	39.829
FBgn0037443	41.311	45.989	50.42	48.381
FBgn0037443	33.613	37.303	40.364	39.091
FBgn0037445	6.591	6.117	4.25	6.074
FBgn0037446	9.644	10.763	9.244	10.269
FBgn0037446	9.941	10.79	9.223	10.599
FBgn0037446	9.659	10.801	9.021	10.243
FBgn0037448	10.352	5.512	6.554	3.735
FBgn0037448	12.411	6.656	7.877	4.382
FBgn0037449	0.282	0	0.387	0.375
FBgn0037455	0.679	0.717	1.099	5.449
FBgn0037456	0.188	0.181	0.613	1.094
FBgn0037460	1.433	1.584	5.296	14.012
FBgn0037462	0.716	0.276	0.639	1.189
FBgn0037463	3.241	2.235	3.541	20.336
FBgn0037464	2.755	2.268	3.574	12.452
FBgn0037465	23.603	27.97	31.475	27.38
FBgn0037466	7.561	8.817	7.823	7.236
FBgn0037466	7.658	8.996	8.01	7.366
FBgn0037466	7.67	9.01	8.008	7.378
FBgn0037467	9.369	11.911	13.109	12.872
FBgn0037467	9.055	11.545	12.739	12.456
FBgn0037468	173.166	127.75	119.156	94.714
FBgn0037468	174.249	128.658	119.809	95.24
FBgn0037468	152.826	115.571	107.31	84.815
FBgn0037469	14.952	22.539	22.893	18.38
FBgn0037470	28.72	35.901	26.594	30.295
FBgn0037475	0.454	0.058	0.156	0.181
FBgn0037478	11.496	12.718	11.361	12.297
FBgn0037485	2.569	0.088	0.164	0.501
FBgn0037485	2.656	0.091	0.17	0.424
FBgn0037486	0.81	0.577	1.481	4.034
FBgn0037487	1.153	0.76	0.567	0.932
FBgn0037488	0.671	0.086	0.061	0.387
FBgn0037490	5.478	4.231	5.229	6.224
FBgn0037491	7.472	6.536	6.856	6.205
FBgn0037500	1.308	1.008	1.974	9.095
FBgn0037502	0.387	0.293	0.555	0.911
FBgn0037512	0.475	0.139	1.068	2.585
FBgn0037514	0.911	0.643	1.749	8.289
FBgn0037515	22.476	10.654	13.716	12.538
FBgn0037515	23.55	11.162	14.371	13.113
FBgn0037516	0.763	0.436	0.989	2.198
FBgn0037517	9.214	0.135	0.265	0.818
FBgn0037520	5.061	0.03	0.158	0.489
FBgn0037521	1.366	0.877	0.689	1.081
FBgn0037521	1.34	0.886	0.703	1.074
FBgn0037525	0.766	0.731	0.65	0.735
FBgn0037525	0.671	0.586	0.442	0.606
FBgn0037525	0.752	0.307	0.633	0.5
FBgn0037526	7.929	7.998	7.362	7.973
FBgn0037526	3.782	3.982	3.53	4.301
FBgn0037531	1.349	0.853	0.691	0.669
FBgn0037533	96.377	93.557	75.106	83.518
FBgn0037534	19.571	14.281	19.016	9.652
FBgn0037536	36.518	39.361	38.955	36.772
FBgn0037536	36.553	39.377	39.076	36.898
FBgn0037536	36.693	39.407	39.168	36.942
FBgn0037541	8.467	9.323	7.548	8.46
FBgn0037541	8.737	9.64	7.996	8.609
FBgn0037543	8.796	8.162	6.579	7.993
FBgn0037543	9.279	8.597	7.333	8.545
FBgn0037544	9.683	10.733	11.468	11.76
FBgn0037547	487.197	814.582	1456.191	1076.363
FBgn0037549	13.297	15.454	14.557	15.828
FBgn0037551	65.295	64.527	56.291	57.628
FBgn0037554	5.004	4.278	3.713	3.833
FBgn0037555	10.712	11.422	9.342	9.845
FBgn0037556	6.315	7.057	5.87	7.222
FBgn0037563	0.176	0.189	0.121	0.273
FBgn0037565	8.434	6.779	6.82	5.627
FBgn0037565	8.518	6.842	6.882	5.675
FBgn0037565	8.569	6.893	6.941	5.709
FBgn0037566	16.104	18.077	15.645	20.429
FBgn0037570	0.55	0.589	0.409	0.701
FBgn0037571	0.298	0.24	0.512	0.198
FBgn0037572	0.226	0.097	0.413	0.2
FBgn0037574	5.823	6.469	6.289	5.295
FBgn0037577	0.333	0.071	11.033	0.074
FBgn0037578	4.189	5.287	5.403	5.09
FBgn0037580	28.588	40.235	56.384	55.189
FBgn0037581	0.432	0.444	0.593	1.263
FBgn0037583	7.985	7.71	7.669	6.692
FBgn0037589	0.255	0	0.087	0
FBgn0037590	0.506	0.036	0.231	0.037
FBgn0037592	24.124	26.211	28.961	31.725
FBgn0037592	26.089	27.387	31.352	33.906
FBgn0037602	16.94	21.544	27.336	24.223
FBgn0037607	490.984	836.623	563.22	518.714
FBgn0037608	10.498	15.114	15.887	13.019
FBgn0037610	11.031	11.871	12.576	20.485
FBgn0037611	4.945	8.171	7.229	7.486
FBgn0037612	26.098	27.647	15.014	13.043
FBgn0037612	35.656	38.55	24.391	20.671
FBgn0037613	18.311	18.017	19.251	13.029
FBgn0037614	7.684	8.756	9.504	7.358
FBgn0037614	7.663	8.732	9.552	7.362
FBgn0037615	11.449	12.443	13.579	9.027
FBgn0037616	2.981	2.595	4.258	15.843
FBgn0037616	3.007	2.583	4.237	15.872
FBgn0037617	2.886	4.006	2.795	2.566
FBgn0037618	0.462	0	0.476	0.538
FBgn0037620	2.62	2.559	2.461	2.8
FBgn0037621	10.329	11.647	12.891	12.109
FBgn0037622	4.416	5.465	4.185	4.677
FBgn0037623	4.052	2.843	1.844	2.692
FBgn0037626	0.422	0.217	0.405	2.131
FBgn0037633	3.506	4.052	2.361	3.579
FBgn0037634	4.53	3.259	5.467	4.351
FBgn0037635	81.147	59.059	50.749	16.638
FBgn0037635	64.423	46.845	40.077	12.994
FBgn0037636	68.237	58.625	58.341	58.064
FBgn0037636	65.74	56.535	56.19	56.058
FBgn0037638	12.471	12.459	11.984	10.66
FBgn0037643	256.055	309.419	250.356	396.505
FBgn0037643	253.391	305.782	247.571	392.279
FBgn0037643	255.909	309.242	250.239	396.279
FBgn0037643	253.534	305.956	247.686	392.501
FBgn0037644	13.174	16.109	15.15	18.201
FBgn0037646	43.753	59.728	60.998	49.697
FBgn0037652	21.186	26.494	25.842	22.123
FBgn0037652	21.403	26.585	26.144	22.164
FBgn0037654	0.726	0.396	0.374	1.737
FBgn0037654	0.633	0.432	0.407	1.841
FBgn0037655	57.763	51.917	52.347	48.368
FBgn0037655	55.615	50.052	50.336	46.564
FBgn0037655	58.326	52.485	52.806	48.876
FBgn0037655	58.943	53.044	53.315	49.384
FBgn0037657	10.261	10.282	9.196	10.797
FBgn0037659	6.353	5.189	5.228	5.906
FBgn0037660	5.384	5.41	6.5	5.923
FBgn0037661	2.232	3.017	3.344	3.551
FBgn0037664	1.009	0.648	1.2	2.346
FBgn0037664	0.984	0.758	1.586	2.516
FBgn0037665	0.348	0	0.239	0.193
FBgn0037669	4.477	9.641	8.957	10.1
FBgn0037672	1.225	0.58	0.752	0.986
FBgn0037675	0.111	0	0	0.37
FBgn0037676	0.342	0.125	0.268	0.227
FBgn0037677	0.413	0	0.227	0.275
FBgn0037678	10.919	10.659	3.283	6.509
FBgn0037679	5.087	7.838	6.228	7.747
FBgn0037680	7.974	6.492	6.417	5.593
FBgn0037683	49.336	7.869	7.348	9.511
FBgn0037684	96.835	67.425	62.887	93.814
FBgn0037684	92.781	66.072	60.242	91.186
FBgn0037685	0.559	0.215	0.537	0.334
FBgn0037688	10.506	13.631	10.75	11.952
FBgn0037690	0.42	0.172	0.34	0.533
FBgn0037697	20.115	19.585	5.387	7.906
FBgn0037697	11.153	10.577	2.933	4.45
FBgn0037698	0.732	0.215	0.444	0.477
FBgn0037698	0.738	0.211	0.437	0.48
FBgn0037700	14.363	17.968	18.26	16.851
FBgn0037702	15.331	21.554	18.315	20.598
FBgn0037702	16.068	22.699	19.328	21.6
FBgn0037703	3.474	4.431	3.527	3.878
FBgn0037707	5.676	7.474	9.372	8.021
FBgn0037708	4.183	5.73	4.127	3.838
FBgn0037709	27.522	29.152	35.461	26.614
FBgn0037712	1.205	1.389	1.097	1.372
FBgn0037712	1.204	1.36	1.123	1.36
FBgn0037713	15.789	10.055	5.768	6.14
FBgn0037713	15.973	10.003	5.658	6.132
FBgn0037715	93.588	111.708	88.259	69.64
FBgn0037715	94.428	112.711	89.052	70.222
FBgn0037716	2.903	1.932	2.41	2.963
FBgn0037718	58.032	60.357	55.693	52.615
FBgn0037719	17.574	16.409	20.9	15.913
FBgn0037720	9.002	5.13	9.323	5.821
FBgn0037720	10.365	5.653	10.177	6.464
FBgn0037720	12.46	6.901	11.984	7.393
FBgn0037723	17.777	40.086	32.4	40.901
FBgn0037726	0.269	0.032	0.275	0.415
FBgn0037727	14.222	12.053	6.182	15.794
FBgn0037728	209.33	319.034	488.911	345.175
FBgn0037731	0	0	0	0.035
FBgn0037731	0	0	0	0.035
FBgn0037734	13.967	15.145	16.986	17.217
FBgn0037736	0.404	0.33	0.264	0.524
FBgn0037737	5.24	6.092	6.427	5.802
FBgn0037739	10.179	9.318	6.533	6.963
FBgn0037742	1.01	2.123	2.835	5.033
FBgn0037744	71.362	84.703	89.605	77.713
FBgn0037746	0.638	0.671	1.035	0.655
FBgn0037747	19.306	18.851	18.134	18.064
FBgn0037749	36.051	43.165	78.287	76.913
FBgn0037750	5.54	0.719	1.495	1.287
FBgn0037750	5.689	0.755	1.548	1.33
FBgn0037751	0.918	0.366	0.97	1.072
FBgn0037753	3.771	1.373	1.12	1.343
FBgn0037754	6.961	8.557	5.459	6.153
FBgn0037755	13.862	14.326	11.969	12.889
FBgn0037756	50.545	64.75	66.273	66.78
FBgn0037757	4.889	5.16	4.485	5.202
FBgn0037758	19.847	22.552	15.005	18.982
FBgn0037759	1.242	1.268	2.972	11.874
FBgn0037762	1.838	2.723	3.442	1.55
FBgn0037766	0.319	0.158	0.397	0.25
FBgn0037770	2.828	3.053	2.322	3.16
FBgn0037773	0.923	1.067	1.204	0.982
FBgn0037773	1.221	1.397	1.311	1.305
FBgn0037773	1.218	1.394	1.308	1.302
FBgn0037778	4.06	3.42	3.744	3.771
FBgn0037779	43.574	62.438	75.052	67.566
FBgn0037780	12.276	14.935	12.783	14.262
FBgn0037781	2.958	0.305	0.217	0.491
FBgn0037786	1.019	0.028	0.213	0.353
FBgn0037788	83.389	88.257	78.6	41.722
FBgn0037792	1.544	1.752	1.212	1.665
FBgn0037796	9.283	2.937	3.277	2.138
FBgn0037796	9.246	2.936	3.252	2.122
FBgn0037801	18.61	9.831	9.77	15.081
FBgn0037802	1.893	1.937	1.867	1.493
FBgn0037807	4.699	9.543	4.108	5.774
FBgn0037810	0.909	1.362	0.982	1.18
FBgn0037814	3.375	3.797	4.792	2.905
FBgn0037817	20.191	25.377	25.077	29.911
FBgn0037822	26.518	25.355	25.114	24.583
FBgn0037826	0.158	0.28	0.761	2.578
FBgn0037831	2.214	3.074	2.137	2.43
FBgn0037831	2.219	3.073	2.158	2.453
FBgn0037832	0.329	0.084	0.181	0.262
FBgn0037834	14.385	18.943	16.387	17.277
FBgn0037835	355.367	360.209	400.701	210.094
FBgn0037836	0.32	0.12	0.193	0.192
FBgn0037837	0.187	0.12	0.257	0.249
FBgn0037841	3.809	7.189	9.772	6.275
FBgn0037843	14.294	17.014	22.319	17.787
FBgn0037843	14.368	17.067	22.505	17.785
FBgn0037844	1.045	0.335	0.824	1.076
FBgn0037846	6.045	5.844	4.838	6.716
FBgn0037848	27.3	32.39	19.635	25.29
FBgn0037852	10.533	13.192	11.276	11.649
FBgn0037853	5.619	8.864	9.168	6.666
FBgn0037856	3.026	2.475	2.573	2.148
FBgn0037860	1.677	0.732	1.748	8.065
FBgn0037870	1.305	0	0.224	0.217
FBgn0037873	154.179	157.923	201.096	175.069
FBgn0037874	1676.48	1684.171	1428.079	1598.99
FBgn0037876	3.058	4.141	3.852	4.1
FBgn0037878	9.113	9.207	9.443	11.503
FBgn0037879	0.29	0.14	1.591	0.385
FBgn0037883	16.347	16.355	23.082	16.019
FBgn0037885	8.817	10.989	11.883	11.233
FBgn0037885	7.035	8.582	9.223	9.036
FBgn0037888	0.441	0.566	1.512	0.927
FBgn0037889	0.076	0.679	3.317	1.054
FBgn0037890	167.444	153.031	106.993	58.931
FBgn0037890	104.793	96.842	66.275	36.937
FBgn0037891	154.238	140.283	124.78	126.261
FBgn0037895	11.38	11.183	10.515	9.919
FBgn0037896	0.524	0.202	0.24	0.626
FBgn0037897	4.245	5.626	4.187	4.588
FBgn0037899	258.149	247.998	167.631	201.209
FBgn0037900	9.729	9.406	7.885	10.581
FBgn0037906	109.155	74.094	67.637	45.751
FBgn0037906	107.364	70.104	71.79	46.882
FBgn0037906	117.251	75.163	78.083	51.012
FBgn0037908	0.464	0.06	0.254	0.585
FBgn0037911	6.367	3.689	3.785	3.471
FBgn0037912	198.152	216.415	221.938	208.072
FBgn0037913	270.023	300.036	362.44	351.587
FBgn0037913	302.952	342.459	512.691	484.898
FBgn0037916	0.455	0.032	0.225	0.302
FBgn0037920	2.306	2.613	2.451	2.614
FBgn0037921	1.777	1.668	1.594	1.393
FBgn0037921	3.462	4.001	3.642	3.29
FBgn0037923	0.949	1.522	1.338	1.015
FBgn0037924	2.584	2.295	2.261	3.053
FBgn0037926	11.612	14.824	8.99	9.42
FBgn0037926	10.938	14.261	8.613	9.101
FBgn0037930	40.986	54.286	65.582	47.669
FBgn0037935	10.567	11.268	4.979	4.518
FBgn0037936	38.621	21.645	34.742	27.321
FBgn0037937	1.342	0.861	2.328	2.15
FBgn0037941	0.705	0.54	0.671	0.65
FBgn0037943	11.735	13.329	9.888	10.572
FBgn0037944	3.878	4.104	3.791	4.323
FBgn0037944	3.986	4.241	3.892	4.417
FBgn0037949	4.829	4.629	3.904	4.987
FBgn0037950	1.273	0.867	0.794	0.538
FBgn0037950	1.248	0.851	0.802	0.544
FBgn0037950	1.275	0.893	0.768	0.565
FBgn0037955	88.531	101.006	84.514	83.054
FBgn0037955	81.051	91.485	76.193	74.75
FBgn0037958	2.062	3.53	2.883	2.74
FBgn0037960	4.472	4.046	4.741	3.646
FBgn0037962	0.421	0.721	1.686	6.018
FBgn0037963	1.996	1.782	2.49	2.327
FBgn0037970	3.401	2.106	3.375	8.232
FBgn0037970	3.453	2.138	3.426	8.315
FBgn0037972	0.814	0.121	0.258	0.665
FBgn0037972	0.676	0	0.361	0.799
FBgn0037974	11.699	11.878	15.996	12.909
FBgn0037978	5.836	9.377	8.397	9.186
FBgn0037978	5.057	8.062	6.899	7.98
FBgn0037979	6.024	5.373	5.316	5.679
FBgn0037986	0.033	0.23	0.424	1.492
FBgn0037988	1.154	0.9	2.036	10.899
FBgn0037989	3.874	3.064	2.948	2.591
FBgn0037989	3.697	2.86	2.792	2.516
FBgn0037989	3.678	2.881	2.804	2.519
FBgn0037992	0.237	0.122	0.163	0.22
FBgn0037992	0.193	0.124	0.099	0.128
FBgn0037993	0.434	0.085	0.259	0.313
FBgn0037996	0.46	0.091	0.364	0.424
FBgn0037998	6.334	7.265	7.079	7.739
FBgn0037998	6.404	7.354	7.208	7.835
FBgn0037999	10.975	11.724	8.957	11.66
FBgn0038002	0.282	0.136	0.242	0.328
FBgn0038006	0.251	0.054	0.086	0.278
FBgn0038009	0.644	0.517	1.214	1.176
FBgn0038012	0.662	0.05	0.32	0.362
FBgn0038014	1.455	0.311	1.663	0.552
FBgn0038016	6.542	6.322	5.437	5.68
FBgn0038018	1.234	0.625	1.203	4.272
FBgn0038020	51.379	39.025	42.415	48.308
FBgn0038028	0.476	0.175	0.326	0.361
FBgn0038029	0.503	0.282	0.302	0.25
FBgn0038032	48.619	84.451	22.227	20.598
FBgn0038032	190.294	408.774	411.045	269.966
FBgn0038033	193.367	415.577	417.984	274.438
FBgn0038037	79.79	72.763	70.213	84.979
FBgn0038038	75.089	116.865	139.556	129.28
FBgn0038039	23.93	29.821	28.556	26.626
FBgn0038045	0.662	0.496	0.606	0.99
FBgn0038046	8.835	13.174	14.573	14.658
FBgn0038049	22.261	26.234	28.198	27.179
FBgn0038052	7.836	7.323	10.41	37.626
FBgn0038054	0.72	0.808	0.74	1.195
FBgn0038056	16.438	19.17	12.728	16.336
FBgn0038057	4.171	5.562	4.32	4.424
FBgn0038063	2.478	2.752	3.72	2.305
FBgn0038063	2.58	2.443	3.289	2.071
FBgn0038063	2.569	2.422	3.189	2.032
FBgn0038063	1.822	1.599	2.271	1.469
FBgn0038065	152.635	232.741	173.724	207.445
FBgn0038068	0.162	0.069	0.333	0.323
FBgn0038069	0.357	0.033	0.245	0.169
FBgn0038072	7.12	7.738	11.146	7.325
FBgn0038073	0.314	0.021	0.306	0.352
FBgn0038073	0.318	0.021	0.31	0.344
FBgn0038073	0.322	0.021	0.298	0.342
FBgn0038073	0.298	0.02	0.344	0.333
FBgn0038073	0.325	0.021	0.301	0.335
FBgn0038074	1288.994	1672.243	1014.43	1084.305
FBgn0038076	5.398	7.702	4.17	4.144
FBgn0038078	1.609	1.102	2.355	6.771
FBgn0038079	17.261	16.094	18.743	15.04
FBgn0038080	16.525	28.151	33.556	27.154
FBgn0038082	1.078	0.099	0.211	0.102
FBgn0038087	0.082	0.04	0.071	0.246
FBgn0038090	0.281	0	0.115	0.261
FBgn0038095	1.344	1.011	0.79	1.148
FBgn0038097	1.214	0.6	1.025	3.475
FBgn0038098	2.885	1.924	1.856	1.857
FBgn0038098	3.034	1.744	1.677	1.7
FBgn0038100	24.607	31.231	23.389	43.79
FBgn0038100	30.925	36.618	30.48	48.664
FBgn0038102	0.695	0.558	1.232	1.232
FBgn0038108	4.975	5.048	4.472	4.636
FBgn0038113	1.519	0.566	0.504	1.172
FBgn0038118	0.943	1.055	0.689	1.162
FBgn0038125	0.347	0.502	0.417	1.039
FBgn0038126	23.508	0.385	0.604	0.515
FBgn0038127	0.845	0.633	2.706	9.361
FBgn0038129	50.567	59.712	44.907	53.442
FBgn0038132	0	0.049	0	0.051
FBgn0038133	0.114	0.037	0.234	0.378
FBgn0038136	17.822	0.137	0.102	0.354
FBgn0038143	9.527	6.779	10.199	8.325
FBgn0038143	8.584	6.155	9.089	7.578
FBgn0038144	1.231	0.711	0.929	1.186
FBgn0038145	188.696	211.455	243.204	229.725
FBgn0038145	184.848	206.829	239.995	224.645
FBgn0038146	6.4	5.805	3.546	4.787
FBgn0038147	84.381	164.994	167.486	154.35
FBgn0038148	5.017	7.516	5.978	7.66
FBgn0038149	79.664	111.51	92.629	108.078
FBgn0038150	0.25	0	0.274	0.498
FBgn0038151	0.171	0.055	0.147	0.227
FBgn0038153	0.436	0.035	0.168	0.199
FBgn0038156	0.375	0.284	0.414	0.534
FBgn0038156	0.36	0.273	0.397	0.53
FBgn0038157	0.338	0.217	0.464	0.599
FBgn0038158	0.362	0.348	0.745	0.3
FBgn0038159	0	0.041	0.308	0.853
FBgn0038161	0.115	0.147	0.472	0.609
FBgn0038165	0.477	0.193	0.473	0.458
FBgn0038165	0.462	0.187	0.481	0.432
FBgn0038165	0.374	0.154	0.394	0.496
FBgn0038166	28.77	34.733	41.834	41.514
FBgn0038167	6.256	7.17	7.887	8.276
FBgn0038167	6.682	7.885	8.336	8.896
FBgn0038167	6.266	7.147	7.787	8.29
FBgn0038167	6.301	7.275	7.846	8.373
FBgn0038167	6.256	7.142	7.874	8.349
FBgn0038168	11.24	12.518	10.001	10.223
FBgn0038170	6.303	5.525	7.369	6.409
FBgn0038173	5.734	1.975	8.441	1.438
FBgn0038179	25.33	15.999	11.865	13.833
FBgn0038180	1.336	0.539	1.087	1.135
FBgn0038181	66.778	65.786	88.948	65.019
FBgn0038188	0.454	0.024	0.233	0.552
FBgn0038190	0.288	0.092	0.247	0.287
FBgn0038195	60.536	65.895	63.033	64.184
FBgn0038197	39.821	34.243	24.541	29.856
FBgn0038197	44.672	38.686	27.762	33.814
FBgn0038197	43.984	37.827	27.153	33.071
FBgn0038198	75.974	55.349	63.568	47.284
FBgn0038199	3.163	0.594	0.635	0.615
FBgn0038201	2.511	2.114	1.61	0.629
FBgn0038202	0.813	0.935	0.869	0.679
FBgn0038203	0.219	0	0.15	0.218
FBgn0038206	20.067	18.849	18.07	19.823
FBgn0038209	0.279	0.09	0.909	2.871
FBgn0038210	1.457	1.428	2.947	10.957
FBgn0038218	0.414	0.133	0.757	0.367
FBgn0038223	2.495	2.18	1.65	2.102
FBgn0038224	430.271	366.724	466.858	433.656
FBgn0038224	473.148	403.887	514.444	477.174
FBgn0038233	3.819	5.172	4.377	6.342
FBgn0038233	4.06	4.843	4.653	5.707
FBgn0038235	6.641	7.904	6.603	6.097
FBgn0038237	6.142	8.624	7.715	8.038
FBgn0038238	2.591	2.239	2.256	1.456
FBgn0038240	0.392	0.084	0.358	0.347
FBgn0038241	3.967	0.351	1.408	1.636
FBgn0038242	6.971	6.713	5.245	6.872
FBgn0038243	110.82	147.745	116.673	124.635
FBgn0038244	9.146	12.136	8.911	9.629
FBgn0038244	9.429	12.595	9.192	9.973
FBgn0038251	10.148	10.895	12.723	14.021
FBgn0038252	0.051	0.164	0.457	0.783
FBgn0038256	110.783	105.416	96.101	83.76
FBgn0038256	119.498	114.463	103.749	91.646
FBgn0038257	143.255	121.774	229.674	276.409
FBgn0038261	2.306	3.004	2.509	2.451
FBgn0038262	2.831	0.429	0.436	0.486
FBgn0038266	0.388	0.424	1.038	4.331
FBgn0038268	2.449	2.973	2.279	2.642
FBgn0038271	368.543	332.672	366.073	358.724
FBgn0038273	0.235	0.201	0.107	0.675
FBgn0038274	5.069	6.017	5.832	6.718
FBgn0038275	6.115	6.59	5.693	5.707
FBgn0038277	2.164	0.738	1.763	1.932
FBgn0038282	0.301	0.064	0.303	0.347
FBgn0038290	13.677	17.231	28.857	26.667
FBgn0038291	11.442	15.212	14.284	22.16
FBgn0038292	6.748	0.713	0.914	1.416
FBgn0038294	690.535	609.728	772.564	606.811
FBgn0038294	696.012	621.024	784.927	618.555
FBgn0038294	1574.574	1440.384	1790.972	1476.429
FBgn0038294	641.529	566.914	717.513	563.064
FBgn0038294	842.295	755.629	954.091	752.769
FBgn0038294	589.836	520.501	658.651	515.368
FBgn0038294	648.16	574.263	726.415	568.661
FBgn0038294	1452.521	1323.792	1667.04	1314.242
FBgn0038294	1344.803	1225.873	1543.41	1216.865
FBgn0038294	602.96	533.873	674.745	528.642
FBgn0038295	0.506	0.219	0.337	0.399
FBgn0038295	0.489	0.199	0.357	0.379
FBgn0038296	0.773	0.544	0.642	2.982
FBgn0038299	53.597	37.545	21.637	31.355
FBgn0038300	3.248	4.779	3.375	3.918
FBgn0038303	6.229	7.871	5.441	6.352
FBgn0038304	6.123	6.024	6.014	6.409
FBgn0038306	4.849	5.758	4.252	4.214
FBgn0038307	7.522	10.17	10.623	13.404
FBgn0038307	8.048	10.568	10.916	13.731
FBgn0038309	1.188	0.882	0.687	0.937
FBgn0038311	1.143	1.15	1.725	2.329
FBgn0038315	0.786	0.601	0.565	0.597
FBgn0038316	10.494	11.814	10.873	9.804
FBgn0038318	11.489	18.888	15.407	16.173
FBgn0038319	20.197	22.892	24.973	24.406
FBgn0038320	14.463	16.371	13.766	14.456
FBgn0038324	1.63	1.859	1.702	1.794
FBgn0038325	7.534	6.027	5.474	6.844
FBgn0038326	123.235	150.342	110.418	86.139
FBgn0038327	6.487	12.179	11.754	11.546
FBgn0038327	6.367	11.702	11.461	11.216
FBgn0038331	43.165	65.979	50.937	56.61
FBgn0038332	5.837	7.676	6.845	8.787
FBgn0038334	0.554	0.656	1.256	3.847
FBgn0038337	59.18	1.138	5.075	1.218
FBgn0038341	9.766	5.962	6.472	6.197
FBgn0038342	1.273	0.913	1.284	1.99
FBgn0038343	0.962	2.085	2.805	1.678
FBgn0038344	2.094	1.986	1.469	1.855
FBgn0038348	0.443	0.095	0.214	0.283
FBgn0038350	0.326	0.022	0.189	0.399
FBgn0038353	408.409	555.911	293.788	397.582
FBgn0038358	0.309	0.066	0.212	0.387
FBgn0038359	3.015	2.395	4.171	23.22
FBgn0038360	20.733	22.337	19.03	22.698
FBgn0038361	1.014	0.521	1.392	9.255
FBgn0038365	1.401	2.066	1.424	2.069
FBgn0038369	20.534	21.677	23.44	26.206
FBgn0038369	16.503	17.27	19.178	20.328
FBgn0038371	1.105	1.419	1.483	2.425
FBgn0038376	33.161	50.404	74.699	64.233
FBgn0038381	6.927	6.447	5.989	5.882
FBgn0038387	16.654	19.413	22.381	24.35
FBgn0038388	39.267	45.431	57.095	52.148
FBgn0038389	9.496	12.819	15.423	12.725
FBgn0038389	9.519	13.354	16.264	13.526
FBgn0038394	0.693	0.243	0.735	0.335
FBgn0038395	5.125	3.513	7.127	3.175
FBgn0038397	0.486	0.08	0.316	0.464
FBgn0038398	6.782	6.705	2.084	1.963
FBgn0038400	156.158	151.051	157.388	148.151
FBgn0038401	2.04	1.993	1.211	1.8
FBgn0038404	0.542	0.077	0.33	0.24
FBgn0038405	1.269	0.378	1.057	1.355
FBgn0038407	39.378	48.153	70.034	47.642
FBgn0038412	8.637	0.63	1.504	0.848
FBgn0038416	0.518	0.128	0.191	0.503
FBgn0038419	6.972	1.343	1.478	1.179
FBgn0038419	6.573	1.307	1.323	0.831
FBgn0038423	1.023	0.743	1.77	9.96
FBgn0038424	10.544	14.025	15.764	13.648
FBgn0038425	4.695	5.747	4.895	7.153
FBgn0038425	4.719	5.577	4.88	6.816
FBgn0038426	19.145	21.468	25.712	26.603
FBgn0038427	11.326	11.34	10.451	10.31
FBgn0038427	11.297	11.38	10.035	10.119
FBgn0038428	25.527	34.118	46.475	43.299
FBgn0038429	4.09	3.156	3.243	3.116
FBgn0038429	3.921	3.049	3.138	3.242
FBgn0038432	8.36	10.067	9.206	9.583
FBgn0038435	0.197	0	0.231	0.411
FBgn0038437	8.19	8.975	11.721	12.383
FBgn0038438	29.061	37.165	34.538	34.299
FBgn0038448	0.196	0.252	0.134	0.729
FBgn0038449	55.898	186.039	70.13	18.437
FBgn0038450	170.834	347.437	35.4	18.037
FBgn0038451	0.82	0.577	0.589	0.415
FBgn0038453	18.36	21.384	18.893	21.421
FBgn0038455	24.354	19.584	14.659	16.497
FBgn0038460	12.745	10.384	9.889	7.241
FBgn0038460	14.758	11.806	10.557	8.651
FBgn0038461	7.109	11.323	17.049	14.781
FBgn0038465	275.928	276.841	236.998	275.974
FBgn0038467	46.03	29.859	15.181	29.162
FBgn0038468	0.251	0.161	0.591	0.477
FBgn0038475	16.925	8.514	11.725	9.737
FBgn0038476	6.766	8.254	6.579	9.127
FBgn0038478	5.986	4.616	6.272	3.467
FBgn0038484	10.802	1.052	5.12	3.145
FBgn0038485	0.361	0	0.049	0.336
FBgn0038486	0.424	0.447	1.019	3.623
FBgn0038487	0.936	0.075	0.562	0.739
FBgn0038488	7.251	8.44	7.526	9.231
FBgn0038488	6.651	7.559	7.088	8.111
FBgn0038490	1.341	2.885	2.807	2.718
FBgn0038491	8.132	10.583	9.942	8.526
FBgn0038491	5.64	7.174	6.984	6.033
FBgn0038498	0.397	0.071	0.242	0.381
FBgn0038504	11.547	7.404	7.593	7.421
FBgn0038504	10.114	6.568	6.335	6.95
FBgn0038508	0.837	0.06	0.383	0.68
FBgn0038510	0	0.037	0.04	0.346
FBgn0038511	0.428	0.069	0.176	0.327
