Gene.ID	Transcript.ID	Affy.ID	Gene.Type
ENSRNOG00000059642	ENSRNOT00000081552		protein_coding
ENSRNOG00000021078	ENSRNOT00000028617		protein_coding
ENSRNOG00000009872	ENSRNOT00000013800	1368343_at	protein_coding
ENSRNOG00000009872	ENSRNOT00000084826	1368343_at	protein_coding
ENSRNOG00000004307	ENSRNOT00000005726	1372868_at	protein_coding
ENSRNOG00000054245	ENSRNOT00000089680		protein_coding
ENSRNOG00000001699	ENSRNOT00000002308	1370947_at	protein_coding
ENSRNOG00000012436	ENSRNOT00000085067		protein_coding
ENSRNOG00000012436	ENSRNOT00000083682	1368021_at	protein_coding
ENSRNOG00000012436	ENSRNOT00000036993		protein_coding
ENSRNOG00000013538	ENSRNOT00000056015	1392900_at	protein_coding
ENSRNOG00000010895	ENSRNOT00000015299	1373058_at	protein_coding
ENSRNOG00000010895	ENSRNOT00000085725		protein_coding
ENSRNOG00000060482	ENSRNOT00000091079		protein_coding
ENSRNOG00000037446	ENSRNOT00000056680	1367885_at	protein_coding
ENSRNOG00000037446	ENSRNOT00000088381	1367885_at	protein_coding
ENSRNOG00000025377	ENSRNOT00000080748		protein_coding
ENSRNOG00000025377	ENSRNOT00000034041		protein_coding
ENSRNOG00000042601	ENSRNOT00000068598		protein_coding
ENSRNOG00000031423	ENSRNOT00000047107		protein_coding
ENSRNOG00000014575	ENSRNOT00000020149	1388529_at	protein_coding
ENSRNOG00000053380	ENSRNOT00000086910		protein_coding
ENSRNOG00000025515	ENSRNOT00000021645		protein_coding
ENSRNOG00000060742	ENSRNOT00000083485		protein_coding
ENSRNOG00000028904	ENSRNOT00000051945	1372495_at	protein_coding
ENSRNOG00000060404	ENSRNOT00000080001		pseudogene
ENSRNOG00000048986	ENSRNOT00000075676		protein_coding
ENSRNOG00000004493	ENSRNOT00000055630	1382428_at	protein_coding
ENSRNOG00000004493	ENSRNOT00000083637	1382428_at	protein_coding
ENSRNOG00000049552	ENSRNOT00000070934		protein_coding
ENSRNOG00000038766	ENSRNOT00000059225		protein_coding
ENSRNOG00000028366	ENSRNOT00000075054		protein_coding
ENSRNOG00000028366	ENSRNOT00000030470	1368117_at	protein_coding
ENSRNOG00000056486	ENSRNOT00000091859		protein_coding
ENSRNOG00000012079	ENSRNOT00000016117	1388226_at	protein_coding
ENSRNOG00000055197	ENSRNOT00000078555	1371017_at	protein_coding
ENSRNOG00000061519	ENSRNOT00000086808		protein_coding
ENSRNOG00000016511	ENSRNOT00000086236	1378017_at	protein_coding
ENSRNOG00000016511	ENSRNOT00000068174	1378017_at	protein_coding
ENSRNOG00000049397	ENSRNOT00000010885	1388502_at	protein_coding
ENSRNOG00000002864	ENSRNOT00000091670	1380215_at	protein_coding
ENSRNOG00000002864	ENSRNOT00000091670	1371826_at	protein_coding
ENSRNOG00000002864	ENSRNOT00000091670	1387443_at	protein_coding
ENSRNOG00000002864	ENSRNOT00000003884	1387443_at	protein_coding
ENSRNOG00000018823	ENSRNOT00000036910	1394957_at	protein_coding
ENSRNOG00000018823	ENSRNOT00000036910	1371558_at	protein_coding
ENSRNOG00000028384	ENSRNOT00000034915	1373570_at	protein_coding
ENSRNOG00000029262	ENSRNOT00000049695	1398871_at	protein_coding
ENSRNOG00000038572	ENSRNOT00000058838		protein_coding
ENSRNOG00000048548	ENSRNOT00000047759		protein_coding
ENSRNOG00000001252	ENSRNOT00000001688	1376697_at	protein_coding
ENSRNOG00000001252	ENSRNOT00000001688	1392174_at	protein_coding
ENSRNOG00000000105	ENSRNOT00000091046	1368584_a_at	protein_coding
ENSRNOG00000000105	ENSRNOT00000000117	1368584_a_at	protein_coding
ENSRNOG00000014871	ENSRNOT00000019938	1392677_at	protein_coding
ENSRNOG00000014871	ENSRNOT00000019938	1380514_at	protein_coding
ENSRNOG00000014871	ENSRNOT00000056562	1392677_at	protein_coding
ENSRNOG00000013353	ENSRNOT00000017871	1390957_at	protein_coding
ENSRNOG00000010381	ENSRNOT00000091543	1374550_at	protein_coding
ENSRNOG00000010381	ENSRNOT00000067655	1374550_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000029985	1375696_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000029985	1379298_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000029985	1395364_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000029985	1398523_a_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000091472	1375696_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000091472	1379298_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000091472	1395364_at	protein_coding
ENSRNOG00000028594	ENSRNOT00000091472	1398523_a_at	protein_coding
ENSRNOG00000055689	ENSRNOT00000086517	1379688_at	pseudogene
ENSRNOG00000019134	ENSRNOT00000025892	1369533_a_at	protein_coding
ENSRNOG00000019134	ENSRNOT00000025871	1369533_a_at	protein_coding
ENSRNOG00000019134	ENSRNOT00000065483	1369533_a_at	protein_coding
ENSRNOG00000002820	ENSRNOT00000080540	1369497_at	protein_coding
ENSRNOG00000002820	ENSRNOT00000003797	1369497_at	protein_coding
ENSRNOG00000060143	ENSRNOT00000079481		protein_coding
ENSRNOG00000050163	ENSRNOT00000072695		protein_coding
ENSRNOG00000047636	ENSRNOT00000043058		protein_coding
ENSRNOG00000002950	ENSRNOT00000003980	1372321_at	protein_coding
ENSRNOG00000006435	ENSRNOT00000066618	1382984_at	protein_coding
ENSRNOG00000006435	ENSRNOT00000066618	1373406_at	protein_coding
ENSRNOG00000059956	ENSRNOT00000090338	1381804_at	protein_coding
ENSRNOG00000059956	ENSRNOT00000090338	1394375_x_at	protein_coding
ENSRNOG00000059956	ENSRNOT00000090338	1386832_a_at	protein_coding
ENSRNOG00000059956	ENSRNOT00000090338	1386833_at	protein_coding
ENSRNOG00000047906	ENSRNOT00000051686		protein_coding
ENSRNOG00000013949	ENSRNOT00000085988		protein_coding
ENSRNOG00000013949	ENSRNOT00000019059	1388403_at	protein_coding
ENSRNOG00000024601	ENSRNOT00000038195	1389025_at	protein_coding
ENSRNOG00000054096	ENSRNOT00000084052		pseudogene
ENSRNOG00000027502	ENSRNOT00000030373	1381875_at	protein_coding
ENSRNOG00000025704	ENSRNOT00000030476		protein_coding
ENSRNOG00000048440	ENSRNOT00000074805		protein_coding
ENSRNOG00000030228	ENSRNOT00000041740	1398240_at	pseudogene
ENSRNOG00000035510	ENSRNOT00000053633		miRNA
ENSRNOG00000018829	ENSRNOT00000025491	1398923_at	protein_coding
ENSRNOG00000018829	ENSRNOT00000025491	1388665_at	protein_coding
ENSRNOG00000007064	ENSRNOT00000009247	1396166_at	protein_coding
ENSRNOG00000007064	ENSRNOT00000009247	1389627_at	protein_coding
ENSRNOG00000014352	ENSRNOT00000019224	1399103_at	protein_coding
ENSRNOG00000055366	ENSRNOT00000080513		snoRNA
ENSRNOG00000007485	ENSRNOT00000010054	1374213_at	protein_coding
ENSRNOG00000007485	ENSRNOT00000010054	1376651_at	protein_coding
ENSRNOG00000056270	ENSRNOT00000087440		snRNA
ENSRNOG00000059112	ENSRNOT00000088413	1371783_at	pseudogene
ENSRNOG00000052718	ENSRNOT00000079266		protein_coding
ENSRNOG00000011992	ENSRNOT00000016193	1387999_at	protein_coding
ENSRNOG00000058111	ENSRNOT00000077401		protein_coding
ENSRNOG00000042018	ENSRNOT00000067909	1377355_at	protein_coding
ENSRNOG00000046700	ENSRNOT00000074851	1395135_at	protein_coding
ENSRNOG00000042380	ENSRNOT00000065071		protein_coding
ENSRNOG00000061448	ENSRNOT00000090661		protein_coding
ENSRNOG00000029292	ENSRNOT00000043257		protein_coding
ENSRNOG00000052024	ENSRNOT00000089061		protein_coding
ENSRNOG00000012787	ENSRNOT00000068431	1374368_at	protein_coding
ENSRNOG00000012787	ENSRNOT00000068431	1396478_at	protein_coding
ENSRNOG00000021225	ENSRNOT00000028829	1368312_at	protein_coding
ENSRNOG00000030648	ENSRNOT00000049763		protein_coding
ENSRNOG00000018353	ENSRNOT00000024801	1385090_at	protein_coding
ENSRNOG00000059142	ENSRNOT00000088900		protein_coding
ENSRNOG00000032639	ENSRNOT00000050941		protein_coding
ENSRNOG00000008465	ENSRNOT00000078473	1368840_at	protein_coding
ENSRNOG00000008465	ENSRNOT00000011327	1368840_at	protein_coding
ENSRNOG00000001139	ENSRNOT00000075646	1395371_at	protein_coding
ENSRNOG00000001139	ENSRNOT00000075646	1373954_at	protein_coding
ENSRNOG00000001139	ENSRNOT00000075646	1367548_at	protein_coding
ENSRNOG00000023365	ENSRNOT00000036228		protein_coding
ENSRNOG00000031934	ENSRNOT00000039974	1373535_at	protein_coding
ENSRNOG00000031934	ENSRNOT00000039974	1396450_at	protein_coding
ENSRNOG00000031934	ENSRNOT00000085188	1396450_at	protein_coding
ENSRNOG00000049624	ENSRNOT00000073902		miRNA
ENSRNOG00000001781	ENSRNOT00000002427		protein_coding
ENSRNOG00000056004	ENSRNOT00000088560		snoRNA
ENSRNOG00000020474	ENSRNOT00000027818	1371449_at	protein_coding
ENSRNOG00000008506	ENSRNOT00000011416		protein_coding
ENSRNOG00000051910	ENSRNOT00000088797		snoRNA
ENSRNOG00000059008	ENSRNOT00000080935	1384888_at	protein_coding
ENSRNOG00000057280	ENSRNOT00000074237		protein_coding
ENSRNOG00000048984	ENSRNOT00000073084		miRNA
ENSRNOG00000014671	ENSRNOT00000019861		protein_coding
ENSRNOG00000059714	ENSRNOT00000086310	1388850_at	protein_coding
ENSRNOG00000059714	ENSRNOT00000086310	1372701_at	protein_coding
ENSRNOG00000038135	ENSRNOT00000018580	1370791_at	protein_coding
ENSRNOG00000038135	ENSRNOT00000086035	1370791_at	protein_coding
ENSRNOG00000056118	ENSRNOT00000091357	1382322_a_at	protein_coding
ENSRNOG00000023467	ENSRNOT00000039480	1395556_at	protein_coding
ENSRNOG00000054492	ENSRNOT00000085592		snRNA
ENSRNOG00000038835	ENSRNOT00000003129	1377943_at	protein_coding
ENSRNOG00000038835	ENSRNOT00000003129	1387627_at	protein_coding
ENSRNOG00000038835	ENSRNOT00000078936	1377943_at	protein_coding
ENSRNOG00000038835	ENSRNOT00000078936	1387627_at	protein_coding
ENSRNOG00000027513	ENSRNOT00000087279	1397955_at	protein_coding
ENSRNOG00000027513	ENSRNOT00000087279	1391964_at	protein_coding
ENSRNOG00000027513	ENSRNOT00000087279	1374921_at	protein_coding
ENSRNOG00000027513	ENSRNOT00000055030	1397955_at	protein_coding
ENSRNOG00000027513	ENSRNOT00000055030	1374921_at	protein_coding
ENSRNOG00000059305	ENSRNOT00000087271		snoRNA
ENSRNOG00000000638	ENSRNOT00000057992	1393253_at	protein_coding
ENSRNOG00000000638	ENSRNOT00000057992	1384272_at	protein_coding
ENSRNOG00000054443	ENSRNOT00000090503		snoRNA
ENSRNOG00000008476	ENSRNOT00000011198		protein_coding
ENSRNOG00000060792	ENSRNOT00000089461		misc_RNA
ENSRNOG00000045650	ENSRNOT00000052983		rRNA
ENSRNOG00000021287	ENSRNOT00000004218	1374732_at	protein_coding
ENSRNOG00000053293	ENSRNOT00000078095		snoRNA
ENSRNOG00000055346	ENSRNOT00000082924		snoRNA
ENSRNOG00000030199	ENSRNOT00000042181	1371932_at	protein_coding
ENSRNOG00000021805	ENSRNOT00000035542	1381421_at	protein_coding
ENSRNOG00000011697	ENSRNOT00000015929		protein_coding
ENSRNOG00000008439	ENSRNOT00000011141		protein_coding
ENSRNOG00000023814	ENSRNOT00000032690	1389223_at	protein_coding
ENSRNOG00000023814	ENSRNOT00000032690	1373902_at	protein_coding
ENSRNOG00000046685	ENSRNOT00000053682		miRNA
ENSRNOG00000005430	ENSRNOT00000007194		protein_coding
ENSRNOG00000050085	ENSRNOT00000071550		miRNA
ENSRNOG00000029543	ENSRNOT00000040056	1388233_at	protein_coding
ENSRNOG00000029543	ENSRNOT00000040056	1378586_at	protein_coding
ENSRNOG00000056164	ENSRNOT00000079132		snoRNA
ENSRNOG00000052660	ENSRNOT00000078842		snoRNA
ENSRNOG00000029855	ENSRNOT00000042786	1373339_at	protein_coding
ENSRNOG00000029855	ENSRNOT00000088681	1395646_at	protein_coding
ENSRNOG00000054522	ENSRNOT00000082811	1374564_at	snRNA
ENSRNOG00000000655	ENSRNOT00000064785	1370603_a_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000064785	1390798_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000029878	1370603_a_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000029878	1390798_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000029865	1370603_a_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000029865	1390798_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000060292	1370603_a_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000060292	1390798_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000000814	1370603_a_at	protein_coding
ENSRNOG00000000655	ENSRNOT00000000814	1390798_at	protein_coding
ENSRNOG00000030110	ENSRNOT00000050944		protein_coding
ENSRNOG00000051384	ENSRNOT00000080825		lincRNA
ENSRNOG00000051384	ENSRNOT00000086416		lincRNA
ENSRNOG00000015594	ENSRNOT00000020910	1379537_at	protein_coding
ENSRNOG00000011987	ENSRNOT00000016291		protein_coding
ENSRNOG00000058438	ENSRNOT00000080772		snoRNA
ENSRNOG00000022491	ENSRNOT00000036209	1393817_at	protein_coding
ENSRNOG00000048334	ENSRNOT00000073584		protein_coding
ENSRNOG00000002011	ENSRNOT00000002755	1387465_a_at	protein_coding
ENSRNOG00000002011	ENSRNOT00000002755	1369118_a_at	protein_coding
ENSRNOG00000042120	ENSRNOT00000058966		protein_coding
ENSRNOG00000057185	ENSRNOT00000080224		lincRNA
ENSRNOG00000051403	ENSRNOT00000079856		snoRNA
ENSRNOG00000059809	ENSRNOT00000088259		lincRNA
ENSRNOG00000059626	ENSRNOT00000089919		pseudogene
ENSRNOG00000035957	ENSRNOT00000054080		rRNA
ENSRNOG00000060921	ENSRNOT00000087637		lincRNA
ENSRNOG00000017611	ENSRNOT00000023769	1387473_at	protein_coding
ENSRNOG00000048969	ENSRNOT00000072890	1394477_at	protein_coding
ENSRNOG00000048969	ENSRNOT00000072890	1383124_at	protein_coding
ENSRNOG00000048969	ENSRNOT00000072890	1398729_s_at	protein_coding
ENSRNOG00000056480	ENSRNOT00000086990		lincRNA
ENSRNOG00000058440	ENSRNOT00000084096		ribozyme
ENSRNOG00000056105	ENSRNOT00000078623		lincRNA
ENSRNOG00000010155	ENSRNOT00000014202	1374956_at	protein_coding
ENSRNOG00000010155	ENSRNOT00000014202	1371064_at	protein_coding
ENSRNOG00000010155	ENSRNOT00000085435	1371064_at	protein_coding
ENSRNOG00000059651	ENSRNOT00000090556		misc_RNA
ENSRNOG00000032490	ENSRNOT00000041413	1397177_at	protein_coding
ENSRNOG00000006321	ENSRNOT00000008286		pseudogene
ENSRNOG00000054263	ENSRNOT00000087101		lincRNA
ENSRNOG00000036502	ENSRNOT00000054610		miRNA
ENSRNOG00000057797	ENSRNOT00000085554		lincRNA
ENSRNOG00000009789	ENSRNOT00000013265	1381958_at	protein_coding
ENSRNOG00000058763	ENSRNOT00000083080		snRNA
ENSRNOG00000053817	ENSRNOT00000090223		lincRNA
ENSRNOG00000020315	ENSRNOT00000027530	1383108_at	protein_coding
ENSRNOG00000020315	ENSRNOT00000027530	1374177_at	protein_coding
ENSRNOG00000031045	ENSRNOT00000046350	1398850_at	protein_coding
ENSRNOG00000058073	ENSRNOT00000078973		lincRNA
ENSRNOG00000053887	ENSRNOT00000082467		ribozyme
ENSRNOG00000040210	ENSRNOT00000039900		protein_coding
ENSRNOG00000010524	ENSRNOT00000059127	1370026_at	protein_coding
ENSRNOG00000012920	ENSRNOT00000018116	1388973_at	protein_coding
ENSRNOG00000003287	ENSRNOT00000091100		protein_coding
ENSRNOG00000003287	ENSRNOT00000004390		protein_coding
ENSRNOG00000056542	ENSRNOT00000084690		lincRNA
ENSRNOG00000051780	ENSRNOT00000085710		snoRNA
ENSRNOG00000005606	ENSRNOT00000067901	1384962_at	protein_coding
ENSRNOG00000005606	ENSRNOT00000067901	1390506_at	protein_coding
ENSRNOG00000057123	ENSRNOT00000077212		snoRNA
ENSRNOG00000055273	ENSRNOT00000083391		snoRNA
ENSRNOG00000002721	ENSRNOT00000003674	1371371_at	protein_coding
ENSRNOG00000048910	ENSRNOT00000047433	1398509_at	protein_coding
ENSRNOG00000057883	ENSRNOT00000088321		snoRNA
ENSRNOG00000008602	ENSRNOT00000048061		protein_coding
ENSRNOG00000008602	ENSRNOT00000011432	1385397_at	protein_coding
ENSRNOG00000008602	ENSRNOT00000089086		protein_coding
ENSRNOG00000054925	ENSRNOT00000091762		miRNA
ENSRNOG00000007778	ENSRNOT00000010415		protein_coding
ENSRNOG00000050665	ENSRNOT00000075571		miRNA
ENSRNOG00000018748	ENSRNOT00000025372		protein_coding
ENSRNOG00000018748	ENSRNOT00000067128		protein_coding
ENSRNOG00000052937	ENSRNOT00000081298		snoRNA
ENSRNOG00000001892	ENSRNOT00000002597	1377490_at	protein_coding
ENSRNOG00000009014	ENSRNOT00000080227	1398660_at	protein_coding
ENSRNOG00000009014	ENSRNOT00000066222	1398660_at	protein_coding
ENSRNOG00000059952	ENSRNOT00000091784		snRNA
ENSRNOG00000052493	ENSRNOT00000078907	1397685_at	pseudogene
ENSRNOG00000052493	ENSRNOT00000078907	1378672_at	pseudogene
ENSRNOG00000003879	ENSRNOT00000005242	1388636_at	protein_coding
ENSRNOG00000043233	ENSRNOT00000066095	1387916_at	protein_coding
ENSRNOG00000043233	ENSRNOT00000075589	1387916_at	protein_coding
ENSRNOG00000043562	ENSRNOT00000068829	1394529_at	miRNA
ENSRNOG00000003209	ENSRNOT00000004347	1390912_at	protein_coding
ENSRNOG00000003209	ENSRNOT00000004347	1390227_at	protein_coding
ENSRNOG00000003209	ENSRNOT00000078402	1390912_at	protein_coding
ENSRNOG00000003209	ENSRNOT00000078402	1390227_at	protein_coding
ENSRNOG00000057236	ENSRNOT00000088634		snRNA
ENSRNOG00000053426	ENSRNOT00000082155		snoRNA
ENSRNOG00000005673	ENSRNOT00000078102	1389748_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1391447_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1385215_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1385519_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1393901_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1395076_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000078102	1395294_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000066191	1385215_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000066191	1385519_at	protein_coding
ENSRNOG00000005673	ENSRNOT00000066191	1393901_at	protein_coding
ENSRNOG00000026714	ENSRNOT00000029524		protein_coding
ENSRNOG00000015071	ENSRNOT00000087668		protein_coding
ENSRNOG00000015071	ENSRNOT00000020416		protein_coding
ENSRNOG00000060801	ENSRNOT00000081492		lincRNA
ENSRNOG00000052345	ENSRNOT00000086966		lincRNA
ENSRNOG00000059532	ENSRNOT00000090537		lincRNA
ENSRNOG00000061456	ENSRNOT00000084077		lincRNA
ENSRNOG00000055701	ENSRNOT00000083309		lincRNA
ENSRNOG00000061174	ENSRNOT00000079892		lincRNA
ENSRNOG00000016661	ENSRNOT00000022332		pseudogene
ENSRNOG00000016742	ENSRNOT00000088868	1378483_at	protein_coding
ENSRNOG00000016742	ENSRNOT00000022447	1378483_at	protein_coding
ENSRNOG00000012147	ENSRNOT00000082612	1374764_at	protein_coding
ENSRNOG00000012147	ENSRNOT00000066391	1374764_at	protein_coding
ENSRNOG00000020990	ENSRNOT00000028490	1387643_at	protein_coding
ENSRNOG00000016575	ENSRNOT00000022478	1392731_at	protein_coding
ENSRNOG00000056149	ENSRNOT00000088102		lincRNA
ENSRNOG00000002841	ENSRNOT00000003837	1369040_at	protein_coding
ENSRNOG00000002841	ENSRNOT00000082844		protein_coding
ENSRNOG00000057992	ENSRNOT00000086639		lincRNA
ENSRNOG00000060521	ENSRNOT00000078172		lincRNA
ENSRNOG00000025332	ENSRNOT00000037665		protein_coding
ENSRNOG00000021469	ENSRNOT00000033420		protein_coding
ENSRNOG00000059246	ENSRNOT00000081010		lincRNA
ENSRNOG00000060007	ENSRNOT00000083098		lincRNA
ENSRNOG00000048201	ENSRNOT00000040030		protein_coding
ENSRNOG00000009066	ENSRNOT00000087346	1370691_a_at	protein_coding
ENSRNOG00000009066	ENSRNOT00000012340	1367726_at	protein_coding
ENSRNOG00000057586	ENSRNOT00000084513		lincRNA
ENSRNOG00000037178	ENSRNOT00000056119		protein_coding
ENSRNOG00000009177	ENSRNOT00000058090	1387713_a_at	protein_coding
ENSRNOG00000009177	ENSRNOT00000083561	1387713_a_at	protein_coding
ENSRNOG00000051827	ENSRNOT00000088177		lincRNA
ENSRNOG00000017019	ENSRNOT00000022953		protein_coding
ENSRNOG00000046235	ENSRNOT00000074881		protein_coding
ENSRNOG00000060370	ENSRNOT00000082440		lincRNA
ENSRNOG00000022289	ENSRNOT00000000599	1388922_at	protein_coding
ENSRNOG00000022289	ENSRNOT00000091542	1388922_at	protein_coding
ENSRNOG00000003973	ENSRNOT00000060669		protein_coding
ENSRNOG00000061467	ENSRNOT00000077876		lincRNA
ENSRNOG00000061467	ENSRNOT00000090255		lincRNA
ENSRNOG00000061394	ENSRNOT00000078725		protein_coding
ENSRNOG00000051522	ENSRNOT00000079674		lincRNA
ENSRNOG00000056697	ENSRNOT00000077973	1369847_at	protein_coding
ENSRNOG00000056697	ENSRNOT00000077973	1378738_at	protein_coding
ENSRNOG00000058490	ENSRNOT00000091390		protein_coding
ENSRNOG00000043192	ENSRNOT00000063911	1392953_at	protein_coding
ENSRNOG00000043192	ENSRNOT00000063911	1383696_at	protein_coding
ENSRNOG00000047960	ENSRNOT00000074140	1383483_at	protein_coding
ENSRNOG00000004603	ENSRNOT00000006180		protein_coding
ENSRNOG00000029860	ENSRNOT00000050660		protein_coding
ENSRNOG00000059697	ENSRNOT00000087073		protein_coding
ENSRNOG00000012637	ENSRNOT00000017517	1385766_at	protein_coding
ENSRNOG00000013586	ENSRNOT00000018387		protein_coding
ENSRNOG00000027022	ENSRNOT00000059785	1367619_at	pseudogene
ENSRNOG00000006921	ENSRNOT00000064824	1380692_at	protein_coding
ENSRNOG00000015657	ENSRNOT00000020969		protein_coding
ENSRNOG00000001091	ENSRNOT00000034264	1370994_at	protein_coding
ENSRNOG00000008525	ENSRNOT00000011509	1369529_at	protein_coding
ENSRNOG00000003669	ENSRNOT00000057562	1385125_at	protein_coding
ENSRNOG00000003669	ENSRNOT00000078675		protein_coding
ENSRNOG00000021644	ENSRNOT00000029443	1370516_at	protein_coding
ENSRNOG00000051762	ENSRNOT00000078135		protein_coding
ENSRNOG00000002273	ENSRNOT00000003102	1390472_at	protein_coding
ENSRNOG00000021221	ENSRNOT00000082369	1382018_at	protein_coding
ENSRNOG00000021221	ENSRNOT00000055810		protein_coding
ENSRNOG00000059753	ENSRNOT00000090122	1368328_at	protein_coding
ENSRNOG00000053768	ENSRNOT00000088038		pseudogene
ENSRNOG00000012269	ENSRNOT00000017090	1393915_at	protein_coding
ENSRNOG00000012269	ENSRNOT00000017090	1376813_at	protein_coding
ENSRNOG00000007030	ENSRNOT00000009899	1369096_at	protein_coding
ENSRNOG00000007030	ENSRNOT00000009899	1388061_a_at	protein_coding
ENSRNOG00000022457	ENSRNOT00000034353		pseudogene
ENSRNOG00000014202	ENSRNOT00000019130		protein_coding
ENSRNOG00000009219	ENSRNOT00000012248	1378878_at	protein_coding
ENSRNOG00000009219	ENSRNOT00000012248	1378164_at	protein_coding
ENSRNOG00000012852	ENSRNOT00000042287	1367779_at	protein_coding
ENSRNOG00000012852	ENSRNOT00000049898	1367779_at	protein_coding
ENSRNOG00000012852	ENSRNOT00000017573	1367779_at	protein_coding
ENSRNOG00000021689	ENSRNOT00000029580		protein_coding
ENSRNOG00000021689	ENSRNOT00000083204		protein_coding
ENSRNOG00000048588	ENSRNOT00000073523		protein_coding
ENSRNOG00000016391	ENSRNOT00000078643	1368837_at	protein_coding
ENSRNOG00000016391	ENSRNOT00000022445	1368837_at	protein_coding
ENSRNOG00000025252	ENSRNOT00000034902	1393033_at	protein_coding
ENSRNOG00000026940	ENSRNOT00000025544		protein_coding
ENSRNOG00000029316	ENSRNOT00000044254	1368233_at	protein_coding
ENSRNOG00000016148	ENSRNOT00000022012	1379386_at	protein_coding
ENSRNOG00000031335	ENSRNOT00000039909	1373685_at	protein_coding
ENSRNOG00000014025	ENSRNOT00000082757	1370996_at	protein_coding
ENSRNOG00000014025	ENSRNOT00000018794	1370996_at	protein_coding
ENSRNOG00000046348	ENSRNOT00000071912		protein_coding
ENSRNOG00000020442	ENSRNOT00000027749	1371590_s_at	protein_coding
ENSRNOG00000020442	ENSRNOT00000027749	1371589_at	protein_coding
ENSRNOG00000056783	ENSRNOT00000091644	1384837_at	protein_coding
ENSRNOG00000058486	ENSRNOT00000091496	1385921_at	pseudogene
ENSRNOG00000058486	ENSRNOT00000091496	1373380_at	pseudogene
ENSRNOG00000018668	ENSRNOT00000025570	1387367_at	protein_coding
ENSRNOG00000018668	ENSRNOT00000025570	1398922_at	protein_coding
ENSRNOG00000001258	ENSRNOT00000001696	1383751_at	protein_coding
ENSRNOG00000001258	ENSRNOT00000001696	1380802_at	protein_coding
ENSRNOG00000000493	ENSRNOT00000000586	1371486_at	protein_coding
ENSRNOG00000011262	ENSRNOT00000015059	1390519_at	protein_coding
ENSRNOG00000046339	ENSRNOT00000012225		protein_coding
ENSRNOG00000011162	ENSRNOT00000014827	1372843_at	protein_coding
ENSRNOG00000045549	ENSRNOT00000075092		protein_coding
ENSRNOG00000018342	ENSRNOT00000088662	1384287_at	protein_coding
ENSRNOG00000018342	ENSRNOT00000024716		protein_coding
ENSRNOG00000015396	ENSRNOT00000045827	1370838_s_at	protein_coding
ENSRNOG00000015396	ENSRNOT00000082672	1370838_s_at	protein_coding
ENSRNOG00000015396	ENSRNOT00000079640	1370838_s_at	protein_coding
ENSRNOG00000015396	ENSRNOT00000091697		protein_coding
ENSRNOG00000015396	ENSRNOT00000079108	1370838_s_at	protein_coding
ENSRNOG00000008017	ENSRNOT00000011052	1368088_at	protein_coding
ENSRNOG00000008017	ENSRNOT00000011052	1391342_at	protein_coding
ENSRNOG00000016001	ENSRNOT00000021483	1388386_at	protein_coding
ENSRNOG00000055619	ENSRNOT00000083948		protein_coding
ENSRNOG00000019236	ENSRNOT00000026201	1371721_at	protein_coding
ENSRNOG00000017426	ENSRNOT00000023514	1371723_at	protein_coding
ENSRNOG00000017426	ENSRNOT00000023514	1382537_at	protein_coding
ENSRNOG00000020024	ENSRNOT00000027125		protein_coding
ENSRNOG00000037327	ENSRNOT00000042490	1377128_at	protein_coding
ENSRNOG00000037327	ENSRNOT00000042490	1367522_at	protein_coding
ENSRNOG00000025670	ENSRNOT00000036103	1382398_at	protein_coding
ENSRNOG00000059622	ENSRNOT00000088562		protein_coding
ENSRNOG00000054474	ENSRNOT00000077899		protein_coding
ENSRNOG00000051719	ENSRNOT00000079807		protein_coding
ENSRNOG00000002474	ENSRNOT00000003369	1386571_at	protein_coding
ENSRNOG00000059135	ENSRNOT00000072772		protein_coding
ENSRNOG00000048035	ENSRNOT00000071331		protein_coding
ENSRNOG00000047484	ENSRNOT00000072302	1382612_at	protein_coding
ENSRNOG00000022990	ENSRNOT00000034527	1382073_at	protein_coding
ENSRNOG00000042727	ENSRNOT00000064799		protein_coding
ENSRNOG00000004009	ENSRNOT00000005604	1368428_at	protein_coding
