Gene.ID	Transcript.ID	Affy.ID	Gene.Type
ENSRNOG00000058344	ENSRNOT00000084738		snRNA
ENSRNOG00000057108	ENSRNOT00000081930		snoRNA
ENSRNOG00000017513	ENSRNOT00000088509		protein_coding
ENSRNOG00000017513	ENSRNOT00000065300	1374653_at	protein_coding
ENSRNOG00000056172	ENSRNOT00000084761		rRNA
ENSRNOG00000046940	ENSRNOT00000072408		miRNA
ENSRNOG00000011715	ENSRNOT00000015599	1384046_at	pseudogene
ENSRNOG00000024433	ENSRNOT00000031170	1381675_at	protein_coding
ENSRNOG00000058404	ENSRNOT00000091804		snRNA
ENSRNOG00000055429	ENSRNOT00000087640		snoRNA
ENSRNOG00000059823	ENSRNOT00000083243		misc_RNA
ENSRNOG00000061010	ENSRNOT00000085750		snoRNA
ENSRNOG00000017487	ENSRNOT00000023591		protein_coding
ENSRNOG00000017585	ENSRNOT00000023649	1388601_at	protein_coding
ENSRNOG00000016706	ENSRNOT00000022658	1394075_at	protein_coding
ENSRNOG00000059529	ENSRNOT00000091350		lincRNA
ENSRNOG00000058948	ENSRNOT00000081732		misc_RNA
ENSRNOG00000021175	ENSRNOT00000028752	1399073_at	protein_coding
ENSRNOG00000021175	ENSRNOT00000028752	1372958_at	protein_coding
ENSRNOG00000046430	ENSRNOT00000074835		miRNA
ENSRNOG00000058949	ENSRNOT00000086339		lincRNA
ENSRNOG00000004225	ENSRNOT00000005667	1386450_at	protein_coding
ENSRNOG00000004225	ENSRNOT00000005667	1386673_at	protein_coding
ENSRNOG00000005965	ENSRNOT00000007932		protein_coding
ENSRNOG00000031855	ENSRNOT00000041876		protein_coding
ENSRNOG00000057261	ENSRNOT00000080414		misc_RNA
ENSRNOG00000052377	ENSRNOT00000085423		lincRNA
ENSRNOG00000036371	ENSRNOT00000054490		miRNA
ENSRNOG00000056240	ENSRNOT00000082225		lincRNA
ENSRNOG00000054262	ENSRNOT00000085202		snoRNA
ENSRNOG00000046702	ENSRNOT00000075665		protein_coding
ENSRNOG00000058804	ENSRNOT00000081027		snoRNA
ENSRNOG00000052176	ENSRNOT00000084663		lincRNA
ENSRNOG00000047795	ENSRNOT00000074222		miRNA
ENSRNOG00000055487	ENSRNOT00000063026		miRNA
ENSRNOG00000061932	ENSRNOT00000085102		lincRNA
ENSRNOG00000059839	ENSRNOT00000050153		protein_coding
ENSRNOG00000042332	ENSRNOT00000089358		protein_coding
ENSRNOG00000042332	ENSRNOT00000064249		protein_coding
ENSRNOG00000029339	ENSRNOT00000042985	1388414_at	protein_coding
ENSRNOG00000004464	ENSRNOT00000045870	1376073_at	protein_coding
ENSRNOG00000004464	ENSRNOT00000045870	1373313_at	protein_coding
ENSRNOG00000004464	ENSRNOT00000045870	1392955_at	protein_coding
ENSRNOG00000004464	ENSRNOT00000006143	1376073_at	protein_coding
ENSRNOG00000051800	ENSRNOT00000085716		miRNA
ENSRNOG00000059758	ENSRNOT00000089776		lincRNA
ENSRNOG00000033200	ENSRNOT00000044675		protein_coding
ENSRNOG00000049372	ENSRNOT00000071071		miRNA
ENSRNOG00000006782	ENSRNOT00000008947		protein_coding
ENSRNOG00000058009	ENSRNOT00000091706	1393088_at	snoRNA
ENSRNOG00000012367	ENSRNOT00000049245		protein_coding
ENSRNOG00000056769	ENSRNOT00000077123		lincRNA
ENSRNOG00000053121	ENSRNOT00000085622		snoRNA
ENSRNOG00000058773	ENSRNOT00000089771		snoRNA
ENSRNOG00000053156	ENSRNOT00000080597		lincRNA
ENSRNOG00000015055	ENSRNOT00000020219	1368044_at	protein_coding
ENSRNOG00000048483	ENSRNOT00000074952		rRNA
ENSRNOG00000004735	ENSRNOT00000006287	1376159_at	protein_coding
ENSRNOG00000016906	ENSRNOT00000022879	1383088_at	protein_coding
ENSRNOG00000016906	ENSRNOT00000022879	1389888_at	protein_coding
ENSRNOG00000058122	ENSRNOT00000082708		lincRNA
ENSRNOG00000058425	ENSRNOT00000082588		lincRNA
ENSRNOG00000014511	ENSRNOT00000019672		protein_coding
ENSRNOG00000055808	ENSRNOT00000083797		snoRNA
ENSRNOG00000061865	ENSRNOT00000086389		lincRNA
ENSRNOG00000055914	ENSRNOT00000089942		lincRNA
ENSRNOG00000011593	ENSRNOT00000015537	1386080_at	protein_coding
ENSRNOG00000047431	ENSRNOT00000073942		protein_coding
ENSRNOG00000060402	ENSRNOT00000087283		lincRNA
ENSRNOG00000058081	ENSRNOT00000082354		lincRNA
ENSRNOG00000052314	ENSRNOT00000079150		snoRNA
ENSRNOG00000056706	ENSRNOT00000086341		lincRNA
ENSRNOG00000059844	ENSRNOT00000077957		lincRNA
ENSRNOG00000059339	ENSRNOT00000089038		snoRNA
ENSRNOG00000015690	ENSRNOT00000021072		protein_coding
ENSRNOG00000057371	ENSRNOT00000083969		lincRNA
ENSRNOG00000054905	ENSRNOT00000082237		lincRNA
ENSRNOG00000056308	ENSRNOT00000083868	1391940_at	misc_RNA
ENSRNOG00000010024	ENSRNOT00000013908	1370827_at	protein_coding
ENSRNOG00000053421	ENSRNOT00000086197		snoRNA
ENSRNOG00000009971	ENSRNOT00000013528	1390395_at	protein_coding
ENSRNOG00000009971	ENSRNOT00000013528	1395976_at	protein_coding
ENSRNOG00000009971	ENSRNOT00000013528	1377446_at	protein_coding
ENSRNOG00000015773	ENSRNOT00000021690		protein_coding
ENSRNOG00000054636	ENSRNOT00000084592		scaRNA
ENSRNOG00000014463	ENSRNOT00000019463	1399157_at	protein_coding
ENSRNOG00000014463	ENSRNOT00000019463	1383339_at	protein_coding
ENSRNOG00000022796	ENSRNOT00000033780	1377878_at	protein_coding
ENSRNOG00000057730	ENSRNOT00000086533		snRNA
ENSRNOG00000007645	ENSRNOT00000080638		protein_coding
ENSRNOG00000007645	ENSRNOT00000010113	1369418_at	protein_coding
ENSRNOG00000045175	ENSRNOT00000070442		rRNA
ENSRNOG00000021553	ENSRNOT00000038020		protein_coding
ENSRNOG00000020970	ENSRNOT00000028487	1379552_s_at	protein_coding
ENSRNOG00000020970	ENSRNOT00000028487	1387928_at	protein_coding
ENSRNOG00000020970	ENSRNOT00000089616	1379552_s_at	protein_coding
ENSRNOG00000020970	ENSRNOT00000089616	1387928_at	protein_coding
ENSRNOG00000058828	ENSRNOT00000081385		snoRNA
ENSRNOG00000045609	ENSRNOT00000073344		miRNA
ENSRNOG00000042702	ENSRNOT00000068501		protein_coding
ENSRNOG00000008051	ENSRNOT00000010656	1378821_at	protein_coding
ENSRNOG00000008051	ENSRNOT00000080829	1378821_at	protein_coding
ENSRNOG00000034458	ENSRNOT00000052581		rRNA
ENSRNOG00000001567	ENSRNOT00000002132		protein_coding
ENSRNOG00000059933	ENSRNOT00000091405		snRNA
ENSRNOG00000039559	ENSRNOT00000060642	1384974_at	protein_coding
ENSRNOG00000016689	ENSRNOT00000050759		protein_coding
ENSRNOG00000008577	ENSRNOT00000011560	1389991_at	protein_coding
ENSRNOG00000052812	ENSRNOT00000078659		snoRNA
ENSRNOG00000058166	ENSRNOT00000089034		protein_coding
ENSRNOG00000046950	ENSRNOT00000057382	1389289_at	protein_coding
ENSRNOG00000046950	ENSRNOT00000086607	1389289_at	protein_coding
ENSRNOG00000059990	ENSRNOT00000077358		snRNA
ENSRNOG00000060038	ENSRNOT00000082374		lincRNA
ENSRNOG00000042821	ENSRNOT00000067085	1367929_at	protein_coding
ENSRNOG00000019960	ENSRNOT00000027033	1397806_at	protein_coding
ENSRNOG00000019960	ENSRNOT00000027033	1377614_at	protein_coding
ENSRNOG00000023411	ENSRNOT00000039446	1375464_at	protein_coding
ENSRNOG00000023411	ENSRNOT00000039446	1381913_at	protein_coding
ENSRNOG00000012331	ENSRNOT00000016613	1369262_at	protein_coding
ENSRNOG00000012331	ENSRNOT00000084498	1380297_at	protein_coding
ENSRNOG00000012331	ENSRNOT00000084498	1369262_at	protein_coding
ENSRNOG00000052753	ENSRNOT00000082281	1391077_at	lincRNA
ENSRNOG00000055810	ENSRNOT00000079518		lincRNA
ENSRNOG00000046829	ENSRNOT00000071405	1367948_a_at	protein_coding
ENSRNOG00000046829	ENSRNOT00000090183	1367948_a_at	protein_coding
ENSRNOG00000046829	ENSRNOT00000085089	1367948_a_at	protein_coding
ENSRNOG00000052618	ENSRNOT00000077838		lincRNA
ENSRNOG00000021751	ENSRNOT00000032968		protein_coding
ENSRNOG00000002833	ENSRNOT00000003867	1370267_at	protein_coding
ENSRNOG00000002833	ENSRNOT00000077612	1370267_at	protein_coding
ENSRNOG00000055160	ENSRNOT00000089916		lincRNA
ENSRNOG00000018107	ENSRNOT00000024583	1388868_at	protein_coding
ENSRNOG00000056244	ENSRNOT00000084655		lincRNA
ENSRNOG00000007754	ENSRNOT00000010188	1396915_at	protein_coding
ENSRNOG00000051702	ENSRNOT00000091469		lincRNA
ENSRNOG00000059372	ENSRNOT00000090074		lincRNA
ENSRNOG00000050309	ENSRNOT00000075691	1388226_at	protein_coding
ENSRNOG00000033345	ENSRNOT00000091620		protein_coding
ENSRNOG00000052600	ENSRNOT00000090873	1372680_at	protein_coding
ENSRNOG00000030150	ENSRNOT00000048614	1396951_at	protein_coding
ENSRNOG00000052959	ENSRNOT00000086879	1384432_at	protein_coding
ENSRNOG00000009837	ENSRNOT00000013260	1391414_at	protein_coding
ENSRNOG00000004783	ENSRNOT00000006504		protein_coding
ENSRNOG00000001120	ENSRNOT00000078445	1382536_at	protein_coding
ENSRNOG00000001120	ENSRNOT00000078445	1383949_at	protein_coding
ENSRNOG00000001120	ENSRNOT00000081780	1382536_at	protein_coding
ENSRNOG00000001120	ENSRNOT00000042331	1382536_at	protein_coding
ENSRNOG00000019464	ENSRNOT00000026376	1376613_at	protein_coding
ENSRNOG00000019464	ENSRNOT00000026376	1395375_at	protein_coding
ENSRNOG00000029966	ENSRNOT00000045850	1374304_at	protein_coding
ENSRNOG00000030120	ENSRNOT00000044292	1398907_at	protein_coding
ENSRNOG00000026861	ENSRNOT00000036880	1391011_at	protein_coding
ENSRNOG00000016486	ENSRNOT00000022676	1368173_at	protein_coding
ENSRNOG00000016486	ENSRNOT00000091283	1368173_at	protein_coding
ENSRNOG00000042237	ENSRNOT00000027800	1381196_at	protein_coding
ENSRNOG00000046472	ENSRNOT00000074960	1388981_at	protein_coding
ENSRNOG00000046472	ENSRNOT00000078947	1388981_at	protein_coding
ENSRNOG00000019433	ENSRNOT00000026391	1369816_at	protein_coding
ENSRNOG00000019433	ENSRNOT00000026391	1391434_at	protein_coding
ENSRNOG00000033220	ENSRNOT00000081108		protein_coding
ENSRNOG00000033220	ENSRNOT00000088023		protein_coding
ENSRNOG00000033220	ENSRNOT00000048782	1388056_at	protein_coding
ENSRNOG00000033220	ENSRNOT00000001853		protein_coding
ENSRNOG00000033220	ENSRNOT00000075234		protein_coding
ENSRNOG00000033220	ENSRNOT00000075317		protein_coding
ENSRNOG00000010291	ENSRNOT00000013698	1374073_at	protein_coding
ENSRNOG00000027702	ENSRNOT00000033636		protein_coding
ENSRNOG00000005830	ENSRNOT00000067881	1378557_at	protein_coding
ENSRNOG00000007587	ENSRNOT00000010024	1388471_at	protein_coding
ENSRNOG00000051726	ENSRNOT00000080172		protein_coding
ENSRNOG00000007766	ENSRNOT00000010536	1372797_at	protein_coding
ENSRNOG00000007766	ENSRNOT00000077268	1372797_at	protein_coding
ENSRNOG00000027240	ENSRNOT00000034426	1375032_at	protein_coding
ENSRNOG00000055524	ENSRNOT00000082341	1386963_at	protein_coding
ENSRNOG00000019377	ENSRNOT00000026220	1393888_at	protein_coding
ENSRNOG00000014816	ENSRNOT00000020272	1370367_at	protein_coding
ENSRNOG00000014816	ENSRNOT00000020272	1387932_at	protein_coding
ENSRNOG00000012196	ENSRNOT00000077135	1390512_at	protein_coding
ENSRNOG00000012196	ENSRNOT00000077135	1369406_at	protein_coding
ENSRNOG00000012196	ENSRNOT00000016688	1369406_at	protein_coding
ENSRNOG00000040297	ENSRNOT00000062017	1395875_at	protein_coding
ENSRNOG00000048374	ENSRNOT00000071034		protein_coding
ENSRNOG00000002225	ENSRNOT00000003052	1368379_at	protein_coding
ENSRNOG00000012593	ENSRNOT00000017957	1384748_at	protein_coding
ENSRNOG00000012593	ENSRNOT00000064266	1384748_at	protein_coding
ENSRNOG00000003813	ENSRNOT00000005175	1369233_at	protein_coding
ENSRNOG00000003813	ENSRNOT00000005175	1369232_at	protein_coding
ENSRNOG00000023700	ENSRNOT00000030617		protein_coding
ENSRNOG00000020058	ENSRNOT00000027263	1374910_at	protein_coding
ENSRNOG00000020058	ENSRNOT00000027263	1371018_at	protein_coding
ENSRNOG00000049544	ENSRNOT00000052078		protein_coding
ENSRNOG00000025496	ENSRNOT00000046232	1385527_at	protein_coding
ENSRNOG00000025496	ENSRNOT00000046232	1394393_at	protein_coding
ENSRNOG00000033341	ENSRNOT00000046852		protein_coding
ENSRNOG00000033341	ENSRNOT00000089904		protein_coding
ENSRNOG00000060431	ENSRNOT00000087169		protein_coding
ENSRNOG00000011076	ENSRNOT00000080637		protein_coding
ENSRNOG00000011076	ENSRNOT00000055615	1396612_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000055615	1398125_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000089534	1396612_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000089534	1398125_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000037255	1396612_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000037255	1398125_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000015386	1396612_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000015386	1398125_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000080470	1396612_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000080470	1398125_at	protein_coding
ENSRNOG00000011076	ENSRNOT00000084756		protein_coding
ENSRNOG00000011076	ENSRNOT00000068415		protein_coding
ENSRNOG00000011076	ENSRNOT00000014962		protein_coding
ENSRNOG00000011076	ENSRNOT00000074002		protein_coding
ENSRNOG00000002763	ENSRNOT00000003792	1392474_at	protein_coding
ENSRNOG00000009112	ENSRNOT00000036460	1375848_at	protein_coding
ENSRNOG00000014035	ENSRNOT00000018935	1376203_at	protein_coding
ENSRNOG00000005650	ENSRNOT00000007790	1368918_at	protein_coding
ENSRNOG00000005650	ENSRNOT00000007790	1368919_at	protein_coding
ENSRNOG00000039448	ENSRNOT00000060455		protein_coding
ENSRNOG00000009473	ENSRNOT00000085830	1384156_at	protein_coding
ENSRNOG00000009473	ENSRNOT00000067665	1384156_at	protein_coding
ENSRNOG00000048039	ENSRNOT00000074240		protein_coding
ENSRNOG00000057224	ENSRNOT00000080030		pseudogene
ENSRNOG00000004687	ENSRNOT00000006200	1375951_at	protein_coding
ENSRNOG00000004687	ENSRNOT00000006200	1368901_at	protein_coding
ENSRNOG00000004687	ENSRNOT00000006200	1368900_at	protein_coding
ENSRNOG00000050688	ENSRNOT00000052324		protein_coding
ENSRNOG00000001476	ENSRNOT00000002003	1388547_at	protein_coding
ENSRNOG00000012962	ENSRNOT00000017318	1375847_at	protein_coding
ENSRNOG00000012703	ENSRNOT00000016953	1369303_at	protein_coding
ENSRNOG00000005883	ENSRNOT00000030991		protein_coding
ENSRNOG00000005883	ENSRNOT00000007795		protein_coding
ENSRNOG00000056993	ENSRNOT00000081909		protein_coding
ENSRNOG00000001915	ENSRNOT00000031889	1378252_at	protein_coding
ENSRNOG00000001915	ENSRNOT00000090878	1378252_at	protein_coding
ENSRNOG00000024384	ENSRNOT00000048746		protein_coding
ENSRNOG00000008054	ENSRNOT00000010930		protein_coding
ENSRNOG00000008054	ENSRNOT00000086508		protein_coding
ENSRNOG00000059762	ENSRNOT00000079274		protein_coding
ENSRNOG00000055523	ENSRNOT00000052183		protein_coding
ENSRNOG00000052764	ENSRNOT00000083199	1388414_at	protein_coding
ENSRNOG00000016792	ENSRNOT00000022512	1367587_at	protein_coding
ENSRNOG00000016792	ENSRNOT00000087291	1367587_at	protein_coding
ENSRNOG00000017925	ENSRNOT00000066961	1381021_at	protein_coding
ENSRNOG00000056254	ENSRNOT00000089127		pseudogene
ENSRNOG00000020733	ENSRNOT00000028130	1393603_at	protein_coding
ENSRNOG00000026208	ENSRNOT00000035050		protein_coding
ENSRNOG00000001419	ENSRNOT00000001923	1395153_at	protein_coding
ENSRNOG00000001419	ENSRNOT00000001923	1394259_at	protein_coding
ENSRNOG00000014675	ENSRNOT00000019874	1369177_at	protein_coding
ENSRNOG00000046679	ENSRNOT00000072475		protein_coding
ENSRNOG00000026116	ENSRNOT00000034896		protein_coding
ENSRNOG00000012953	ENSRNOT00000017783	1395347_at	protein_coding
ENSRNOG00000012953	ENSRNOT00000017783	1389339_at	protein_coding
ENSRNOG00000043357	ENSRNOT00000065201	1381607_at	protein_coding
ENSRNOG00000057427	ENSRNOT00000079834		pseudogene
ENSRNOG00000017586	ENSRNOT00000023626	1371486_at	processed_pseudogene
ENSRNOG00000004451	ENSRNOT00000005871		protein_coding
ENSRNOG00000046257	ENSRNOT00000075793	1391635_at	protein_coding
ENSRNOG00000046257	ENSRNOT00000075793	1374349_at	protein_coding
ENSRNOG00000046257	ENSRNOT00000075793	1379238_at	protein_coding
ENSRNOG00000009751	ENSRNOT00000013913	1372125_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000080285	1383576_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000080285	1381850_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000080285	1382307_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000080285	1376662_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000050037	1381850_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000050037	1382307_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000006773	1383576_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000006773	1381850_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000006773	1382307_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000041473	1383576_at	protein_coding
ENSRNOG00000004925	ENSRNOT00000041473	1381850_at	protein_coding
ENSRNOG00000060557	ENSRNOT00000081895	1370696_at	pseudogene
ENSRNOG00000010312	ENSRNOT00000013690		protein_coding
ENSRNOG00000010244	ENSRNOT00000013639	1381480_at	protein_coding
ENSRNOG00000059428	ENSRNOT00000088299		protein_coding
ENSRNOG00000029220	ENSRNOT00000047731	1382736_at	protein_coding
ENSRNOG00000005751	ENSRNOT00000091805	1381288_at	protein_coding
ENSRNOG00000005751	ENSRNOT00000007593	1381288_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000084594	1390049_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000084594	1372107_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000043820	1390049_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000043820	1372107_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000001169	1390049_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000001169	1372107_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000083502	1390049_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000083502	1372107_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000087274	1390049_at	protein_coding
ENSRNOG00000000875	ENSRNOT00000087274	1372107_at	protein_coding
ENSRNOG00000031315	ENSRNOT00000043171	1371573_at	protein_coding
ENSRNOG00000020407	ENSRNOT00000041325	1383777_at	protein_coding
ENSRNOG00000020407	ENSRNOT00000041325	1383340_at	protein_coding
ENSRNOG00000045684	ENSRNOT00000071131	1393210_at	protein_coding
ENSRNOG00000009635	ENSRNOT00000012765	1385114_at	protein_coding
ENSRNOG00000017212	ENSRNOT00000085251	1393805_at	protein_coding
ENSRNOG00000017212	ENSRNOT00000085251	1379611_at	protein_coding
ENSRNOG00000017212	ENSRNOT00000085251	1373554_at	protein_coding
ENSRNOG00000017212	ENSRNOT00000023287	1393805_at	protein_coding
ENSRNOG00000059043	ENSRNOT00000078235		protein_coding
ENSRNOG00000004667	ENSRNOT00000006470		protein_coding
ENSRNOG00000013252	ENSRNOT00000017832	1374738_at	protein_coding
ENSRNOG00000013252	ENSRNOT00000090060		protein_coding
ENSRNOG00000010299	ENSRNOT00000064145	1395548_at	protein_coding
ENSRNOG00000010299	ENSRNOT00000064145	1399152_at	protein_coding
ENSRNOG00000028017	ENSRNOT00000038807	1372369_at	protein_coding
ENSRNOG00000037080	ENSRNOT00000055877		protein_coding
ENSRNOG00000056057	ENSRNOT00000088101		protein_coding
ENSRNOG00000013572	ENSRNOT00000018402	1367768_at	protein_coding
ENSRNOG00000011563	ENSRNOT00000015369		protein_coding
ENSRNOG00000000917	ENSRNOT00000001218		protein_coding
ENSRNOG00000056643	ENSRNOT00000084126	1393549_at	protein_coding
ENSRNOG00000017342	ENSRNOT00000023405	1368152_at	protein_coding
ENSRNOG00000014013	ENSRNOT00000083322	1373863_at	protein_coding
ENSRNOG00000014013	ENSRNOT00000019180	1373863_at	protein_coding
ENSRNOG00000014013	ENSRNOT00000019180	1373864_at	protein_coding
ENSRNOG00000020771	ENSRNOT00000028179	1392465_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000080221	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000080221	1369586_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000027950	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000027950	1369586_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000079782	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000079505	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000072426	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000072426	1369586_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000049315	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000083314	1368501_s_at	protein_coding
ENSRNOG00000049991	ENSRNOT00000083314	1369586_at	protein_coding
ENSRNOG00000023627	ENSRNOT00000068525		protein_coding
ENSRNOG00000028426	ENSRNOT00000087095	1369820_at	protein_coding
ENSRNOG00000028426	ENSRNOT00000087095	1374329_at	protein_coding
ENSRNOG00000028426	ENSRNOT00000023352	1369820_at	protein_coding
ENSRNOG00000028426	ENSRNOT00000079096	1369820_at	protein_coding
ENSRNOG00000028426	ENSRNOT00000043170	1369820_at	protein_coding
ENSRNOG00000028426	ENSRNOT00000043170	1374329_at	protein_coding
ENSRNOG00000060021	ENSRNOT00000089066	1391861_at	protein_coding
ENSRNOG00000010952	ENSRNOT00000086549	1390245_at	protein_coding
ENSRNOG00000010952	ENSRNOT00000086549	1378061_at	protein_coding
ENSRNOG00000010952	ENSRNOT00000014733	1390245_at	protein_coding
ENSRNOG00000014630	ENSRNOT00000061011	1391356_at	protein_coding
ENSRNOG00000014630	ENSRNOT00000085516	1391356_at	protein_coding
ENSRNOG00000051433	ENSRNOT00000089635	1390352_at	protein_coding
ENSRNOG00000040058	ENSRNOT00000061599		protein_coding
ENSRNOG00000017539	ENSRNOT00000023965	1369166_at	protein_coding
ENSRNOG00000017539	ENSRNOT00000023965	1398275_at	protein_coding
ENSRNOG00000017539	ENSRNOT00000088776	1369166_at	protein_coding
ENSRNOG00000053452	ENSRNOT00000079310	1371327_a_at	protein_coding
ENSRNOG00000048155	ENSRNOT00000050785		protein_coding
ENSRNOG00000010467	ENSRNOT00000085798		protein_coding
ENSRNOG00000010467	ENSRNOT00000013948		protein_coding
ENSRNOG00000021452	ENSRNOT00000004790	1385477_at	protein_coding
ENSRNOG00000017952	ENSRNOT00000024261	1368984_at	protein_coding
ENSRNOG00000017952	ENSRNOT00000024261	1388389_at	protein_coding
ENSRNOG00000046957	ENSRNOT00000072977		protein_coding
ENSRNOG00000052151	ENSRNOT00000077592		protein_coding
ENSRNOG00000051578	ENSRNOT00000077642		protein_coding
ENSRNOG00000002711	ENSRNOT00000003650	1383940_at	protein_coding
ENSRNOG00000010868	ENSRNOT00000014498		protein_coding
ENSRNOG00000057832	ENSRNOT00000090853	1384098_at	protein_coding
ENSRNOG00000015619	ENSRNOT00000021309	1382533_at	protein_coding
ENSRNOG00000003578	ENSRNOT00000004784	1393722_at	protein_coding
ENSRNOG00000003578	ENSRNOT00000004784	1389064_at	protein_coding
ENSRNOG00000027971	ENSRNOT00000033267		protein_coding
ENSRNOG00000025296	ENSRNOT00000033934	1382920_at	protein_coding
ENSRNOG00000025296	ENSRNOT00000078932		protein_coding
ENSRNOG00000032677	ENSRNOT00000046669	1390279_at	protein_coding
ENSRNOG00000032677	ENSRNOT00000046669	1382841_at	protein_coding
ENSRNOG00000032677	ENSRNOT00000046669	1376340_a_at	protein_coding
ENSRNOG00000006224	ENSRNOT00000008244	1373684_at	protein_coding
ENSRNOG00000058692	ENSRNOT00000087300	1368193_at	protein_coding
ENSRNOG00000022245	ENSRNOT00000034482	1375884_at	protein_coding
ENSRNOG00000002026	ENSRNOT00000002771		protein_coding
ENSRNOG00000001709	ENSRNOT00000058092	1398765_at	protein_coding
ENSRNOG00000001709	ENSRNOT00000088821	1398765_at	protein_coding
ENSRNOG00000050153	ENSRNOT00000049542		protein_coding
ENSRNOG00000061902	ENSRNOT00000079376	1372232_at	protein_coding
ENSRNOG00000061902	ENSRNOT00000079376	1380108_at	protein_coding
ENSRNOG00000061902	ENSRNOT00000084381	1372232_at	protein_coding
ENSRNOG00000032386	ENSRNOT00000041799		protein_coding
ENSRNOG00000051439	ENSRNOT00000091179		protein_coding
ENSRNOG00000039076	ENSRNOT00000014598		protein_coding
ENSRNOG00000031076	ENSRNOT00000047925		protein_coding
ENSRNOG00000046191	ENSRNOT00000081544		protein_coding
ENSRNOG00000046191	ENSRNOT00000073286		protein_coding
ENSRNOG00000042927	ENSRNOT00000066307		protein_coding
ENSRNOG00000027257	ENSRNOT00000039607	1384070_at	protein_coding
ENSRNOG00000018211	ENSRNOT00000024719	1370878_at	protein_coding
ENSRNOG00000020533	ENSRNOT00000027860	1386884_at	protein_coding
ENSRNOG00000021903	ENSRNOT00000035642	1378072_at	protein_coding
ENSRNOG00000013309	ENSRNOT00000017938		protein_coding
ENSRNOG00000013309	ENSRNOT00000065632		protein_coding
ENSRNOG00000013309	ENSRNOT00000077962		protein_coding
ENSRNOG00000033100	ENSRNOT00000044465	1367565_a_at	processed_pseudogene
ENSRNOG00000021243	ENSRNOT00000028855		protein_coding
ENSRNOG00000021243	ENSRNOT00000091493		protein_coding
ENSRNOG00000031381	ENSRNOT00000048691	1371305_at	protein_coding
ENSRNOG00000023130	ENSRNOT00000032865	1372281_at	protein_coding
ENSRNOG00000009390	ENSRNOT00000012569	1369536_at	protein_coding
ENSRNOG00000027736	ENSRNOT00000029577	1367785_at	protein_coding
ENSRNOG00000057683	ENSRNOT00000081494	1383498_at	pseudogene
ENSRNOG00000057683	ENSRNOT00000081494	1396076_at	pseudogene
ENSRNOG00000004415	ENSRNOT00000059271	1384172_at	protein_coding
ENSRNOG00000004415	ENSRNOT00000059271	1393981_at	protein_coding
ENSRNOG00000004415	ENSRNOT00000005861	1384172_at	protein_coding
ENSRNOG00000004415	ENSRNOT00000005861	1393981_at	protein_coding
ENSRNOG00000011329	ENSRNOT00000015332	1369931_at	protein_coding
ENSRNOG00000011329	ENSRNOT00000083666	1369931_at	protein_coding
ENSRNOG00000015407	ENSRNOT00000020655		protein_coding
ENSRNOG00000004893	ENSRNOT00000006509	1382446_at	protein_coding
ENSRNOG00000004893	ENSRNOT00000006509	1373212_at	protein_coding
ENSRNOG00000054626	ENSRNOT00000081747	1367597_at	protein_coding
ENSRNOG00000047414	ENSRNOT00000071132	1397167_at	pseudogene
ENSRNOG00000049326	ENSRNOT00000074235		protein_coding
ENSRNOG00000046023	ENSRNOT00000075621		protein_coding
