AFFY.ID	Gene.ID	Gene.Type
1369043_at	ENSRNOG00000004918	protein_coding
1369044_a_at	ENSRNOG00000005905	protein_coding
1369045_at	ENSRNOG00000015616	protein_coding
1369046_at	ENSRNOG00000019163	protein_coding
1369047_at	ENSRNOG00000001960	protein_coding
1369048_at	ENSRNOG00000016385	protein_coding
1369049_at	ENSRNOG00000017940	protein_coding
1369050_at	ENSRNOG00000034228	protein_coding
1369051_at	ENSRNOG00000029986	protein_coding
1369052_at	ENSRNOG00000024376	protein_coding
1369053_at	ENSRNOG00000004756	protein_coding
1369054_at	ENSRNOG00000001368	protein_coding
1369056_at	ENSRNOG00000009582	protein_coding
1369057_at	ENSRNOG00000000994	protein_coding
1369058_at	ENSRNOG00000019318	protein_coding
1369059_at	ENSRNOG00000057806	protein_coding
1369060_a_at	ENSRNOG00000019618	protein_coding
1369061_at	ENSRNOG00000014915	protein_coding
1369062_at	ENSRNOG00000008217	protein_coding
1369064_a_at	ENSRNOG00000005309	protein_coding
1369065_a_at	ENSRNOG00000001285	protein_coding
1369066_at	ENSRNOG00000012568	protein_coding
1369067_at	ENSRNOG00000005964	protein_coding
1369068_at	ENSRNOG00000008039	protein_coding
1369069_at	ENSRNOG00000002373	protein_coding
1369072_at	ENSRNOG00000032959	protein_coding
1369073_at	ENSRNOG00000007197	protein_coding
1369074_at	ENSRNOG00000006653	protein_coding
1369075_a_at	ENSRNOG00000013339	protein_coding
1369077_at	ENSRNOG00000010034	protein_coding
1369078_at	ENSRNOG00000001849	protein_coding
1369079_at	ENSRNOG00000008939	protein_coding
1369081_at	ENSRNOG00000032942	protein_coding
1369082_at	ENSRNOG00000013603	protein_coding
1369083_at	ENSRNOG00000015999	protein_coding
1369084_a_at	ENSRNOG00000018214	protein_coding
1369086_a_at	ENSRNOG00000013147	protein_coding
1369087_at	ENSRNOG00000000940	protein_coding
1369088_at	ENSRNOG00000004964	protein_coding
1369089_at	ENSRNOG00000054371	protein_coding
1369090_at	ENSRNOG00000002361	protein_coding
1369091_at	ENSRNOG00000014698	protein_coding
1369092_at	ENSRNOG00000043069	protein_coding
1369093_at	ENSRNOG00000021441	protein_coding
1369095_at	ENSRNOG00000008869	protein_coding
1369096_at	ENSRNOG00000007030	protein_coding
1369097_s_at	ENSRNOG00000012060	protein_coding
1369098_at	ENSRNOG00000027491	protein_coding
1369099_at	ENSRNOG00000004749	protein_coding
1369100_at	ENSRNOG00000014685	protein_coding
1369101_at	ENSRNOG00000009446	protein_coding
1369102_at	ENSRNOG00000002079	protein_coding
1369103_at	ENSRNOG00000000596	protein_coding
1369104_at	ENSRNOG00000012799	protein_coding
1369105_a_at	ENSRNOG00000000811	protein_coding
1369106_at	ENSRNOG00000016288	protein_coding
1369107_at	ENSRNOG00000011438	protein_coding
1369108_at	ENSRNOG00000001924	protein_coding
1369109_at	ENSRNOG00000018191	protein_coding
1369111_at	ENSRNOG00000006675	protein_coding
1369112_at	ENSRNOG00000049410	protein_coding
1369113_at	ENSRNOG00000026053	protein_coding
1369115_at	ENSRNOG00000019217	protein_coding
1369116_a_at	ENSRNOG00000011130	protein_coding
1369117_at	ENSRNOG00000011130	protein_coding
1369118_a_at	ENSRNOG00000002011	protein_coding
1369120_a_at	ENSRNOG00000047040	protein_coding
1369121_at	ENSRNOG00000007301	protein_coding
1369122_at	ENSRNOG00000020876	protein_coding
1369123_a_at	ENSRNOG00000012878	protein_coding
1369124_at	ENSRNOG00000010063	protein_coding
1369125_at	ENSRNOG00000010063	protein_coding
1369126_at	ENSRNOG00000046468	protein_coding
1369127_a_at	ENSRNOG00000046468	protein_coding
1369128_at	ENSRNOG00000020310	protein_coding
1369129_at	ENSRNOG00000005404	protein_coding
1369130_at	ENSRNOG00000005404	protein_coding
1369131_at	ENSRNOG00000008890	protein_coding
1369132_at	ENSRNOG00000008890	protein_coding
1369133_a_at	ENSRNOG00000019959	protein_coding
1369135_at	ENSRNOG00000020279	protein_coding
1369136_at	ENSRNOG00000020817	protein_coding
1369137_at	ENSRNOG00000003777	protein_coding
1369138_a_at	ENSRNOG00000055547	protein_coding
1369139_at	ENSRNOG00000002517	protein_coding
1369140_at	ENSRNOG00000003633	protein_coding
1369142_at	ENSRNOG00000019607	protein_coding
1369143_at	ENSRNOG00000012448	protein_coding
1369144_a_at	ENSRNOG00000014686	protein_coding
1369145_a_at	ENSRNOG00000014686	protein_coding
1369146_a_at	ENSRNOG00000004342	protein_coding
1369148_at	ENSRNOG00000001183	protein_coding
1369149_at	ENSRNOG00000001470	protein_coding
1369150_at	ENSRNOG00000009565	protein_coding
1369151_at	ENSRNOG00000019584	protein_coding
1369152_at	ENSRNOG00000043210	protein_coding
1369153_at	ENSRNOG00000020873	protein_coding
1369154_at	ENSRNOG00000020873	protein_coding
1369155_at	ENSRNOG00000005652	protein_coding
1369156_at	ENSRNOG00000000543	protein_coding
1369157_at	ENSRNOG00000011417	protein_coding
1369158_at	ENSRNOG00000002265	protein_coding
1369159_at	ENSRNOG00000005639	protein_coding
1369160_a_at	ENSRNOG00000005957	protein_coding
1369161_at	ENSRNOG00000008012	protein_coding
1369162_at	ENSRNOG00000009031	protein_coding
1369163_at	ENSRNOG00000030910	protein_coding
1369164_a_at	ENSRNOG00000011133	protein_coding
1369165_at	ENSRNOG00000016070	protein_coding
1369166_at	ENSRNOG00000017539	protein_coding
1369167_at	ENSRNOG00000014010	protein_coding
1369168_a_at	ENSRNOG00000002175	protein_coding
1369169_at	ENSRNOG00000061695	protein_coding
1369170_at	ENSRNOG00000047628	protein_coding
1369171_at	ENSRNOG00000019680	protein_coding
1369172_at	ENSRNOG00000054212	protein_coding
1369173_at	ENSRNOG00000009211	protein_coding
1369174_at	ENSRNOG00000018483	protein_coding
1369176_at	ENSRNOG00000012356	protein_coding
1369177_at	ENSRNOG00000014675	protein_coding
1369178_a_at	ENSRNOG00000017606	protein_coding
1369179_a_at	ENSRNOG00000008839	protein_coding
1369180_at	ENSRNOG00000007946	protein_coding
1369181_at	ENSRNOG00000003622	protein_coding
1369182_at	ENSRNOG00000011800	protein_coding
1369183_at	ENSRNOG00000000515	protein_coding
1369184_at	ENSRNOG00000055138	protein_coding
1369185_a_at	ENSRNOG00000026432	protein_coding
1369186_at	ENSRNOG00000007372	protein_coding
1369187_a_at	ENSRNOG00000010325	protein_coding
1369188_at	ENSRNOG00000006738	protein_coding
1369189_at	ENSRNOG00000061026	protein_coding
1369190_at	ENSRNOG00000015821	protein_coding
1369191_at	ENSRNOG00000010278	protein_coding
1369192_at	ENSRNOG00000007249	protein_coding
1369193_at	ENSRNOG00000006735	protein_coding
1369194_a_at	ENSRNOG00000059837	protein_coding
1369195_at	ENSRNOG00000024947	protein_coding
1369196_at	ENSRNOG00000020874	protein_coding
1369197_at	ENSRNOG00000008022	protein_coding
1369198_at	ENSRNOG00000008022	protein_coding
1369199_at	ENSRNOG00000005853	protein_coding
1369200_at	ENSRNOG00000011071	protein_coding
1369201_at	ENSRNOG00000017434	protein_coding
1369203_at	ENSRNOG00000004476	protein_coding
1369204_at	ENSRNOG00000009331	protein_coding
1369205_at	ENSRNOG00000022405	protein_coding
1369206_at	ENSRNOG00000010935	protein_coding
1369207_at	ENSRNOG00000011973	protein_coding
1369208_at	ENSRNOG00000011973	protein_coding
1369209_at	ENSRNOG00000008424	protein_coding
1369210_at	ENSRNOG00000053122	protein_coding
1369212_s_at	ENSRNOG00000057817	protein_coding
1369213_at	ENSRNOG00000061230	protein_coding
1369214_a_at	ENSRNOG00000002659	protein_coding
1369215_a_at	ENSRNOG00000003873	protein_coding
1369216_a_at	ENSRNOG00000002511	protein_coding
1369218_at	ENSRNOG00000052745	protein_coding
1369219_at	ENSRNOG00000002093	protein_coding
1369220_at	ENSRNOG00000001813	protein_coding
1369222_at	ENSRNOG00000017283	protein_coding
1369223_at	ENSRNOG00000015058	protein_coding
1369224_at	ENSRNOG00000015562	protein_coding
1369226_at	ENSRNOG00000030387	protein_coding
1369227_at	ENSRNOG00000000161	protein_coding
1369228_at	ENSRNOG00000011696	protein_coding
1369229_at	ENSRNOG00000014443	protein_coding
1369230_at	ENSRNOG00000007490	protein_coding
1369232_at	ENSRNOG00000003813	protein_coding
1369233_at	ENSRNOG00000003813	protein_coding
1369234_at	ENSRNOG00000019490	protein_coding
1369235_at	ENSRNOG00000000567	protein_coding
1369236_at	ENSRNOG00000004962	protein_coding
1369237_at	ENSRNOG00000018644	protein_coding
1369238_at	ENSRNOG00000007601	protein_coding
1369239_at	ENSRNOG00000002862	protein_coding
1369241_at	ENSRNOG00000048522	protein_coding
1369242_at	ENSRNOG00000004410	protein_coding
1369244_at	ENSRNOG00000031174	protein_coding
1369246_a_at	ENSRNOG00000014172	protein_coding
1369247_at	ENSRNOG00000014084	protein_coding
1369248_a_at	ENSRNOG00000006967	protein_coding
1369249_at	ENSRNOG00000010960	protein_coding
1369250_at	ENSRNOG00000018940	protein_coding
1369251_a_at	ENSRNOG00000010365	protein_coding
1369252_a_at	ENSRNOG00000011202	protein_coding
1369253_at	ENSRNOG00000051487	protein_coding
1369254_a_at	ENSRNOG00000004094	protein_coding
1369255_at	ENSRNOG00000014504	protein_coding
1369256_at	ENSRNOG00000016847	protein_coding
1369257_at	ENSRNOG00000018430	protein_coding
1369258_at	ENSRNOG00000008475	protein_coding
1369260_a_at	ENSRNOG00000010486	protein_coding
1369262_at	ENSRNOG00000012331	protein_coding
1369263_at	ENSRNOG00000015618	protein_coding
1369264_at	ENSRNOG00000000428	protein_coding
1369265_at	ENSRNOG00000001773	protein_coding
1369266_at	ENSRNOG00000032973	protein_coding
1369267_at	ENSRNOG00000014862	protein_coding
1369268_at	ENSRNOG00000003745	protein_coding
1369269_at	ENSRNOG00000016207	protein_coding
1369270_at	ENSRNOG00000002906	protein_coding
1369271_at	ENSRNOG00000018166	protein_coding
1369273_a_at	ENSRNOG00000019184	protein_coding
1369275_s_at	ENSRNOG00000020817	protein_coding
1369276_at	ENSRNOG00000022870	protein_coding
1369277_at	ENSRNOG00000056659	protein_coding
1369278_at	ENSRNOG00000001235	protein_coding
1369279_at	ENSRNOG00000058568	protein_coding
1369280_at	ENSRNOG00000009265	protein_coding
1369283_at	ENSRNOG00000046566	protein_coding
1369284_at	ENSRNOG00000002117	protein_coding
1369285_at	ENSRNOG00000003541	protein_coding
1369286_at	ENSRNOG00000014376	protein_coding
1369287_at	ENSRNOG00000019613	protein_coding
1369288_at	ENSRNOG00000011423	protein_coding
1369289_at	ENSRNOG00000008895	protein_coding
1369290_at	ENSRNOG00000049115	protein_coding
1369291_at	ENSRNOG00000018346	protein_coding
1369292_at	ENSRNOG00000019830	protein_coding
1369293_at	ENSRNOG00000030920	protein_coding
1369294_at	ENSRNOG00000003064	protein_coding
1369295_at	ENSRNOG00000014492	protein_coding
1369297_at	ENSRNOG00000058202	protein_coding
1369298_at	ENSRNOG00000053181	protein_coding
1369299_at	ENSRNOG00000013231	protein_coding
1369300_at	ENSRNOG00000018458	protein_coding
1369301_at	ENSRNOG00000009227	protein_coding
1369302_at	ENSRNOG00000001287	protein_coding
1369303_at	ENSRNOG00000012703	protein_coding
1369304_at	ENSRNOG00000009250	protein_coding
1369305_at	ENSRNOG00000020349	protein_coding
1369306_at	ENSRNOG00000060246	protein_coding
1369307_at	ENSRNOG00000000190	protein_coding
1369308_at	ENSRNOG00000021013	protein_coding
1369309_a_at	ENSRNOG00000007374	protein_coding
1369310_at	ENSRNOG00000046313	protein_coding
1369311_at	ENSRNOG00000016221	protein_coding
1369312_a_at	ENSRNOG00000017106	protein_coding
1369313_at	ENSRNOG00000016866	protein_coding
1369314_at	ENSRNOG00000022631	protein_coding
1369315_at	ENSRNOG00000009468	protein_coding
1369316_s_at	ENSRNOG00000001867	protein_coding
1369317_at	ENSRNOG00000058597	protein_coding
1369319_at	ENSRNOG00000006818	protein_coding
1369320_at	ENSRNOG00000001499	protein_coding
1369321_s_at	ENSRNOG00000024457	protein_coding
1369322_at	ENSRNOG00000029811	protein_coding
1369323_at	ENSRNOG00000050849	protein_coding
1369324_at	ENSRNOG00000025541	protein_coding
1369326_at	ENSRNOG00000004841	protein_coding
1369327_at	ENSRNOG00000013140	protein_coding
1369328_at	ENSRNOG00000000658	protein_coding
1369329_at	ENSRNOG00000004346	protein_coding
1369330_at	ENSRNOG00000018452	protein_coding
1369331_a_at	ENSRNOG00000008237	protein_coding
1369332_a_at	ENSRNOG00000011000	protein_coding
1369333_a_at	ENSRNOG00000004201	protein_coding
1369334_at	ENSRNOG00000005985	protein_coding
1369335_at	ENSRNOG00000058275	protein_coding
1369336_at	ENSRNOG00000011427	protein_coding
1369337_at	ENSRNOG00000053410	protein_coding
1369338_at	ENSRNOG00000029614	protein_coding
1369339_at	ENSRNOG00000033099	protein_coding
1369340_at	ENSRNOG00000011475	protein_coding
1369341_a_at	ENSRNOG00000013962	protein_coding
1369342_at	ENSRNOG00000061367	protein_coding
1369344_at	ENSRNOG00000018387	protein_coding
1369345_at	ENSRNOG00000018382	protein_coding
1369347_s_at	ENSRNOG00000014710	protein_coding
1369348_at	ENSRNOG00000019035	protein_coding
1369349_a_at	ENSRNOG00000024457	protein_coding
1369350_at	ENSRNOG00000011624	protein_coding
1369351_at	ENSRNOG00000006144	protein_coding
1369352_at	ENSRNOG00000011358	protein_coding
1369353_at	ENSRNOG00000014248	protein_coding
1369355_at	ENSRNOG00000016429	protein_coding
1369356_at	ENSRNOG00000019086	protein_coding
1369357_at	ENSRNOG00000003063	protein_coding
1369358_a_at	ENSRNOG00000014819	protein_coding
1369359_at	ENSRNOG00000020630	protein_coding
1369360_at	ENSRNOG00000007931	protein_coding
1369361_at	ENSRNOG00000001092	protein_coding
1369362_at	ENSRNOG00000011470	protein_coding
1369363_at	ENSRNOG00000005472	protein_coding
1369364_at	ENSRNOG00000032378	protein_coding
1369365_at	ENSRNOG00000025042	protein_coding
1369366_at	ENSRNOG00000007038	protein_coding
1369367_at	ENSRNOG00000020188	protein_coding
1369368_at	ENSRNOG00000027233	protein_coding
1369369_at	ENSRNOG00000028991	protein_coding
1369370_s_at	ENSRNOG00000001195	protein_coding
1369371_a_at	ENSRNOG00000000774	protein_coding
1369372_at	ENSRNOG00000000774	protein_coding
1369373_at	ENSRNOG00000016818	protein_coding
1369375_a_at	ENSRNOG00000008609	protein_coding
1369377_at	ENSRNOG00000011251	protein_coding
1369378_at	ENSRNOG00000021262	protein_coding
1369379_at	ENSRNOG00000030285	protein_coding
1369380_at	ENSRNOG00000019100	protein_coding
1369381_a_at	ENSRNOG00000011598	protein_coding
1369382_at	ENSRNOG00000017319	protein_coding
1369383_a_at	ENSRNOG00000061182	protein_coding
1369384_at	ENSRNOG00000006957	protein_coding
1369385_at	ENSRNOG00000060665	protein_coding
1369386_at	ENSRNOG00000018082	protein_coding
1369387_at	ENSRNOG00000050430	protein_coding
1369388_at	ENSRNOG00000033567	protein_coding
1369389_at	ENSRNOG00000014975	protein_coding
1369390_a_at	ENSRNOG00000030547	protein_coding
1369391_at	ENSRNOG00000021468	protein_coding
1369393_at	ENSRNOG00000016378	protein_coding
1369394_at	ENSRNOG00000059840	protein_coding
1369396_at	ENSRNOG00000003614	protein_coding
1369397_at	ENSRNOG00000019589	protein_coding
1369398_at	ENSRNOG00000021000	protein_coding
1369399_at	ENSRNOG00000020993	protein_coding
1369400_a_at	ENSRNOG00000004162	protein_coding
1369401_at	ENSRNOG00000030894	protein_coding
1369402_at	ENSRNOG00000010975	protein_coding
1369403_at	ENSRNOG00000059456	protein_coding
1369404_a_at	ENSRNOG00000050220	protein_coding
1369405_a_at	ENSRNOG00000014427	protein_coding
1369406_at	ENSRNOG00000012196	protein_coding
1369407_at	ENSRNOG00000008336	protein_coding
1369408_at	ENSRNOG00000005561	protein_coding
1369409_at	ENSRNOG00000012959	protein_coding
1369411_at	ENSRNOG00000002042	protein_coding
1369412_a_at	ENSRNOG00000001232	protein_coding
1369413_at	ENSRNOG00000001284	protein_coding
1369414_at	ENSRNOG00000020392	protein_coding
1369415_at	ENSRNOG00000007152	protein_coding
1369416_at	ENSRNOG00000020444	protein_coding
1369417_a_at	ENSRNOG00000023809	protein_coding
1369418_at	ENSRNOG00000007645	protein_coding
1369420_at	ENSRNOG00000018106	protein_coding
1369421_at	ENSRNOG00000047611	protein_coding
1369422_at	ENSRNOG00000005679	protein_coding
1369423_at	ENSRNOG00000026866	protein_coding
1369424_at	ENSRNOG00000020817	protein_coding
1369425_at	ENSRNOG00000014371	protein_coding
1369426_at	ENSRNOG00000025011	protein_coding
1369428_a_at	ENSRNOG00000006595	protein_coding
1369429_at	ENSRNOG00000016223	protein_coding
1369430_at	ENSRNOG00000012027	protein_coding
1369431_at	ENSRNOG00000012037	protein_coding
1369432_at	ENSRNOG00000020778	protein_coding
1369433_at	ENSRNOG00000014041	protein_coding
1369435_at	ENSRNOG00000007139	protein_coding
1369436_at	ENSRNOG00000020293	protein_coding
1369437_at	ENSRNOG00000053430	protein_coding
1369439_at	ENSRNOG00000010640	protein_coding
1369440_at	ENSRNOG00000005420	protein_coding
1369441_at	ENSRNOG00000014251	protein_coding
1369443_at	ENSRNOG00000016678	protein_coding
1369444_at	ENSRNOG00000000196	protein_coding
1369445_at	ENSRNOG00000009506	protein_coding
1369446_at	ENSRNOG00000007478	protein_coding
1369447_at	ENSRNOG00000018853	protein_coding
1369448_at	ENSRNOG00000007142	protein_coding
1369449_at	ENSRNOG00000015086	protein_coding
1369450_at	ENSRNOG00000061890	protein_coding
1369451_a_at	ENSRNOG00000059005	protein_coding
1369452_a_at	ENSRNOG00000018322	protein_coding
1369453_at	ENSRNOG00000015753	protein_coding
1369454_at	ENSRNOG00000054420	protein_coding
1369455_at	ENSRNOG00000005250	protein_coding
1369456_at	ENSRNOG00000017625	protein_coding
1369457_a_at	ENSRNOG00000003526	protein_coding
1369458_at	ENSRNOG00000011882	protein_coding
1369459_at	ENSRNOG00000013030	protein_coding
1369461_at	ENSRNOG00000015259	protein_coding
1369462_at	ENSRNOG00000018200	protein_coding
1369463_at	ENSRNOG00000007066	protein_coding
1369464_at	ENSRNOG00000020907	protein_coding
1369466_at	ENSRNOG00000002484	protein_coding
1369467_a_at	ENSRNOG00000000165	protein_coding
1369468_at	ENSRNOG00000016848	protein_coding
1369469_s_at	ENSRNOG00000004534	protein_coding
1369470_at	ENSRNOG00000006899	protein_coding
1369471_at	ENSRNOG00000008258	protein_coding
1369472_a_at	ENSRNOG00000001597	protein_coding
1369473_at	ENSRNOG00000009889	protein_coding
1369474_a_at	ENSRNOG00000037456	protein_coding
1369475_x_at	ENSRNOG00000037456	protein_coding
1369476_at	ENSRNOG00000006877	protein_coding
1369477_at	ENSRNOG00000010553	protein_coding
1369478_at	ENSRNOG00000003765	protein_coding
1369479_at	ENSRNOG00000060054	protein_coding
1369481_at	ENSRNOG00000002968	protein_coding
1369482_a_at	ENSRNOG00000008157	protein_coding
1369483_at	ENSRNOG00000016294	protein_coding
1369485_at	ENSRNOG00000061414	protein_coding
1369486_at	ENSRNOG00000060343	protein_coding
1369487_a_at	ENSRNOG00000013869	protein_coding
1369488_at	ENSRNOG00000009157	protein_coding
1369490_at	ENSRNOG00000003683	protein_coding
1369491_at	ENSRNOG00000054962	protein_coding
1369492_at	ENSRNOG00000013950	protein_coding
1369493_at	ENSRNOG00000057557	protein_coding
1369494_a_at	ENSRNOG00000011808	protein_coding
1369495_at	ENSRNOG00000011145	protein_coding
1369496_at	ENSRNOG00000013135	protein_coding
1369497_at	ENSRNOG00000002820	protein_coding
1369498_at	ENSRNOG00000016685	protein_coding
1369500_at	ENSRNOG00000019937	protein_coding
1369503_at	ENSRNOG00000055613	protein_coding
1369505_at	ENSRNOG00000021265	protein_coding
1369506_at	ENSRNOG00000007932	protein_coding
1369508_at	ENSRNOG00000001656	protein_coding
1369509_a_at	ENSRNOG00000004692	protein_coding
1369510_at	ENSRNOG00000021009	protein_coding
1369511_at	ENSRNOG00000012721	protein_coding
1369512_at	ENSRNOG00000000572	protein_coding
1369513_at	ENSRNOG00000059640	protein_coding
1369514_at	ENSRNOG00000057702	protein_coding
1369515_s_at	ENSRNOG00000057702	protein_coding
1369516_at	ENSRNOG00000046458	protein_coding
1369517_at	ENSRNOG00000043381	protein_coding
1369518_at	ENSRNOG00000000145	protein_coding
1369519_at	ENSRNOG00000014361	protein_coding
1369520_a_at	ENSRNOG00000015514	protein_coding
1369521_at	ENSRNOG00000034016	protein_coding
1369522_a_at	ENSRNOG00000004698	protein_coding
1369523_at	ENSRNOG00000019472	protein_coding
1369524_at	ENSRNOG00000014644	protein_coding
1369525_at	ENSRNOG00000019336	protein_coding
1369526_at	ENSRNOG00000020624	protein_coding
1369527_at	ENSRNOG00000018509	protein_coding
1369528_at	ENSRNOG00000008620	protein_coding
1369529_at	ENSRNOG00000008525	protein_coding
1369530_at	ENSRNOG00000015336	protein_coding
1369532_at	ENSRNOG00000021266	protein_coding
1369533_a_at	ENSRNOG00000019134	protein_coding
1369534_at	ENSRNOG00000017386	protein_coding
1369536_at	ENSRNOG00000009390	protein_coding
1369537_at	ENSRNOG00000018895	protein_coding
1369538_at	ENSRNOG00000021685	protein_coding
1369539_at	ENSRNOG00000019843	protein_coding
1369540_at	ENSRNOG00000007256	protein_coding
1369541_at	ENSRNOG00000010447	protein_coding
1369542_at	ENSRNOG00000009556	protein_coding
1369543_s_at	ENSRNOG00000017876	protein_coding
1369545_at	ENSRNOG00000017828	protein_coding
1369546_at	ENSRNOG00000059519	protein_coding
1369547_at	ENSRNOG00000002555	protein_coding
1369548_at	ENSRNOG00000004300	protein_coding
1369549_at	ENSRNOG00000061739	protein_coding
1369550_at	ENSRNOG00000021294	protein_coding
1369551_at	ENSRNOG00000060137	protein_coding
1369552_at	ENSRNOG00000030930	protein_coding
1369553_at	ENSRNOG00000019096	protein_coding
1369554_at	ENSRNOG00000050547	protein_coding
1369555_at	ENSRNOG00000010315	protein_coding
1369556_at	ENSRNOG00000020382	protein_coding
1369557_at	ENSRNOG00000056216	protein_coding
1369558_at	ENSRNOG00000007700	protein_coding
1369559_a_at	ENSRNOG00000001964	protein_coding
1369560_at	ENSRNOG00000056457	protein_coding
1369561_at	ENSRNOG00000037845	protein_coding
1369562_at	ENSRNOG00000005492	protein_coding
1369563_at	ENSRNOG00000008824	protein_coding
1369564_at	ENSRNOG00000011646	protein_coding
1369565_at	ENSRNOG00000004380	protein_coding
1369566_at	ENSRNOG00000011963	protein_coding
1369567_at	ENSRNOG00000016073	protein_coding
1369568_at	ENSRNOG00000003402	protein_coding
1369571_at	ENSRNOG00000012186	protein_coding
1369572_at	ENSRNOG00000020625	protein_coding
1369573_at	ENSRNOG00000024785	protein_coding
1369574_at	ENSRNOG00000005732	protein_coding
1369575_at	ENSRNOG00000005692	protein_coding
1369576_at	ENSRNOG00000005664	protein_coding
1369577_at	ENSRNOG00000008965	protein_coding
1369578_at	ENSRNOG00000005717	protein_coding
1369579_at	ENSRNOG00000020729	protein_coding
1369580_at	ENSRNOG00000021799	protein_coding
1369581_at	ENSRNOG00000054423	protein_coding
1369582_at	ENSRNOG00000013261	protein_coding
1369583_at	ENSRNOG00000008224	protein_coding
1369584_at	ENSRNOG00000002946	protein_coding
1369586_at	ENSRNOG00000049991	protein_coding
1369587_at	ENSRNOG00000002771	protein_coding
1369588_a_at	ENSRNOG00000013300	protein_coding
1369589_x_at	ENSRNOG00000003965	protein_coding
1369590_a_at	ENSRNOG00000006789	protein_coding
1369591_at	ENSRNOG00000001951	protein_coding
1369592_at	ENSRNOG00000007971	protein_coding
1369594_at	ENSRNOG00000034177	protein_coding
1369595_at	ENSRNOG00000052205	protein_coding
1369596_at	ENSRNOG00000017348	protein_coding
1369597_at	ENSRNOG00000005331	protein_coding
1369598_at	ENSRNOG00000012819	protein_coding
1369599_at	ENSRNOG00000022129	protein_coding
1369600_at	ENSRNOG00000014882	protein_coding
1369601_at	ENSRNOG00000017422	protein_coding
1369602_at	ENSRNOG00000012912	protein_coding
1369604_at	ENSRNOG00000012278	protein_coding
1369605_at	ENSRNOG00000010490	protein_coding
1369606_at	ENSRNOG00000000109	protein_coding
1369607_at	ENSRNOG00000053662	protein_coding
1369608_at	ENSRNOG00000061530	protein_coding
1369609_at	ENSRNOG00000010263	protein_coding
1369610_at	ENSRNOG00000045698	protein_coding
1369611_at	ENSRNOG00000015732	protein_coding
1369614_at	ENSRNOG00000014420	protein_coding
1369615_at	ENSRNOG00000051564	protein_coding
1369616_at	ENSRNOG00000008960	protein_coding
1369617_at	ENSRNOG00000058053	protein_coding
1369618_at	ENSRNOG00000007652	protein_coding
1369619_at	ENSRNOG00000020655	protein_coding
1369621_s_at	ENSRNOG00000008822	protein_coding
1369622_at	ENSRNOG00000010898	protein_coding
1369624_at	ENSRNOG00000019871	protein_coding
1369625_at	ENSRNOG00000011648	protein_coding
1369626_at	ENSRNOG00000016833	protein_coding
1369629_at	ENSRNOG00000012325	protein_coding
1369630_at	ENSRNOG00000012325	protein_coding
1369632_a_at	ENSRNOG00000021130	protein_coding
1369634_at	ENSRNOG00000020951	protein_coding
1369635_at	ENSRNOG00000017291	protein_coding
1369636_at	ENSRNOG00000017291	protein_coding
1369638_at	ENSRNOG00000016448	protein_coding
1369640_at	ENSRNOG00000000805	protein_coding
1369641_at	ENSRNOG00000057102	protein_coding
1369642_at	ENSRNOG00000057102	protein_coding
1369643_a_at	ENSRNOG00000032660	protein_coding
1369644_at	ENSRNOG00000032660	protein_coding
1369645_at	ENSRNOG00000016768	protein_coding
1369646_at	ENSRNOG00000016768	protein_coding
1369647_at	ENSRNOG00000054695	protein_coding
1369648_at	ENSRNOG00000054695	protein_coding
1369649_at	ENSRNOG00000033531	protein_coding
1369651_at	ENSRNOG00000006604	protein_coding
1369653_at	ENSRNOG00000013265	protein_coding
1369654_at	ENSRNOG00000007706	protein_coding
1369655_at	ENSRNOG00000017840	protein_coding
1369656_at	ENSRNOG00000001762	protein_coding
1369657_at	ENSRNOG00000010725	protein_coding
1369658_at	ENSRNOG00000010918	protein_coding
1369659_at	ENSRNOG00000009269	protein_coding
1369660_at	ENSRNOG00000013768	protein_coding
1369661_at	ENSRNOG00000007649	protein_coding
1369662_at	ENSRNOG00000005018	protein_coding
1369663_at	ENSRNOG00000017286	protein_coding
1369664_at	ENSRNOG00000004400	protein_coding
1369665_a_at	ENSRNOG00000009848	protein_coding
1369666_at	ENSRNOG00000033824	protein_coding
1369667_at	ENSRNOG00000000470	protein_coding
1369669_at	ENSRNOG00000011561	protein_coding
1369670_at	ENSRNOG00000002141	protein_coding
1369671_at	ENSRNOG00000003370	protein_coding
1369672_at	ENSRNOG00000000907	protein_coding
1369673_at	ENSRNOG00000019208	protein_coding
1369674_at	ENSRNOG00000019208	protein_coding
1369675_at	ENSRNOG00000053339	protein_coding
1369677_at	ENSRNOG00000008223	protein_coding
1369678_a_at	ENSRNOG00000006966	protein_coding
1369679_a_at	ENSRNOG00000006966	protein_coding
1369680_at	ENSRNOG00000015741	protein_coding
1369681_at	ENSRNOG00000012556	protein_coding
1369682_at	ENSRNOG00000002598	protein_coding
1369683_at	ENSRNOG00000012439	protein_coding
1369684_at	ENSRNOG00000051499	protein_coding
1369685_at	ENSRNOG00000020355	protein_coding
1369686_at	ENSRNOG00000032922	protein_coding
1369687_at	ENSRNOG00000008480	protein_coding
1369688_s_at	ENSRNOG00000027839	protein_coding
1369689_at	ENSRNOG00000003905	protein_coding
1369690_at	ENSRNOG00000003905	protein_coding
1369691_at	ENSRNOG00000005007	protein_coding
1369692_at	ENSRNOG00000002468	protein_coding
1369693_a_at	ENSRNOG00000005479	protein_coding
1369694_at	ENSRNOG00000005479	protein_coding
